,1. open,2. high,3. low,4. close,5. volume
2020-02-10 16:35:00,288.4800,288.6290,288.3380,288.5650,100
2020-02-10 16:50:00,288.3860,288.5360,288.2450,288.4720,122
2020-02-10 17:20:00,288.3300,288.4790,288.1880,288.4150,1000
2020-02-10 17:55:00,288.4610,288.6110,288.1790,288.4060,325
2020-02-10 18:20:00,288.2930,288.4420,288.1510,288.3780,200
2020-02-10 18:55:00,288.4150,288.5640,288.2730,288.5000,125
2020-02-10 19:20:00,288.3400,288.4890,288.1980,288.4250,670
2020-02-10 19:30:00,288.6580,288.8080,288.5160,288.7440,3300
2020-02-10 19:45:00,288.7900,288.9950,288.6480,288.9310,3400
2020-02-10 19:50:00,288.7990,288.9480,288.6570,288.8840,500
2020-02-11 07:25:00,289.4180,289.5680,289.2760,289.5030,100
2020-02-11 08:00:00,289.3430,289.5670,288.9480,289.5030,1301
2020-02-11 08:30:00,289.4650,289.6140,289.3220,289.5500,200
2020-02-11 08:45:00,289.4460,289.5960,289.3040,289.5320,100
2020-02-11 08:55:00,289.4460,289.5960,289.3040,289.5320,500
2020-02-11 09:00:00,289.5120,289.6610,289.3510,289.5780,300
2020-02-11 09:05:00,289.4740,289.6240,289.3320,289.5600,100
2020-02-11 09:25:00,289.6150,289.8210,289.4720,289.7380,5624
2020-02-11 09:30:00,289.6710,289.8490,289.1540,289.3810,129399
2020-02-11 09:35:00,289.2680,289.5860,288.9940,289.2600,83787
2020-02-11 09:40:00,289.1650,289.7740,288.9850,289.7100,40361
2020-02-11 09:45:00,289.6050,289.8580,289.4300,289.7940,25088
2020-02-11 09:50:00,289.7180,289.8870,289.3880,289.7190,20256
2020-02-11 09:55:00,289.6050,289.8680,289.3790,289.6070,12501
2020-02-11 10:00:00,289.5490,290.1210,289.4070,290.0380,25325
2020-02-11 10:05:00,289.9440,290.1870,289.7910,290.1130,44284
2020-02-11 10:10:00,290.0320,290.3640,289.8190,290.3000,30095
2020-02-11 10:15:00,290.1870,290.4680,289.9790,290.2070,22248
2020-02-11 10:20:00,290.2330,290.4960,290.0250,290.2830,29069
2020-02-11 10:25:00,290.1770,290.4680,290.0350,290.3900,26152
2020-02-11 10:30:00,290.2950,290.5340,290.1520,290.4100,28617
2020-02-11 10:35:00,290.2990,290.4490,289.9160,290.2170,14552
2020-02-11 10:40:00,290.1960,290.5240,290.0530,290.3430,11299
2020-02-11 10:45:00,290.2900,290.4400,289.8850,290.1770,42070
2020-02-11 10:50:00,290.1210,290.3070,289.8470,290.1040,14884
2020-02-11 10:55:00,290.0000,290.1770,289.7680,290.0940,12841
2020-02-11 11:00:00,290.0230,290.2810,289.8380,290.0850,32165
2020-02-11 11:05:00,289.9710,290.2050,289.8000,290.0660,20193
2020-02-11 11:10:00,290.0540,290.2200,289.7250,290.0010,25251
2020-02-11 11:15:00,289.8870,290.2050,289.6600,290.1040,9775
2020-02-11 11:20:00,289.9900,290.1400,289.5850,289.8970,15920
2020-02-11 11:25:00,289.8120,289.9760,289.5790,289.8500,21587
2020-02-11 11:30:00,289.7460,289.8960,289.2100,289.5320,33813
2020-02-11 11:35:00,289.4110,289.6750,289.0790,289.3530,32249
2020-02-11 11:40:00,289.2910,289.7180,289.0560,289.6530,27280
2020-02-11 11:45:00,289.5400,289.7550,289.3320,289.6910,23565
2020-02-11 11:50:00,289.6050,289.7600,289.3130,289.5880,16272
2020-02-11 11:55:00,289.5020,289.7320,289.1540,289.4570,9467
2020-02-11 12:00:00,289.3660,289.6990,289.1910,289.5660,14289
2020-02-11 12:05:00,289.4550,289.6800,289.2190,289.4940,12054
2020-02-11 12:10:00,289.3990,289.6520,289.2380,289.5320,10005
2020-02-11 12:15:00,289.4370,289.8400,289.2940,289.7380,11747
2020-02-11 12:20:00,289.6800,289.8300,289.4230,289.6630,9422
2020-02-11 12:25:00,289.5960,289.8040,289.4540,289.6910,11099
2020-02-11 12:30:00,289.5960,289.8400,289.3690,289.7230,8118
2020-02-11 12:35:00,289.6330,289.7870,289.3970,289.7190,47780
2020-02-11 12:40:00,289.6430,289.8210,289.3970,289.6790,18528
2020-02-11 12:45:00,289.5870,289.7380,289.3600,289.6020,12096
2020-02-11 12:50:00,289.5110,289.7740,289.3510,289.7100,17813
2020-02-11 12:55:00,289.6240,289.8870,289.4630,289.8130,11829
2020-02-11 13:00:00,289.7370,290.0180,289.5660,289.9130,8969
2020-02-11 13:05:00,289.8360,290.0650,289.6690,289.9540,14424
2020-02-11 13:10:00,289.8490,290.0180,289.6650,289.9160,8157
2020-02-11 13:15:00,289.8400,289.9900,289.6220,289.8790,9235
2020-02-11 13:20:00,289.7830,289.9330,289.5100,289.7480,10654
2020-02-11 13:25:00,289.6430,289.8870,289.4910,289.7520,11185
2020-02-11 13:30:00,289.6990,289.9430,289.4720,289.7000,7401
2020-02-11 13:35:00,289.6240,289.8680,289.4720,289.7000,9486
2020-02-11 13:40:00,289.6050,289.8110,289.4530,289.7380,7838
2020-02-11 13:45:00,289.6430,289.8020,289.4210,289.6490,10171
2020-02-11 13:50:00,289.5680,289.7180,289.0600,289.2880,20534
2020-02-11 13:55:00,289.2120,289.6050,289.0690,289.4750,17719
2020-02-11 14:00:00,289.3900,289.5770,288.9480,289.2310,37743
2020-02-11 14:05:00,289.2120,289.3800,288.8820,289.3160,12574
2020-02-11 14:10:00,289.1930,289.4830,289.0200,289.2500,17061
2020-02-11 14:15:00,289.1930,289.4510,288.9520,289.1850,25249
2020-02-11 14:20:00,289.1080,289.3140,288.7600,289.0720,61384
2020-02-11 14:25:00,288.9770,289.2770,288.8020,289.2130,17617
2020-02-11 14:30:00,289.1460,289.4080,288.9380,289.3370,14823
2020-02-11 14:35:00,289.2490,289.4930,289.0880,289.3630,24945
2020-02-11 14:40:00,289.2870,289.5580,289.0510,289.4660,13002
2020-02-11 14:45:00,289.3800,289.5300,289.1300,289.4520,18790
2020-02-11 14:50:00,289.3710,289.5580,289.0880,289.3530,21113
2020-02-11 14:55:00,289.2870,289.4550,288.8820,289.1280,11099
2020-02-11 15:00:00,289.0800,289.3740,288.6850,288.9130,21739
2020-02-11 15:05:00,288.8460,289.2110,288.5910,288.8520,67340
2020-02-11 15:10:00,288.7800,288.9670,288.4510,288.6780,24864
2020-02-11 15:15:00,288.5770,288.8830,288.2870,288.5840,28182
2020-02-11 15:20:00,288.4850,289.0120,288.3380,288.9480,35751
2020-02-11 15:25:00,288.8360,289.0610,288.6340,288.9750,19077
2020-02-11 15:30:00,288.9110,289.1450,288.6200,288.8660,21601
2020-02-11 15:35:00,288.8080,289.1500,288.6660,289.0060,23355
2020-02-11 15:40:00,288.9110,289.2950,288.7700,289.1850,18826
2020-02-11 15:45:00,289.0850,289.2770,288.6010,288.8280,34119
2020-02-11 15:50:00,288.7610,289.2860,288.5260,289.1850,91785
2020-02-11 15:55:00,289.0900,289.2770,288.5160,288.9880,91125
2020-02-11 16:00:00,288.8740,289.0230,288.7320,288.9590,23211
2020-02-11 19:20:00,289.0520,289.2020,288.9100,289.1380,620
2020-02-11 19:35:00,289.0050,289.1550,288.8630,289.0910,1100
2020-02-11 19:45:00,288.8180,288.9670,288.6760,288.9030,1100
2020-02-12 07:00:00,290.1120,290.2620,289.9690,290.1970,100
2020-02-12 07:05:00,290.0460,290.1960,289.8750,290.1040,440
2020-02-12 07:30:00,290.0370,290.1870,289.8940,290.1220,150
2020-02-12 07:35:00,290.0090,290.1590,289.8660,290.0940,154
2020-02-12 08:00:00,290.1120,290.2620,289.9690,290.1970,275
2020-02-12 08:10:00,290.1020,290.2520,289.9600,290.1880,151
2020-02-12 08:15:00,290.1490,290.2990,290.0070,290.2350,136
2020-02-12 08:40:00,290.1400,290.2900,289.9970,290.2260,380
2020-02-12 08:45:00,290.0650,290.2150,289.9220,290.1510,170
2020-02-12 08:50:00,290.1490,290.2990,290.0070,290.2350,500
2020-02-12 08:55:00,290.1590,290.3090,290.0160,290.2440,200
2020-02-12 09:00:00,290.1680,290.3180,290.0250,290.2540,100
2020-02-12 09:05:00,290.2710,290.4210,290.1280,290.3570,600
2020-02-12 09:10:00,290.2520,290.4030,290.1100,290.3380,100
2020-02-12 09:15:00,290.3270,290.4780,290.1850,290.4130,200
2020-02-12 09:25:00,290.3090,290.4680,290.1100,290.3570,8408
2020-02-12 09:30:00,290.2620,290.7360,289.9970,290.6010,165135
2020-02-12 09:35:00,290.5340,290.7310,290.1610,290.6480,53754
2020-02-12 09:40:00,290.5430,290.7560,290.1660,290.4570,37407
2020-02-12 09:45:00,290.3550,290.6000,290.1280,290.3850,25988
2020-02-12 09:50:00,290.2900,290.4400,289.9320,290.2440,26956
2020-02-12 09:55:00,290.1590,290.5150,289.9130,290.4320,47799
2020-02-12 10:00:00,290.4090,290.6840,289.8380,290.0760,20835
2020-02-12 10:05:00,290.0270,290.2710,289.7540,290.1410,21061
2020-02-12 10:10:00,290.0550,290.3650,289.8100,290.2590,11689
2020-02-12 10:15:00,290.1910,290.3840,289.9970,290.2890,8082
2020-02-12 10:20:00,290.2710,290.4680,289.9130,290.3570,18052
2020-02-12 10:25:00,290.2240,290.4590,290.0350,290.3090,10522
2020-02-12 10:30:00,290.1590,290.5060,289.9130,290.1410,16713
2020-02-12 10:35:00,290.0840,290.4110,289.9220,290.2990,8593
2020-02-12 10:40:00,290.2290,290.4030,289.8290,290.1080,31920
2020-02-12 10:45:00,290.0370,290.2990,289.8470,290.1490,49857
2020-02-12 10:50:00,290.1040,290.2990,289.8570,290.2290,6458
2020-02-12 10:55:00,290.1500,290.3270,289.8150,290.0850,22265
2020-02-12 11:00:00,290.0460,290.4030,289.9040,290.3290,24127
2020-02-12 11:05:00,290.2570,290.4210,290.0720,290.3480,10068
2020-02-12 11:10:00,290.2710,290.4390,290.0700,290.3020,5789
2020-02-12 11:15:00,290.2150,290.4870,290.0210,290.4160,10077
2020-02-12 11:20:00,290.3270,290.6030,290.1420,290.5070,7994
2020-02-12 11:25:00,290.5020,290.6750,290.3020,290.6100,12312
2020-02-12 11:30:00,290.5200,290.6790,290.2790,290.5630,7223
2020-02-12 11:35:00,290.4780,290.6930,290.2710,290.5550,34738
2020-02-12 11:40:00,290.5050,290.6560,290.1520,290.4400,8854
2020-02-12 11:45:00,290.3090,290.6370,290.1660,290.5540,12514
2020-02-12 11:50:00,290.4420,290.6650,290.2880,290.5630,22031
2020-02-12 11:55:00,290.4680,290.6180,290.1940,290.4600,20196
2020-02-12 12:00:00,290.4300,290.6370,290.2410,290.5160,52020
2020-02-12 12:05:00,290.4300,290.6560,290.2030,290.4790,23688
2020-02-12 12:10:00,290.4020,290.5530,290.0910,290.3850,43484
2020-02-12 12:15:00,290.2710,290.4960,290.1280,290.4150,17827
2020-02-12 12:20:00,290.3600,290.5150,290.1450,290.4030,10631
2020-02-12 12:25:00,290.3510,290.5690,290.1990,290.4930,8584
2020-02-12 12:30:00,290.4150,290.6670,290.1990,290.5940,13387
2020-02-12 12:35:00,290.5380,290.7310,290.3630,290.6380,3834
2020-02-12 12:40:00,290.5150,290.6810,290.3070,290.6100,8067
2020-02-12 12:45:00,290.5430,290.7120,290.3530,290.6380,8814
2020-02-12 12:50:00,290.5560,290.7060,290.2500,290.4880,9641
2020-02-12 12:55:00,290.4300,290.5840,290.1750,290.4810,13248
2020-02-12 13:00:00,290.3880,290.5700,290.0720,290.3070,6356
2020-02-12 13:05:00,290.2710,290.4670,290.0350,290.2960,10813
2020-02-12 13:10:00,290.1870,290.3370,289.9410,290.2630,17452
2020-02-12 13:15:00,290.1680,290.3460,289.9790,290.2160,6362
2020-02-12 13:20:00,290.1020,290.2710,289.8850,290.1510,64070
2020-02-12 13:25:00,290.0370,290.3090,289.8290,290.2440,7888
2020-02-12 13:30:00,290.1490,290.4120,289.9970,290.3190,45327
2020-02-12 13:35:00,290.2770,290.4870,290.1000,290.3920,9751
2020-02-12 13:40:00,290.3270,290.4960,290.1570,290.4320,7831
2020-02-12 13:45:00,290.3280,290.5060,290.1190,290.3800,12675
2020-02-12 13:50:00,290.2900,290.4590,290.1100,290.3550,14992
2020-02-12 13:55:00,290.2340,290.5340,290.0630,290.4600,16951
2020-02-12 14:00:00,290.3780,290.6240,290.1940,290.4510,11344
2020-02-12 14:05:00,290.3540,290.6280,290.2110,290.5520,16441
2020-02-12 14:10:00,290.4600,290.6460,290.2600,290.4880,7648
2020-02-12 14:15:00,290.4140,290.6380,290.2500,290.5550,7822
2020-02-12 14:20:00,290.4400,290.6650,290.2780,290.5630,42436
2020-02-12 14:25:00,290.4820,290.6750,290.2600,290.4880,10558
2020-02-12 14:30:00,290.3930,290.6090,290.2410,290.5320,4922
2020-02-12 14:35:00,290.4210,290.6640,290.2690,290.5790,7316
2020-02-12 14:40:00,290.4870,290.6560,290.3250,290.5540,3072
2020-02-12 14:45:00,290.4870,290.8060,290.3440,290.6850,15428
2020-02-12 14:50:00,290.6350,290.7970,290.4110,290.6480,12296
2020-02-12 14:55:00,290.5520,290.7210,290.3350,290.6380,13583
2020-02-12 15:00:00,290.5520,290.8620,290.3630,290.7350,57305
2020-02-12 15:05:00,290.6370,290.8290,290.3440,290.5820,25716
2020-02-12 15:10:00,290.5100,290.6650,290.1570,290.4980,15550
2020-02-12 15:15:00,290.4120,290.6280,290.2030,290.5350,12971
2020-02-12 15:20:00,290.4680,290.7400,290.3250,290.6760,19134
2020-02-12 15:25:00,290.5950,290.7450,290.3920,290.6480,14187
2020-02-12 15:30:00,290.5430,290.7400,290.2960,290.6720,19517
2020-02-12 15:35:00,290.5840,290.8150,290.4380,290.7320,15396
2020-02-12 15:40:00,290.6560,290.8990,290.4940,290.8340,22714
2020-02-12 15:45:00,290.7120,290.9470,290.5310,290.7600,32765
2020-02-12 15:50:00,290.7310,291.0780,290.5880,290.9950,100276
2020-02-12 15:55:00,290.9090,291.0590,290.5310,290.8350,78981
2020-02-12 16:00:00,290.7490,291.0030,290.5880,290.8540,16820
2020-02-12 16:05:00,290.7020,290.8720,290.5600,290.8070,900
2020-02-12 16:30:00,290.8990,291.0500,290.7560,290.9850,200
2020-02-12 16:45:00,290.9370,291.0870,290.7940,291.0230,502
2020-02-12 16:55:00,290.9270,291.0780,290.7850,291.0130,100
2020-02-12 18:05:00,290.8430,290.9940,290.7000,290.9290,250
2020-02-12 18:20:00,290.9930,291.1440,290.8500,291.0790,100
2020-02-12 18:35:00,290.9930,291.1440,290.8500,291.0790,100
2020-02-12 18:40:00,291.0310,291.1810,290.8880,291.1170,100
2020-02-12 18:45:00,290.7960,290.9470,290.1000,290.3290,13199
2020-02-12 18:50:00,290.7870,290.9370,290.0250,290.2540,16900
2020-02-12 18:55:00,289.6050,289.8680,289.4440,289.8040,4887
2020-02-12 19:00:00,289.8400,289.9900,289.6970,289.9250,524
2020-02-12 19:05:00,289.9620,290.1120,289.8190,290.0470,300
2020-02-12 19:10:00,290.1210,290.2710,289.9790,290.2070,400
2020-02-12 19:15:00,290.1590,290.3090,289.9600,290.1880,354
2020-02-12 19:20:00,290.1020,290.2520,289.9600,290.1880,100
2020-02-12 19:25:00,289.9710,290.1210,289.7350,289.9630,800
2020-02-12 19:35:00,289.9430,290.0930,289.6320,289.8600,3299
2020-02-12 19:40:00,289.7080,289.8580,289.5660,289.7940,100
2020-02-12 19:55:00,289.7740,289.9240,289.6320,289.8600,200
2020-02-13 05:25:00,288.8930,289.0420,288.7510,288.9780,1000
2020-02-13 07:00:00,289.0900,289.3140,288.9480,289.2500,3596
2020-02-13 07:05:00,289.1370,289.3520,288.9760,289.2880,6797
2020-02-13 07:15:00,289.0900,289.2390,288.9480,289.1750,500
2020-02-13 07:45:00,288.9110,289.0610,288.7700,288.9970,300
2020-02-13 07:55:00,288.9960,289.2300,288.8540,289.1660,400
2020-02-13 08:00:00,289.2300,289.3800,289.0880,289.3160,600
2020-02-13 08:05:00,289.2580,289.4080,289.1160,289.3440,546
2020-02-13 08:10:00,289.1930,289.3420,289.0510,289.2780,100
2020-02-13 08:20:00,289.2870,289.5020,289.1440,289.4380,1046
2020-02-13 08:45:00,289.4740,289.6240,289.3320,289.5600,200
2020-02-13 08:50:00,289.6330,289.7830,289.4910,289.7190,212
2020-02-13 08:55:00,289.6050,289.7550,289.4070,289.6350,1500
2020-02-13 09:05:00,289.6430,289.7930,289.5010,289.7290,700
2020-02-13 09:10:00,289.7370,289.8870,289.3970,289.6250,400
2020-02-13 09:15:00,289.5400,289.6990,289.3880,289.6160,470
2020-02-13 09:20:00,289.5300,289.6800,289.2940,289.5220,1496
2020-02-13 09:25:00,289.4180,289.6140,289.2190,289.5500,9858
2020-02-13 09:30:00,289.3620,290.0460,288.9940,289.8970,243382
2020-02-13 09:35:00,289.9150,290.2520,289.6600,289.9350,38692
2020-02-13 09:40:00,289.8680,290.1120,289.6220,290.0240,27691
2020-02-13 09:45:00,289.9480,290.2900,289.6880,290.0100,38654
2020-02-13 09:50:00,289.9800,290.3650,289.8380,290.3010,20440
2020-02-13 09:55:00,290.2240,290.3740,289.5100,289.7380,25510
2020-02-13 10:00:00,289.6620,289.8580,289.0600,289.3160,35990
2020-02-13 10:05:00,289.2210,289.8040,289.0790,289.6770,24247
2020-02-13 10:10:00,289.6620,289.9990,289.4520,289.8930,10518
2020-02-13 10:15:00,289.8530,290.0510,289.6130,289.9750,12946
2020-02-13 10:20:00,289.8600,290.0370,289.5940,289.8600,9038
2020-02-13 10:25:00,289.7740,290.0840,289.5190,289.9020,12838
2020-02-13 10:30:00,289.8660,290.0740,289.4820,289.9440,21201
2020-02-13 10:35:00,289.8020,290.0580,289.4820,289.8220,21696
2020-02-13 10:40:00,289.7790,290.1300,289.6320,290.0290,12628
2020-02-13 10:45:00,289.9850,290.4120,289.8430,290.2880,10675
2020-02-13 10:50:00,290.2390,290.5140,290.0250,290.4410,21513
2020-02-13 10:55:00,290.3370,290.6370,290.1190,290.5400,13121
2020-02-13 11:00:00,290.4870,290.7400,290.2690,290.6430,17358
2020-02-13 11:05:00,290.5900,290.7530,290.3320,290.6010,8820
2020-02-13 11:10:00,290.4470,290.6750,290.2780,290.5160,15887
2020-02-13 11:15:00,290.3840,290.5900,290.1570,290.4980,10187
2020-02-13 11:20:00,290.4500,290.8060,290.2970,290.7270,7895
2020-02-13 11:25:00,290.6370,290.8790,290.4380,290.7670,13598
2020-02-13 11:30:00,290.6930,290.9770,290.5310,290.9130,9682
2020-02-13 11:35:00,290.8370,291.0470,290.5700,290.8440,22253
2020-02-13 11:40:00,290.7860,291.0310,290.5220,290.8380,16373
2020-02-13 11:45:00,290.7310,290.8900,290.3530,290.6380,13592
2020-02-13 11:50:00,290.5240,290.7500,290.3530,290.5820,5207
2020-02-13 11:55:00,290.4770,290.8250,290.3350,290.7190,9662
2020-02-13 12:00:00,290.6270,290.9470,290.4850,290.8820,8054
2020-02-13 12:05:00,290.7870,291.1060,290.6250,291.0180,32210
2020-02-13 12:10:00,290.9560,291.1240,290.7190,290.9670,7223
2020-02-13 12:15:00,290.8810,291.1440,290.7380,291.0230,7755
2020-02-13 12:20:00,290.8980,291.0500,290.6910,290.9670,6705
2020-02-13 12:25:00,290.9190,291.0830,290.6060,290.9550,17751
2020-02-13 12:30:00,290.8710,291.1370,290.6990,291.0600,9155
2020-02-13 12:35:00,290.9450,291.1250,290.6630,290.9100,12488
2020-02-13 12:40:00,290.7870,291.0120,290.5780,290.8260,6315
2020-02-13 12:45:00,290.7590,291.0310,290.6060,290.9100,16960
2020-02-13 12:50:00,290.8520,291.0870,290.7100,290.9790,7486
2020-02-13 12:55:00,290.9070,291.0570,290.3910,290.6480,20327
2020-02-13 13:00:00,290.5620,290.8430,290.4190,290.7230,10489
2020-02-13 13:05:00,290.5900,290.7970,290.4000,290.6470,7257
2020-02-13 13:10:00,290.5240,290.8430,290.3630,290.5910,8934
2020-02-13 13:15:00,290.4870,290.7110,290.2690,290.6470,7600
2020-02-13 13:20:00,290.6270,290.8900,290.4850,290.7700,7080
2020-02-13 13:25:00,290.7020,290.9940,290.5310,290.9290,10379
2020-02-13 13:30:00,290.8240,291.0310,290.6440,290.9670,4259
2020-02-13 13:35:00,290.8710,291.0310,290.6810,290.9570,5116
2020-02-13 13:40:00,290.8810,291.2750,290.7380,291.1540,25999
2020-02-13 13:45:00,291.1240,291.3720,290.9440,291.2950,22652
2020-02-13 13:50:00,291.2130,291.3780,290.8970,291.1260,8839
2020-02-13 13:55:00,291.0960,291.2840,290.9020,291.2010,11370
2020-02-13 14:00:00,291.1060,291.5000,290.9580,291.4070,24907
2020-02-13 14:05:00,291.2560,291.4060,290.9220,291.1510,5837
2020-02-13 14:10:00,291.0400,291.2280,290.8220,291.1640,13951
2020-02-13 14:15:00,291.0590,291.2370,290.8080,291.1420,14951
2020-02-13 14:20:00,291.0870,291.3300,290.9440,291.2100,9522
2020-02-13 14:25:00,291.0680,291.2190,290.7560,290.9850,19452
2020-02-13 14:30:00,290.9370,291.2580,290.7850,291.1920,6324
2020-02-13 14:35:00,291.1060,291.2830,290.8850,291.1640,11993
2020-02-13 14:40:00,291.0740,291.2420,290.8220,291.0600,17876
2020-02-13 14:45:00,291.0020,291.1530,290.7370,291.0510,12625
2020-02-13 14:50:00,290.9960,291.2850,290.8500,291.2200,6572
2020-02-13 14:55:00,291.1240,291.3880,290.9720,291.2420,27891
2020-02-13 15:00:00,291.1930,291.3880,290.5310,290.7600,38033
2020-02-13 15:05:00,290.6810,291.0500,290.5380,290.9720,6216
2020-02-13 15:10:00,290.9180,291.1250,290.4660,290.7040,29752
2020-02-13 15:15:00,290.6370,290.9180,290.4940,290.8440,6576
2020-02-13 15:20:00,290.7120,290.9560,290.5310,290.8350,13957
2020-02-13 15:25:00,290.7960,290.9840,290.5220,290.7980,13682
2020-02-13 15:30:00,290.7310,290.8810,290.2410,290.5630,41925
2020-02-13 15:35:00,290.5050,290.7310,290.2780,290.5070,17884
2020-02-13 15:40:00,290.4210,290.6560,290.0820,290.3440,46077
2020-02-13 15:45:00,290.2900,290.6450,290.0250,290.5540,32856
2020-02-13 15:50:00,290.4870,290.7970,290.2500,290.5730,99412
2020-02-13 15:55:00,290.4590,290.6930,290.1100,290.5160,129213
2020-02-13 16:00:00,290.4210,290.8250,290.2780,290.7600,57978
2020-02-13 16:05:00,290.5430,290.6930,290.4000,290.6290,546
2020-02-13 16:10:00,290.5430,290.6930,290.4000,290.6290,239
2020-02-13 16:30:00,290.7960,290.9470,290.6060,290.8350,872
2020-02-13 16:35:00,290.7210,290.8720,290.5780,290.8070,100
2020-02-13 16:40:00,290.7490,290.9000,290.5130,290.7410,1860
2020-02-13 17:05:00,290.6740,290.8250,290.5310,290.7600,456
2020-02-13 17:55:00,290.8620,291.0120,290.7190,290.9480,400
2020-02-13 18:15:00,290.5150,290.6650,290.3720,290.6010,100
2020-02-13 18:40:00,290.3550,290.5060,290.2130,290.4410,594
2020-02-13 18:45:00,290.4770,290.6560,290.3350,290.5910,3500
2020-02-13 19:05:00,290.4680,290.6180,290.3250,290.5540,200
2020-02-13 19:30:00,290.3740,290.5240,290.2320,290.4600,100
2020-02-14 04:00:00,290.6560,290.8060,290.5130,290.7410,500
2020-02-14 07:00:00,291.1620,291.3130,291.0190,291.2480,885
2020-02-14 07:05:00,291.2740,291.4250,291.1310,291.3610,170
2020-02-14 07:35:00,291.2930,291.4530,291.1410,291.3890,3000
2020-02-14 08:15:00,291.2370,291.3880,291.0940,291.3230,154
2020-02-14 08:30:00,291.1710,291.3220,291.0280,291.2570,500
2020-02-14 08:35:00,291.0770,291.2280,290.8310,291.0600,3700
2020-02-14 08:40:00,290.9460,291.0970,290.7380,290.9760,6268
2020-02-14 08:45:00,290.7120,290.8720,290.4940,290.7230,7115
2020-02-14 08:50:00,290.7120,290.8620,290.5600,290.7980,1570
2020-02-14 09:05:00,290.9180,291.0690,290.7750,291.0040,1800
2020-02-14 09:25:00,290.7960,290.9560,290.6350,290.8630,2886
2020-02-14 09:30:00,290.7770,291.0680,290.4840,290.9760,136852
2020-02-14 09:35:00,290.7890,290.9840,290.3440,290.6520,23893
2020-02-14 09:40:00,290.5760,290.8530,290.3910,290.6200,26666
2020-02-14 09:45:00,290.5410,290.8720,290.3980,290.6710,11678
2020-02-14 09:50:00,290.5990,290.8340,290.2780,290.6050,19370
2020-02-14 09:55:00,290.5050,290.6650,290.1470,290.3940,14447
2020-02-14 10:00:00,290.3780,290.7120,290.1600,290.5070,23691
2020-02-14 10:05:00,290.3650,290.5620,290.1670,290.4880,9203
2020-02-14 10:10:00,290.3740,290.5240,289.9680,290.3100,13134
2020-02-14 10:15:00,290.2050,290.6460,290.0630,290.5820,8718
2020-02-14 10:20:00,290.5240,290.7780,290.3630,290.5910,12461
2020-02-14 10:25:00,290.4840,290.7670,290.3410,290.6570,17799
2020-02-14 10:30:00,290.5620,290.8340,290.3160,290.6810,65308
2020-02-14 10:35:00,290.5520,290.8620,290.3530,290.6340,11234
2020-02-14 10:40:00,290.5900,290.7640,290.3630,290.6100,7191
2020-02-14 10:45:00,290.5370,290.8720,290.3890,290.7930,14200
2020-02-14 10:50:00,290.7150,290.9650,290.5500,290.8170,8950
2020-02-14 10:55:00,290.7210,290.9770,290.5690,290.8980,18174
2020-02-14 11:00:00,290.8150,290.9650,290.5880,290.8730,10717
2020-02-14 11:05:00,290.7820,290.9560,290.5410,290.8070,10541
2020-02-14 11:10:00,290.7460,291.0120,290.5690,290.9310,7225
2020-02-14 11:15:00,290.8580,291.1340,290.6910,291.0210,47346
2020-02-14 11:20:00,290.9290,291.0870,290.6910,290.9650,17168
2020-02-14 11:25:00,290.8810,291.0400,290.6050,290.8450,12491
2020-02-14 11:30:00,290.7770,290.9560,290.5820,290.8540,8585
2020-02-14 11:35:00,290.7770,291.0030,290.6340,290.8620,5683
2020-02-14 11:40:00,290.7750,291.0000,290.6010,290.8820,14113
2020-02-14 11:45:00,290.7960,290.9840,290.5220,290.7510,8964
2020-02-14 11:50:00,290.6370,290.7960,290.4330,290.7040,9630
2020-02-14 11:55:00,290.6100,290.8550,290.4470,290.7230,16048
2020-02-14 12:00:00,290.6600,290.8530,290.4190,290.6480,3009
2020-02-14 12:05:00,290.5770,290.7400,290.3160,290.5880,7270
2020-02-14 12:10:00,290.4870,290.6460,290.2970,290.5540,6187
2020-02-14 12:15:00,290.4490,290.6370,290.2600,290.4880,16408
2020-02-14 12:20:00,290.4030,290.5530,290.0720,290.3570,47135
2020-02-14 12:25:00,290.2900,290.4930,290.1470,290.4200,7593
2020-02-14 12:30:00,290.3370,290.5240,290.1670,290.4510,7409
2020-02-14 12:35:00,290.3840,290.5710,290.2130,290.5070,6895
2020-02-14 12:40:00,290.4300,290.5880,290.1530,290.4130,10666
2020-02-14 12:45:00,290.3040,290.4780,290.0720,290.3590,8544
2020-02-14 12:50:00,290.2900,290.4400,290.0160,290.2840,6500
2020-02-14 12:55:00,290.1960,290.3840,289.9670,290.3100,5624
2020-02-14 13:00:00,290.1960,290.4680,290.0160,290.3380,40630
2020-02-14 13:05:00,290.3080,290.5120,289.8370,290.0650,26199
2020-02-14 13:10:00,289.9800,290.3560,289.8380,290.2610,5604
2020-02-14 13:15:00,290.1960,290.3460,289.8290,290.0570,5418
2020-02-14 13:20:00,289.9520,290.2810,289.8000,290.2130,5940
2020-02-14 13:25:00,290.1020,290.3370,289.9130,290.1410,7797
2020-02-14 13:30:00,290.0730,290.3710,289.8850,290.2910,7378
2020-02-14 13:35:00,290.2150,290.4490,290.0530,290.3010,8924
2020-02-14 13:40:00,290.2050,290.4190,290.0530,290.3380,11561
2020-02-14 13:45:00,290.2430,290.3930,289.9880,290.2160,5626
2020-02-14 13:50:00,290.1300,290.3370,289.9010,290.1290,11053
2020-02-14 13:55:00,290.0650,290.2340,289.8290,290.1220,6364
