caldt,b30ret,b30ind,b20ret,b20ind,b10ret,b10ind,b7ret,b7ind,b5ret,b5ind,b2ret,b2ind,b1ret,b1ind,t90ret,t90ind,t30ret,t30ind,cpiret,cpiind
2019-11-29,-0.004773,3277.269000,-0.007468,3825.141000,-0.007410,2665.900000,-0.006390,2806.051000,-0.003725,2218.661000,-0.001038,1537.061000,0.000411,1323.978000,0.001130,1021.196000,0.001197,832.748400,-0.000536,605.2
2019-12-31,-0.036467,3157.757000,-0.023150,3736.589000,-0.011292,2635.797000,-0.005142,2791.623000,-0.000824,2216.832000,0.002274,1540.557000,0.001750,1326.295000,0.001498,1022.725000,0.001431,833.940000,-0.000910,604.6
2020-01-31,0.089398,3440.054000,0.064401,3977.230000,0.039182,2739.073000,0.028826,2872.094000,0.019282,2259.577000,0.006337,1550.319000,0.002563,1329.694000,0.001308,1024.063000,0.001164,834.910600,0.003880,607.0
2020-02-28,0.074637,3696.810000,0.052398,4185.628000,0.029902,2820.977000,0.024556,2942.621000,0.018282,2300.887000,0.008698,1563.804000,0.004675,1335.910000,0.001513,1025.612000,0.001208,835.919200,0.002741,608.7
2020-03-31,0.085425,4012.610000,0.065340,4459.117000,0.039709,2932.995000,0.036416,3049.780000,0.027033,2363.087000,0.014069,1585.805000,0.009605,1348.742000,0.003067,1028.758000,0.001268,836.979400,-0.002176,607.3
2020-04-30,0.009765,4051.793000,0.000880,4463.041000,0.005024,2947.730000,0.001309,3053.772000,0.001673,2367.040000,0.001034,1587.445000,0.000056,1348.817000,0.000116,1028.877000,0.000003,836.982200,-0.006687,603.3
2020-05-29,-0.023604,3956.154000,-0.005622,4437.950000,0.000713,2949.832000,0.002889,3062.594000,0.003103,2374.385000,0.000826,1588.756000,-0.000148,1348.618000,0.000029,1028.907000,0.000059,837.031500,0.000020,603.3
2020-06-30,0.000237,3957.092000,0.001144,4443.027000,0.000388,2950.976000,0.001504,3067.200000,0.002134,2379.452000,0.000515,1589.574000,0.000373,1349.121000,0.000155,1029.067000,0.000111,837.124600,0.005472,606.6
2020-07-31,0.056713,4181.510000,0.031622,4583.525000,0.012821,2988.811000,0.007492,3090.180000,0.003856,2388.627000,0.001030,1591.211000,0.000759,1350.145000,0.000330,1029.406000,0.000096,837.204900,0.005058,609.6
2020-08-31,-0.067580,3898.924000,-0.036980,4414.026000,-0.014709,2944.849000,-0.006071,3071.419000,-0.001671,2384.636000,-0.000208,1590.880000,0.000005,1350.151000,0.000069,1029.477000,0.000079,837.271000,0.003153,611.6
2020-09-30,0.005791,3921.503000,0.003965,4431.528000,0.002560,2952.387000,0.002053,3077.725000,0.000236,2385.199000,-0.000174,1590.604000,0.000174,1350.386000,0.000099,1029.579000,0.000076,837.334600,0.001393,612.4
2020-10-30,-0.046765,3738.114000,-0.026512,4314.039000,-0.017310,2901.282000,-0.010450,3045.563000,-0.004806,2373.735000,-0.000383,1589.994000,-0.000086,1350.270000,0.000067,1029.648000,0.000073,837.395800,0.000415,612.7
2020-11-30,0.022610,3822.632000,0.013150,4370.768000,0.004016,2912.933000,0.004213,3058.394000,0.001938,2378.336000,0.000574,1590.907000,0.000520,1350.972000,0.000096,1029.747000,0.000066,837.451000,-0.000611,612.3
2020-12-31,-0.019274,3748.955000,-0.015255,4304.092000,-0.004965,2898.470000,-0.001264,3054.528000,0.000855,2380.369000,0.000738,1592.081000,0.000297,1351.374000,0.000054,1029.803000,0.000060,837.501500,0.000941,612.9
2021-01-29,-0.038203,3605.734000,-0.025772,4193.167000,-0.010713,2867.419000,-0.005692,3037.141000,-0.002329,2374.825000,0.000219,1592.430000,0.000107,1351.518000,0.000110,1029.916000,0.000046,837.540000,0.004254,615.5
2021-02-26,-0.072436,3344.549000,-0.051330,3977.932000,-0.025385,2794.630000,-0.021539,2971.724000,-0.012922,2344.138000,-0.000589,1591.492000,-0.000185,1351.268000,0.000080,1029.998000,0.000045,837.577700,0.005474,618.9
2021-03-31,-0.054127,3163.518000,-0.041254,3813.826000,-0.029342,2712.630000,-0.017719,2919.069000,-0.008277,2324.735000,-0.000110,1591.317000,0.000400,1351.809000,0.000090,1030.091000,0.000027,837.600000,0.007083,623.2
2021-04-30,0.027124,3249.326000,0.020594,3892.368000,0.011851,2744.777000,0.008199,2943.002000,0.005763,2338.133000,0.000416,1591.979000,0.000144,1352.003000,0.000146,1030.241000,0.000014,837.611700,0.008219,628.4
2021-05-28,0.002703,3258.108000,-0.001067,3888.215000,0.003441,2754.222000,0.004066,2954.968000,0.003167,2345.538000,0.000776,1593.214000,0.000263,1352.359000,0.000025,1030.267000,0.000005,837.615900,0.008017,633.4
2021-06-30,0.045272,3405.610000,0.030520,4006.884000,0.014084,2793.012000,0.004969,2969.651000,-0.001558,2341.883000,-0.001829,1590.300000,-0.000281,1351.979000,-0.000045,1030.221000,0.000004,837.619600,0.009291,639.3
2021-07-30,0.044448,3556.982000,0.033877,4142.625000,0.023829,2859.567000,0.017154,3020.593000,0.010194,2365.756000,0.001813,1593.183000,0.000434,1352.566000,0.000029,1030.251000,0.000031,837.645600,0.004811,642.4
2021-08-31,-0.004704,3540.250000,-0.002015,4134.277000,-0.004837,2845.735000,-0.004361,3007.420000,-0.002647,2359.494000,-0.000396,1592.552000,-0.000238,1352.244000,0.000030,1030.282000,0.000049,837.686500,0.002066,643.7
2021-09-30,-0.023236,3457.989000,-0.020754,4048.475000,-0.015425,2801.840000,-0.011383,2973.187000,-0.007415,2341.999000,-0.000647,1591.522000,0.000279,1352.621000,0.000080,1030.364000,0.000033,837.714400,0.002716,645.4
2021-10-29,0.026981,3551.289000,0.000551,4050.705000,-0.004896,2788.122000,-0.008759,2947.144000,-0.008020,2323.216000,-0.003959,1585.221000,-0.000689,1351.689000,-0.000034,1030.329000,0.000037,837.745400,0.008308,650.8
2021-11-30,0.032451,3666.532000,0.018795,4126.838000,0.012455,2822.848000,0.006069,2965.031000,0.002938,2330.041000,-0.000134,1585.009000,-0.000465,1351.060000,0.000073,1030.404000,0.000044,837.782700,0.004913,654.0
2021-12-31,-0.023094,3581.857000,-0.010002,4085.562000,-0.004750,2809.439000,-0.002050,2958.952000,-0.004267,2320.099000,-0.002055,1581.752000,-0.001374,1349.204000,0.000081,1030.488000,0.000067,837.838500,0.003073,656.0
2022-01-31,-0.044108,3423.868000,-0.036572,3936.144000,-0.022542,2746.109000,-0.018945,2902.895000,-0.014110,2287.363000,-0.007246,1570.290000,-0.003100,1345.022000,-0.000035,1030.452000,0.000044,837.875400,0.008415,661.5
2022-02-28,-0.013819,3376.554000,-0.012968,3885.101000,-0.003021,2737.813000,-0.002425,2895.855000,-0.004369,2277.369000,-0.004643,1562.999000,-0.001745,1342.674000,0.000120,1030.575000,0.000028,837.898800,0.009134,667.6
2022-03-31,-0.058019,3180.650000,-0.052835,3679.831000,-0.043484,2618.762000,-0.038217,2785.185000,-0.033730,2200.553000,-0.015126,1539.357000,-0.004630,1336.458000,0.000284,1030.868000,0.000060,837.949300,0.013351,676.5
2022-04-29,-0.107346,2839.220000,-0.083956,3370.887000,-0.049388,2489.427000,-0.033997,2690.497000,-0.022044,2152.044000,-0.004147,1532.974000,-0.002202,1333.515000,0.000164,1031.037000,0.000037,837.980300,0.005583,680.3
2022-05-31,-0.011893,2805.453000,-0.007861,3344.389000,0.010020,2514.371000,0.010426,2718.548000,0.009097,2171.622000,0.006489,1542.921000,0.002877,1337.352000,0.000726,1031.785000,0.000307,838.237400,0.011024,687.8
2022-06-30,-0.024067,2737.934000,-0.023199,3266.802000,-0.012064,2484.037000,-0.010050,2691.226000,-0.008299,2153.599000,-0.005624,1534.244000,-0.005050,1330.598000,0.000193,1031.985000,0.000567,838.712700,0.013736,697.2
2022-07-29,0.037322,2840.119000,0.030677,3367.018000,0.033719,2567.797000,0.027981,2766.530000,0.020993,2198.810000,0.004318,1540.869000,0.001757,1332.936000,0.000551,1032.553000,0.000812,839.393700,-0.000118,697.1
2022-08-31,-0.053490,2688.201000,-0.046849,3209.277000,-0.043289,2456.639000,-0.037216,2663.570000,-0.029354,2134.266000,-0.008112,1528.369000,-0.002666,1329.382000,0.001806,1034.418000,0.001901,840.989700,-0.000354,696.9
2022-09-30,-0.085155,2459.287000,-0.067945,2991.222000,-0.050056,2333.670000,-0.039030,2559.611000,-0.031852,2066.285000,-0.012865,1508.707000,-0.004026,1324.030000,0.001684,1036.160000,0.001929,842.611900,0.002151,698.4
2022-10-31,-0.065624,2297.899000,-0.041092,2868.307000,-0.014968,2298.739000,-0.006629,2542.644000,-0.003692,2058.657000,0.000223,1509.043000,0.001372,1325.847000,0.001859,1038.086000,0.002327,844.572700,0.004056,701.2
2022-11-30,0.077931,2476.977000,0.071208,3072.553000,0.040789,2392.503000,0.035594,2633.146000,0.026004,2112.190000,0.008070,1521.221000,0.002016,1328.520000,0.003114,1041.319000,0.002856,846.984800,-0.001010,700.5
2022-12-30,-0.035953,2387.922000,-0.025772,2993.368000,-0.018566,2348.083000,-0.015065,2593.478000,-0.008377,2094.496000,0.000845,1522.507000,0.004019,1333.859000,0.003280,1044.734000,0.003379,849.846700,-0.003070,698.3
2023-01-31,0.063159,2538.741000,0.061433,3177.259000,0.033276,2426.218000,0.027422,2664.596000,0.022727,2142.098000,0.007819,1534.411000,0.003865,1339.014000,0.003462,1048.351000,0.003506,852.825900,0.007995,703.9
2023-02-28,-0.045279,2423.789000,-0.047186,3027.337000,-0.031097,2350.770000,-0.028317,2589.143000,-0.023878,2090.949000,-0.008801,1520.907000,-0.000316,1338.591000,0.003442,1051.960000,0.003450,855.768200,0.005582,707.9
2023-03-31,0.052109,2550.090000,0.047420,3170.893000,0.041575,2448.503000,0.035859,2681.987000,0.031704,2157.240000,0.018518,1549.071000,0.009140,1350.826000,0.004120,1056.294000,0.003638,858.881600,0.003311,710.2
2023-04-28,-0.001650,2545.883000,0.004005,3183.593000,0.006259,2463.828000,0.007668,2702.553000,0.007311,2173.012000,0.002405,1552.796000,0.001601,1352.988000,0.003376,1059.860000,0.003640,862.007900,0.005059,713.8
2023-05-31,-0.030742,2467.617000,-0.027034,3097.527000,-0.015590,2425.417000,-0.014879,2662.341000,-0.011014,2149.078000,-0.004865,1545.242000,0.000239,1353.312000,0.004200,1064.311000,0.003662,865.164800,0.002518,715.6
2023-06-30,0.003161,2475.417000,-0.004261,3084.329000,-0.012990,2393.911000,-0.015244,2621.757000,-0.014184,2118.596000,-0.006847,1534.662000,0.001564,1355.428000,0.004310,1068.898000,0.004078,868.692900,0.003229,717.9
2023-07-31,-0.022634,2419.389000,-0.015734,3035.800000,-0.006760,2377.728000,-0.002953,2614.015000,0.001540,2121.858000,0.002851,1539.037000,0.004580,1361.636000,0.004266,1073.458000,0.004391,872.507400,0.001908,719.3
2023-08-31,-0.031544,2343.071000,-0.024246,2962.194000,-0.009085,2356.127000,-0.005669,2599.196000,-0.000891,2119.968000,0.003920,1545.070000,0.004298,1367.489000,0.003365,1077.070000,0.004537,876.466000,0.004367,722.4
2023-09-29,-0.074920,2167.528000,-0.058789,2788.050000,-0.033463,2277.284000,-0.021232,2544.010000,-0.013444,2091.467000,-0.000046,1544.999000,0.003074,1371.692000,0.004288,1081.689000,0.004267,880.205900,0.002485,724.2
2023-10-31,-0.057172,2043.607000,-0.042909,2668.417000,-0.024254,2222.050000,-0.017670,2499.057000,-0.008158,2074.405000,0.002601,1549.018000,0.004438,1377.780000,0.004777,1086.856000,0.004715,884.356400,-0.000383,723.9
2023-11-30,0.103249,2254.607000,0.083173,2890.357000,0.052006,2337.610000,0.043116,2606.806000,0.030299,2137.257000,0.011704,1567.147000,0.006677,1386.979000,0.004597,1091.852000,0.004424,888.268500,-0.002015,722.5
2023-12-29,0.083042,2441.834000,0.068328,3087.850000,0.039682,2430.371000,0.030243,2685.644000,0.024969,2190.622000,0.011057,1584.475000,0.007973,1398.038000,0.004221,1096.461000,0.004266,892.057900,-0.000993,721.8
