;ADS_Index
1963:03:22;0.656253
1963:03:23;0.667196
1963:03:24;0.679221
1963:03:25;0.692334
1963:03:26;0.70654
1963:03:27;0.721843
1963:03:28;0.738251
1963:03:29;0.755769
1963:03:30;0.774404
1963:03:31;0.794164
1963:04:01;0.815055
1963:04:02;0.834664
1963:04:03;0.852996
1963:04:04;0.87006
1963:04:05;0.885862
1963:04:06;0.900409
1963:04:07;0.913705
1963:04:08;0.925756
1963:04:09;0.936567
1963:04:10;0.946142
1963:04:11;0.954485
1963:04:12;0.961598
1963:04:13;0.967486
1963:04:14;0.972149
1963:04:15;0.97559
1963:04:16;0.977811
1963:04:17;0.978812
1963:04:18;0.978593
1963:04:19;0.977154
1963:04:20;0.974495
1963:04:21;0.970615
1963:04:22;0.965512
1963:04:23;0.959185
1963:04:24;0.95163
1963:04:25;0.942846
1963:04:26;0.932827
1963:04:27;0.921571
1963:04:28;0.909074
1963:04:29;0.895329
1963:04:30;0.880333
1963:05:01;0.864078
1963:05:02;0.847949
1963:05:03;0.831939
1963:05:04;0.816042
1963:05:05;0.800252
1963:05:06;0.784563
1963:05:07;0.768968
1963:05:08;0.753461
1963:05:09;0.738037
1963:05:10;0.722689
1963:05:11;0.707411
1963:05:12;0.692198
1963:05:13;0.677043
1963:05:14;0.661941
1963:05:15;0.646885
1963:05:16;0.63187
1963:05:17;0.61689
1963:05:18;0.601939
1963:05:19;0.587011
1963:05:20;0.572101
1963:05:21;0.557202
1963:05:22;0.542309
1963:05:23;0.527416
1963:05:24;0.512518
1963:05:25;0.497607
1963:05:26;0.482679
1963:05:27;0.467728
1963:05:28;0.452748
1963:05:29;0.437732
1963:05:30;0.422676
1963:05:31;0.407573
1963:06:01;0.392418
1963:06:02;0.377552
1963:06:03;0.362971
1963:06:04;0.348667
1963:06:05;0.334637
1963:06:06;0.320873
1963:06:07;0.307372
1963:06:08;0.294127
1963:06:09;0.281133
1963:06:10;0.268386
1963:06:11;0.25588
1963:06:12;0.243611
1963:06:13;0.231573
1963:06:14;0.219763
1963:06:15;0.208174
1963:06:16;0.196804
1963:06:17;0.185647
1963:06:18;0.1747
1963:06:19;0.163957
1963:06:20;0.153415
1963:06:21;0.143069
1963:06:22;0.132916
1963:06:23;0.122951
1963:06:24;0.113171
1963:06:25;0.103572
1963:06:26;0.0941504
1963:06:27;0.0849018
1963:06:28;0.075823
1963:06:29;0.0669105
1963:06:30;0.0581608
1963:07:01;0.0495705
1963:07:02;0.041595
1963:07:03;0.0342311
1963:07:04;0.0274761
1963:07:05;0.0213273
1963:07:06;0.0157823
1963:07:07;0.0108389
1963:07:08;0.00649522
1963:07:09;0.00274953
1963:07:10;-0.00039962
1963:07:11;-0.00295346
1963:07:12;-0.00491297
1963:07:13;-0.00627894
1963:07:14;-0.00705188
1963:07:15;-0.00723211
1963:07:16;-0.00681968
1963:07:17;-0.00581445
1963:07:18;-0.00421601
1963:07:19;-0.00202375
1963:07:20;0.000763187
1963:07:21;0.00414589
1963:07:22;0.00812569
1963:07:23;0.0127041
1963:07:24;0.017883
1963:07:25;0.0236643
1963:07:26;0.0300503
1963:07:27;0.0370435
1963:07:28;0.0446466
1963:07:29;0.0528626
1963:07:30;0.0616947
1963:07:31;0.0711464
1963:08:01;0.0812212
1963:08:02;0.0918782
1963:08:03;0.103122
1963:08:04;0.114956
1963:08:05;0.127385
1963:08:06;0.140414
1963:08:07;0.154049
1963:08:08;0.168294
1963:08:09;0.183156
1963:08:10;0.198639
1963:08:11;0.21475
1963:08:12;0.231495
1963:08:13;0.248882
1963:08:14;0.266915
1963:08:15;0.285604
1963:08:16;0.304954
1963:08:17;0.324973
1963:08:18;0.34567
1963:08:19;0.367052
1963:08:20;0.389128
1963:08:21;0.411906
1963:08:22;0.435396
1963:08:23;0.459605
1963:08:24;0.484544
1963:08:25;0.510223
1963:08:26;0.536651
1963:08:27;0.563839
1963:08:28;0.591798
1963:08:29;0.620537
1963:08:30;0.65007
1963:08:31;0.680406
1963:09:01;0.711558
1963:09:02;0.741184
1963:09:03;0.769295
1963:09:04;0.795902
1963:09:05;0.821016
1963:09:06;0.844645
1963:09:07;0.866801
1963:09:08;0.88749
1963:09:09;0.906722
1963:09:10;0.924503
1963:09:11;0.940841
1963:09:12;0.955742
1963:09:13;0.969212
1963:09:14;0.981256
1963:09:15;0.991879
1963:09:16;1.00108
1963:09:17;1.00888
1963:09:18;1.01526
1963:09:19;1.02023
1963:09:20;1.0238
1963:09:21;1.02596
1963:09:22;1.02672
1963:09:23;1.02608
1963:09:24;1.02403
1963:09:25;1.02058
1963:09:26;1.01572
1963:09:27;1.00945
1963:09:28;1.00178
1963:09:29;0.992688
1963:09:30;0.982182
1963:10:01;0.970255
1963:10:02;0.95779
1963:10:03;0.944783
1963:10:04;0.931228
1963:10:05;0.91712
1963:10:06;0.902454
1963:10:07;0.887224
1963:10:08;0.871423
1963:10:09;0.855047
1963:10:10;0.838088
1963:10:11;0.820539
1963:10:12;0.802395
1963:10:13;0.783647
1963:10:14;0.764289
1963:10:15;0.744313
1963:10:16;0.723711
1963:10:17;0.702475
1963:10:18;0.680597
1963:10:19;0.658068
1963:10:20;0.63488
1963:10:21;0.611024
1963:10:22;0.586489
1963:10:23;0.561267
1963:10:24;0.535348
1963:10:25;0.508722
1963:10:26;0.481378
1963:10:27;0.453306
1963:10:28;0.424494
1963:10:29;0.394932
1963:10:30;0.364607
1963:10:31;0.333509
1963:11:01;0.301624
1963:11:02;0.271001
1963:11:03;0.241626
1963:11:04;0.213489
1963:11:05;0.186578
1963:11:06;0.160884
1963:11:07;0.136395
1963:11:08;0.113103
1963:11:09;0.0909979
1963:11:10;0.0700716
1963:11:11;0.0503159
1963:11:12;0.0317231
1963:11:13;0.0142858
1963:11:14;-0.00200263
1963:11:15;-0.0171487
1963:11:16;-0.0311582
1963:11:17;-0.0440366
1963:11:18;-0.0557891
1963:11:19;-0.06642
1963:11:20;-0.0759337
1963:11:21;-0.0843338
1963:11:22;-0.0916235
1963:11:23;-0.0978058
1963:11:24;-0.102883
1963:11:25;-0.106857
1963:11:26;-0.10973
1963:11:27;-0.111502
1963:11:28;-0.112175
1963:11:29;-0.111748
1963:11:30;-0.110221
1963:12:01;-0.107594
1963:12:02;-0.10431
1963:12:03;-0.100367
1963:12:04;-0.0957633
1963:12:05;-0.0904977
1963:12:06;-0.0845678
1963:12:07;-0.0779715
1963:12:08;-0.070706
1963:12:09;-0.0627686
1963:12:10;-0.0541562
1963:12:11;-0.0448655
1963:12:12;-0.0348927
1963:12:13;-0.024234
1963:12:14;-0.0128853
1963:12:15;-0.000842109
1963:12:16;0.0119003
1963:12:17;0.0253468
1963:12:18;0.0395027
1963:12:19;0.0543735
1963:12:20;0.0699651
1963:12:21;0.0862834
1963:12:22;0.103335
1963:12:23;0.121126
1963:12:24;0.139664
1963:12:25;0.158956
1963:12:26;0.17901
1963:12:27;0.199833
1963:12:28;0.221433
1963:12:29;0.24382
1963:12:30;0.267001
1963:12:31;0.290985
1964:01:01;0.315783
1964:01:02;0.340279
1964:01:03;0.364485
1964:01:04;0.388409
1964:01:05;0.41206
1964:01:06;0.435448
1964:01:07;0.458582
1964:01:08;0.481471
1964:01:09;0.504124
1964:01:10;0.526549
1964:01:11;0.548756
1964:01:12;0.570753
1964:01:13;0.592549
1964:01:14;0.614152
1964:01:15;0.63557
1964:01:16;0.656812
1964:01:17;0.677887
1964:01:18;0.698802
1964:01:19;0.719566
1964:01:20;0.740186
1964:01:21;0.760672
1964:01:22;0.78103
1964:01:23;0.801269
1964:01:24;0.821396
1964:01:25;0.84142
1964:01:26;0.861348
1964:01:27;0.881188
1964:01:28;0.900948
1964:01:29;0.920635
1964:01:30;0.940258
1964:01:31;0.959823
1964:02:01;0.979339
1964:02:02;0.996992
1964:02:03;1.01279
1964:02:04;1.02674
1964:02:05;1.03884
1964:02:06;1.04911
1964:02:07;1.05754
1964:02:08;1.06414
1964:02:09;1.06891
1964:02:10;1.07185
1964:02:11;1.07296
1964:02:12;1.07225
1964:02:13;1.06972
1964:02:14;1.06535
1964:02:15;1.05916
1964:02:16;1.05114
1964:02:17;1.04128
1964:02:18;1.02958
1964:02:19;1.01604
1964:02:20;1.00066
1964:02:21;0.983417
1964:02:22;0.964315
1964:02:23;0.943345
1964:02:24;0.920498
1964:02:25;0.895766
1964:02:26;0.869139
1964:02:27;0.840607
1964:02:28;0.810158
1964:02:29;0.777781
1964:03:01;0.743463
1964:03:02;0.71106
1964:03:03;0.680559
1964:03:04;0.651948
1964:03:05;0.625216
1964:03:06;0.600352
1964:03:07;0.577348
1964:03:08;0.556193
1964:03:09;0.53688
1964:03:10;0.519402
1964:03:11;0.50375
1964:03:12;0.48992
1964:03:13;0.477906
1964:03:14;0.467703
1964:03:15;0.459307
1964:03:16;0.452715
1964:03:17;0.447924
1964:03:18;0.444933
1964:03:19;0.44374
1964:03:20;0.444344
1964:03:21;0.446747
1964:03:22;0.450949
1964:03:23;0.456951
1964:03:24;0.464757
1964:03:25;0.474368
1964:03:26;0.48579
1964:03:27;0.499025
1964:03:28;0.51408
1964:03:29;0.53096
1964:03:30;0.549672
1964:03:31;0.570223
1964:04:01;0.592621
1964:04:02;0.61408
1964:04:03;0.634609
1964:04:04;0.654215
1964:04:05;0.672907
1964:04:06;0.690691
1964:04:07;0.707574
1964:04:08;0.723563
1964:04:09;0.738664
1964:04:10;0.752883
1964:04:11;0.766226
1964:04:12;0.778697
1964:04:13;0.790302
1964:04:14;0.801046
1964:04:15;0.810932
1964:04:16;0.819964
1964:04:17;0.828146
1964:04:18;0.83548
1964:04:19;0.841971
1964:04:20;0.84762
1964:04:21;0.852429
1964:04:22;0.856401
1964:04:23;0.859537
1964:04:24;0.861838
1964:04:25;0.863306
1964:04:26;0.863939
1964:04:27;0.86374
1964:04:28;0.862708
1964:04:29;0.860842
1964:04:30;0.858142
1964:05:01;0.854606
1964:05:02;0.850624
1964:05:03;0.846193
1964:05:04;0.841312
1964:05:05;0.835979
1964:05:06;0.830192
1964:05:07;0.823949
1964:05:08;0.817246
1964:05:09;0.810083
1964:05:10;0.802455
1964:05:11;0.79436
1964:05:12;0.785795
1964:05:13;0.776756
1964:05:14;0.76724
1964:05:15;0.757243
1964:05:16;0.746761
1964:05:17;0.73579
1964:05:18;0.724326
1964:05:19;0.712364
1964:05:20;0.6999
1964:05:21;0.686929
1964:05:22;0.673446
1964:05:23;0.659445
1964:05:24;0.644921
1964:05:25;0.629868
1964:05:26;0.614281
1964:05:27;0.598154
1964:05:28;0.581479
1964:05:29;0.564251
1964:05:30;0.546463
1964:05:31;0.528108
1964:06:01;0.509179
1964:06:02;0.491506
1964:06:03;0.475082
1964:06:04;0.4599
1964:06:05;0.445956
1964:06:06;0.433242
1964:06:07;0.421755
1964:06:08;0.41149
1964:06:09;0.402443
1964:06:10;0.39461
1964:06:11;0.387988
1964:06:12;0.382575
1964:06:13;0.378369
1964:06:14;0.375368
1964:06:15;0.37357
1964:06:16;0.372976
1964:06:17;0.373584
1964:06:18;0.375395
1964:06:19;0.378411
1964:06:20;0.382631
1964:06:21;0.388058
1964:06:22;0.394693
1964:06:23;0.40254
1964:06:24;0.411601
1964:06:25;0.421881
1964:06:26;0.433382
1964:06:27;0.446109
1964:06:28;0.460068
1964:06:29;0.475264
1964:06:30;0.491702
1964:07:01;0.50939
1964:07:02;0.526523
1964:07:03;0.543107
1964:07:04;0.55915
1964:07:05;0.574657
1964:07:06;0.589634
1964:07:07;0.604088
1964:07:08;0.618024
1964:07:09;0.631448
1964:07:10;0.644363
1964:07:11;0.656777
1964:07:12;0.668693
1964:07:13;0.680117
1964:07:14;0.691052
1964:07:15;0.701503
1964:07:16;0.711474
1964:07:17;0.720968
1964:07:18;0.729991
1964:07:19;0.738544
1964:07:20;0.746632
1964:07:21;0.754258
1964:07:22;0.761424
1964:07:23;0.768133
1964:07:24;0.774388
1964:07:25;0.780192
1964:07:26;0.785547
1964:07:27;0.790454
1964:07:28;0.794916
1964:07:29;0.798934
1964:07:30;0.802511
1964:07:31;0.805646
1964:08:01;0.808343
1964:08:02;0.810812
1964:08:03;0.813055
1964:08:04;0.815073
1964:08:05;0.816867
1964:08:06;0.818436
1964:08:07;0.819783
1964:08:08;0.820907
1964:08:09;0.821809
1964:08:10;0.822489
1964:08:11;0.822947
1964:08:12;0.823184
1964:08:13;0.8232
1964:08:14;0.822995
1964:08:15;0.822568
1964:08:16;0.82192
1964:08:17;0.82105
1964:08:18;0.819957
1964:08:19;0.818643
1964:08:20;0.817105
1964:08:21;0.815343
1964:08:22;0.813358
1964:08:23;0.811147
1964:08:24;0.80871
1964:08:25;0.806046
1964:08:26;0.803154
1964:08:27;0.800033
1964:08:28;0.796682
1964:08:29;0.793099
1964:08:30;0.789284
1964:08:31;0.785233
1964:09:01;0.780947
1964:09:02;0.773947
1964:09:03;0.764233
1964:09:04;0.751798
1964:09:05;0.73664
1964:09:06;0.718751
1964:09:07;0.698125
1964:09:08;0.674754
1964:09:09;0.648628
1964:09:10;0.619738
1964:09:11;0.588073
1964:09:12;0.553619
1964:09:13;0.516363
1964:09:14;0.476292
1964:09:15;0.433388
1964:09:16;0.387637
1964:09:17;0.339018
1964:09:18;0.287515
1964:09:19;0.233106
1964:09:20;0.175771
1964:09:21;0.115487
1964:09:22;0.0522297
1964:09:23;-0.0140243
1964:09:24;-0.0833013
1964:09:25;-0.155628
1964:09:26;-0.231034
1964:09:27;-0.309547
1964:09:28;-0.391198
1964:09:29;-0.476019
1964:09:30;-0.564044
1964:10:01;-0.655306
1964:10:02;-0.738409
1964:10:03;-0.813385
1964:10:04;-0.880264
1964:10:05;-0.939071
1964:10:06;-0.989829
1964:10:07;-1.03256
1964:10:08;-1.06728
1964:10:09;-1.094
1964:10:10;-1.11273
1964:10:11;-1.12348
1964:10:12;-1.12625
1964:10:13;-1.12105
1964:10:14;-1.10787
1964:10:15;-1.08671
1964:10:16;-1.05756
1964:10:17;-1.0204
1964:10:18;-0.975229
1964:10:19;-0.922023
1964:10:20;-0.860761
1964:10:21;-0.79142
1964:10:22;-0.713974
1964:10:23;-0.62839
1964:10:24;-0.534638
1964:10:25;-0.432678
1964:10:26;-0.322473
1964:10:27;-0.203979
1964:10:28;-0.0771495
1964:10:29;0.0580648
1964:10:30;0.201717
1964:10:31;0.353862
1964:11:01;0.51456
1964:11:02;0.667693
1964:11:03;0.81332
1964:11:04;0.951498
1964:11:05;1.08228
1964:11:06;1.20572
1964:11:07;1.32186
1964:11:08;1.43076
1964:11:09;1.53244
1964:11:10;1.62696
1964:11:11;1.71434
1964:11:12;1.79463
1964:11:13;1.86785
1964:11:14;1.93403
1964:11:15;1.9932
1964:11:16;2.04538
1964:11:17;2.0906
1964:11:18;2.12886
1964:11:19;2.16019
1964:11:20;2.18459
1964:11:21;2.20208
1964:11:22;2.21267
1964:11:23;2.21635
1964:11:24;2.21312
1964:11:25;2.203
1964:11:26;2.18597
1964:11:27;2.16202
1964:11:28;2.13115
1964:11:29;2.09335
1964:11:30;2.0486
1964:12:01;1.99688
1964:12:02;1.94687
1964:12:03;1.89854
1964:12:04;1.85189
1964:12:05;1.80689
1964:12:06;1.76352
1964:12:07;1.72177
1964:12:08;1.68162
1964:12:09;1.64306
1964:12:10;1.60607
1964:12:11;1.57063
1964:12:12;1.53673
1964:12:13;1.50437
1964:12:14;1.47352
1964:12:15;1.44417
1964:12:16;1.41631
1964:12:17;1.38994
1964:12:18;1.36504
1964:12:19;1.3416
1964:12:20;1.31961
1964:12:21;1.29907
1964:12:22;1.27996
1964:12:23;1.26228
1964:12:24;1.24603
1964:12:25;1.23119
1964:12:26;1.21775
1964:12:27;1.20573
1964:12:28;1.1951
1964:12:29;1.18587
1964:12:30;1.17803
1964:12:31;1.17157
1965:01:01;1.16651
1965:01:02;1.16162
1965:01:03;1.15691
1965:01:04;1.15237
1965:01:05;1.14801
1965:01:06;1.14381
1965:01:07;1.13979
1965:01:08;1.13594
1965:01:09;1.13225
1965:01:10;1.12872
1965:01:11;1.12536
1965:01:12;1.12216
1965:01:13;1.11912
1965:01:14;1.11624
1965:01:15;1.11352
1965:01:16;1.11096
1965:01:17;1.10855
1965:01:18;1.1063
1965:01:19;1.10421
1965:01:20;1.10227
1965:01:21;1.10048
1965:01:22;1.09884
1965:01:23;1.09736
1965:01:24;1.09602
1965:01:25;1.09484
1965:01:26;1.09381
1965:01:27;1.09292
1965:01:28;1.09219
1965:01:29;1.09161
1965:01:30;1.09117
1965:01:31;1.09089
1965:02:01;1.09075
1965:02:02;1.09093
1965:02:03;1.09143
1965:02:04;1.09226
1965:02:05;1.0934
1965:02:06;1.09487
1965:02:07;1.09666
1965:02:08;1.09877
1965:02:09;1.1012
1965:02:10;1.10396
1965:02:11;1.10705
1965:02:12;1.11046
1965:02:13;1.11419
1965:02:14;1.11826
1965:02:15;1.12266
1965:02:16;1.12739
1965:02:17;1.13246
1965:02:18;1.13786
1965:02:19;1.14361
1965:02:20;1.14969
1965:02:21;1.15612
1965:02:22;1.16289
1965:02:23;1.17001
1965:02:24;1.17748
1965:02:25;1.18531
1965:02:26;1.19349
1965:02:27;1.20203
1965:02:28;1.21094
1965:03:01;1.22021
1965:03:02;1.22857
1965:03:03;1.236
1965:03:04;1.24252
1965:03:05;1.24812
1965:03:06;1.25282
1965:03:07;1.2566
1965:03:08;1.25948
1965:03:09;1.26145
1965:03:10;1.26252
1965:03:11;1.26268
1965:03:12;1.26193
1965:03:13;1.26028
1965:03:14;1.25772
1965:03:15;1.25426
1965:03:16;1.24988
1965:03:17;1.2446
1965:03:18;1.2384
1965:03:19;1.23129
1965:03:20;1.22327
1965:03:21;1.21432
1965:03:22;1.20444
1965:03:23;1.19364
1965:03:24;1.18191
1965:03:25;1.16924
1965:03:26;1.15563
1965:03:27;1.14107
1965:03:28;1.12556
1965:03:29;1.10909
1965:03:30;1.09165
1965:03:31;1.07324
1965:04:01;1.05385
1965:04:02;1.03524
1965:04:03;1.01739
1965:04:04;1.00029
1965:04:05;0.983949
1965:04:06;0.968349
1965:04:07;0.953487
1965:04:08;0.939358
1965:04:09;0.925955
1965:04:10;0.913274
1965:04:11;0.901309
1965:04:12;0.890056
1965:04:13;0.87951
1965:04:14;0.869668
1965:04:15;0.860525
1965:04:16;0.852078
1965:04:17;0.844324
1965:04:18;0.83726
1965:04:19;0.830882
1965:04:20;0.825189
1965:04:21;0.820178
1965:04:22;0.815847
1965:04:23;0.812194
1965:04:24;0.809219
1965:04:25;0.80692
1965:04:26;0.805296
1965:04:27;0.804346
1965:04:28;0.80407
1965:04:29;0.804468
1965:04:30;0.80554
1965:05:01;0.807287
1965:05:02;0.808906
1965:05:03;0.810397
1965:05:04;0.811762
1965:05:05;0.813002
1965:05:06;0.814115
1965:05:07;0.815104
1965:05:08;0.815967
1965:05:09;0.816707
1965:05:10;0.817322
1965:05:11;0.817813
1965:05:12;0.818181
1965:05:13;0.818425
1965:05:14;0.818546
1965:05:15;0.818543
1965:05:16;0.818417
1965:05:17;0.818167
1965:05:18;0.817794
1965:05:19;0.817297
1965:05:20;0.816677
1965:05:21;0.815932
1965:05:22;0.815063
1965:05:23;0.814069
1965:05:24;0.81295
1965:05:25;0.811705
1965:05:26;0.810334
1965:05:27;0.808837
1965:05:28;0.807213
1965:05:29;0.80546
1965:05:30;0.80358
1965:05:31;0.80157
1965:06:01;0.79943
1965:06:02;0.79794
1965:06:03;0.7971
1965:06:04;0.79691
1965:06:05;0.79737
1965:06:06;0.798479
1965:06:07;0.800238
1965:06:08;0.802647
1965:06:09;0.805709
1965:06:10;0.809423
1965:06:11;0.813792
1965:06:12;0.818817
1965:06:13;0.8245
1965:06:14;0.830843
1965:06:15;0.837849
1965:06:16;0.84552
1965:06:17;0.85386
1965:06:18;0.862871
1965:06:19;0.872558
1965:06:20;0.882924
1965:06:21;0.893972
1965:06:22;0.905708
1965:06:23;0.918136
1965:06:24;0.931261
1965:06:25;0.945087
1965:06:26;0.959621
1965:06:27;0.974868
1965:06:28;0.990833
1965:06:29;1.00752
1965:06:30;1.02495
1965:07:01;1.04311
1965:07:02;1.06016
1965:07:03;1.07612
1965:07:04;1.09099
1965:07:05;1.10477
1965:07:06;1.11747
1965:07:07;1.12909
1965:07:08;1.13964
1965:07:09;1.14913
1965:07:10;1.15755
1965:07:11;1.16491
1965:07:12;1.17122
1965:07:13;1.17647
1965:07:14;1.18067
1965:07:15;1.18382
1965:07:16;1.18591
1965:07:17;1.18696
1965:07:18;1.18696
1965:07:19;1.18591
1965:07:20;1.18381
1965:07:21;1.18066
1965:07:22;1.17647
1965:07:23;1.17121
1965:07:24;1.16491
1965:07:25;1.15754
1965:07:26;1.14912
1965:07:27;1.13963
1965:07:28;1.12908
1965:07:29;1.11745
1965:07:30;1.10475
1965:07:31;1.09097
1965:08:01;1.0761
1965:08:02;1.06164
1965:08:03;1.04757
1965:08:04;1.0339
1965:08:05;1.02061
1965:08:06;1.0077
1965:08:07;0.995171
1965:08:08;0.983012
1965:08:09;0.97122
1965:08:10;0.959789
1965:08:11;0.948717
1965:08:12;0.937998
1965:08:13;0.927628
1965:08:14;0.917604
1965:08:15;0.90792
1965:08:16;0.898574
1965:08:17;0.889562
1965:08:18;0.88088
1965:08:19;0.872526
1965:08:20;0.864494
1965:08:21;0.856784
1965:08:22;0.849391
1965:08:23;0.842312
1965:08:24;0.835546
1965:08:25;0.829088
1965:08:26;0.822938
1965:08:27;0.817092
1965:08:28;0.811547
1965:08:29;0.806303
1965:08:30;0.801357
1965:08:31;0.796706
1965:09:01;0.79235
1965:09:02;0.788681
1965:09:03;0.7857
1965:09:04;0.783404
1965:09:05;0.781793
1965:09:06;0.780866
1965:09:07;0.780622
1965:09:08;0.781062
1965:09:09;0.782186
1965:09:10;0.783995
1965:09:11;0.786488
1965:09:12;0.789667
1965:09:13;0.793533
1965:09:14;0.798088
1965:09:15;0.803334
1965:09:16;0.809271
1965:09:17;0.815904
1965:09:18;0.823234
1965:09:19;0.831264
1965:09:20;0.839998
1965:09:21;0.849439
1965:09:22;0.859589
1965:09:23;0.870455
1965:09:24;0.882039
1965:09:25;0.894346
1965:09:26;0.907381
1965:09:27;0.92115
1965:09:28;0.935656
1965:09:29;0.950907
1965:09:30;0.966908
1965:10:01;0.983665
1965:10:02;0.999595
1965:10:03;1.0147
1965:10:04;1.029
1965:10:05;1.04248
1965:10:06;1.05517
1965:10:07;1.06705
1965:10:08;1.07814
1965:10:09;1.08843
1965:10:10;1.09795
1965:10:11;1.10667
1965:10:12;1.11463
1965:10:13;1.1218
1965:10:14;1.1282
1965:10:15;1.13383
1965:10:16;1.13869
1965:10:17;1.14279
1965:10:18;1.14612
1965:10:19;1.14869
1965:10:20;1.15049
1965:10:21;1.15154
1965:10:22;1.15182
1965:10:23;1.15134
1965:10:24;1.1501
1965:10:25;1.14809
1965:10:26;1.14533
1965:10:27;1.1418
1965:10:28;1.1375
1965:10:29;1.13244
1965:10:30;1.12661
1965:10:31;1.12001
1965:11:01;1.11263
1965:11:02;1.10608
1965:11:03;1.10035
1965:11:04;1.09544
1965:11:05;1.09134
1965:11:06;1.08807
1965:11:07;1.08561
1965:11:08;1.08396
1965:11:09;1.08312
1965:11:10;1.0831
1965:11:11;1.08389
1965:11:12;1.0855
1965:11:13;1.08791
1965:11:14;1.09115
1965:11:15;1.0952
1965:11:16;1.10006
1965:11:17;1.10575
1965:11:18;1.11226
1965:11:19;1.11959
1965:11:20;1.12775
1965:11:21;1.13673
1965:11:22;1.14656
1965:11:23;1.15722
1965:11:24;1.16872
1965:11:25;1.18107
1965:11:26;1.19427
1965:11:27;1.20833
1965:11:28;1.22324
1965:11:29;1.23903
1965:11:30;1.25569
1965:12:01;1.27323
1965:12:02;1.28966
1965:12:03;1.30499
1965:12:04;1.31922
1965:12:05;1.33236
1965:12:06;1.34441
1965:12:07;1.35539
1965:12:08;1.36529
1965:12:09;1.37411
1965:12:10;1.38187
1965:12:11;1.38856
1965:12:12;1.39418
1965:12:13;1.39875
1965:12:14;1.40225
1965:12:15;1.4047
1965:12:16;1.40609
1965:12:17;1.40642
1965:12:18;1.4057
1965:12:19;1.40392
1965:12:20;1.40108
1965:12:21;1.39718
1965:12:22;1.39222
1965:12:23;1.3862
1965:12:24;1.37912
1965:12:25;1.37096
1965:12:26;1.36174
1965:12:27;1.35144
1965:12:28;1.34007
1965:12:29;1.32761
1965:12:30;1.31407
1965:12:31;1.29943
1966:01:01;1.28369
1966:01:02;1.26866
1966:01:03;1.25431
1966:01:04;1.24066
1966:01:05;1.22769
1966:01:06;1.2154
1966:01:07;1.20379
1966:01:08;1.19284
1966:01:09;1.18256
1966:01:10;1.17294
1966:01:11;1.16397
1966:01:12;1.15566
1966:01:13;1.148
1966:01:14;1.14099
1966:01:15;1.13462
1966:01:16;1.1289
1966:01:17;1.12381
1966:01:18;1.11937
1966:01:19;1.11556
1966:01:20;1.11238
1966:01:21;1.10984
1966:01:22;1.10793
1966:01:23;1.10665
1966:01:24;1.10601
1966:01:25;1.10599
1966:01:26;1.10661
1966:01:27;1.10785
1966:01:28;1.10973
1966:01:29;1.11224
1966:01:30;1.11539
1966:01:31;1.11917
1966:02:01;1.12359
1966:02:02;1.12859
1966:02:03;1.13419
1966:02:04;1.14037
1966:02:05;1.14716
1966:02:06;1.15454
1966:02:07;1.16252
1966:02:08;1.1711
1966:02:09;1.1803
1966:02:10;1.1901
1966:02:11;1.20052
1966:02:12;1.21155
1966:02:13;1.22321
1966:02:14;1.2355
1966:02:15;1.24841
1966:02:16;1.26197
1966:02:17;1.27617
1966:02:18;1.29101
1966:02:19;1.30651
1966:02:20;1.32267
1966:02:21;1.3395
1966:02:22;1.357
1966:02:23;1.37517
1966:02:24;1.39404
1966:02:25;1.4136
1966:02:26;1.43386
1966:02:27;1.45483
1966:02:28;1.47651
1966:03:01;1.49893
1966:03:02;1.51887
1966:03:03;1.53634
1966:03:04;1.55135
1966:03:05;1.56391
1966:03:06;1.57402
1966:03:07;1.58168
1966:03:08;1.5869
1966:03:09;1.58968
1966:03:10;1.59003
1966:03:11;1.58793
1966:03:12;1.58339
1966:03:13;1.57641
1966:03:14;1.56699
1966:03:15;1.55512
1966:03:16;1.54079
1966:03:17;1.52401
1966:03:18;1.50476
1966:03:19;1.48304
1966:03:20;1.45884
1966:03:21;1.43215
1966:03:22;1.40296
1966:03:23;1.37126
1966:03:24;1.33703
1966:03:25;1.30026
1966:03:26;1.26095
1966:03:27;1.21906
1966:03:28;1.17459
1966:03:29;1.12752
1966:03:30;1.07783
1966:03:31;1.0255
1966:04:01;0.970515
1966:04:02;0.918165
1966:04:03;0.868433
1966:04:04;0.821299
1966:04:05;0.776745
1966:04:06;0.734754
1966:04:07;0.695309
1966:04:08;0.658394
1966:04:09;0.623996
1966:04:10;0.592101
1966:04:11;0.562696
1966:04:12;0.53577
1966:04:13;0.511313
1966:04:14;0.489314
1966:04:15;0.469766
1966:04:16;0.452661
1966:04:17;0.437992
1966:04:18;0.425753
1966:04:19;0.415939
1966:04:20;0.408548
1966:04:21;0.403575
1966:04:22;0.401019
1966:04:23;0.400879
1966:04:24;0.403155
1966:04:25;0.407848
1966:04:26;0.41496
1966:04:27;0.424492
1966:04:28;0.43645
1966:04:29;0.450838
1966:04:30;0.467661
1966:05:01;0.486925
1966:05:02;0.505633
1966:05:03;0.523789
1966:05:04;0.541403
1966:05:05;0.558481
1966:05:06;0.575028
1966:05:07;0.591053
1966:05:08;0.60656
1966:05:09;0.621556
1966:05:10;0.636048
1966:05:11;0.65004
1966:05:12;0.663538
1966:05:13;0.676547
1966:05:14;0.689072
1966:05:15;0.701119
