PERMNO,date,NAMEENDT,SHRCD,EXCHCD,SICCD,NCUSIP,TICKER,COMNAM,SHRCLS,TSYMBOL,NAICS,PRIMEXCH,TRDSTAT,SECSTAT,PERMCO,ISSUNO,HEXCD,HSICCD,CUSIP,DCLRDT,DLAMT,DLPDT,DLSTCD,NEXTDT,PAYDT,RCRDDT,SHRFLG,HSICMG,HSICIG,DISTCD,DIVAMT,FACPR,FACSHR,ACPERM,ACCOMP,SHRENDDT,NWPERM,DLRETX,DLPRC,DLRET,TRTSCD,NMSIND,MMCNT,NSDINX,BIDLO,ASKHI,PRC,VOL,RET,BID,ASK,SHROUT,CFACPR,CFACSHR,OPENPRC,NUMTRD,RETX,vwretd,vwretx,ewretd,ewretx,sprtrn
14593,2019-09-19,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,220.37000,223.75999,220.96001,22180876,-0.008125,220.94000,220.95000,4519180,4,4,222.00999,199092,-0.008125,-0.000145,-0.000195,-0.001899,-0.001980,0.000020
14593,2019-09-20,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,217.47301,222.56000,217.73000,57988486,-0.014618,217.70000,217.72000,4519180,4,4,221.38000,312058,-0.014618,-0.004082,-0.004185,0.000365,0.000199,-0.004896
14593,2019-09-23,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,217.64999,219.84000,218.72000,19410863,0.004547,218.66000,218.72000,4519180,4,4,218.95000,212969,0.004547,-0.000094,-0.000116,-0.001491,-0.001636,-0.000097
14593,2019-09-24,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,217.19000,222.49001,217.67999,31431174,-0.004755,217.67000,217.67999,4519180,4,4,221.03000,359110,-0.004755,-0.009181,-0.009393,-0.012349,-0.012563,-0.008416
14593,2019-09-25,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,217.14020,221.50000,221.03000,22474707,0.015390,220.96001,220.99001,4519180,4,4,218.55000,272659,0.015390,0.005652,0.005628,0.002551,0.002370,0.006159
14593,2019-09-26,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,218.83000,220.94000,219.89000,19084919,-0.005158,219.91000,219.94000,4519180,4,4,220.00000,238139,-0.005158,-0.003072,-0.003169,-0.006435,-0.006501,-0.002429
14593,2019-09-27,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,0,,,,,,,,,2019-10-17,,,,,1,6,65,1,217.28140,220.96001,218.82001,25355885,-0.004866,218.84000,218.85001,4443236,4,4,220.53999,313717,-0.004866,-0.005689,-0.005901,-0.006139,-0.006374,-0.005316
14593,2019-09-30,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,220.78999,224.58000,223.97000,26316121,0.023535,223.97000,223.98000,4443236,4,4,220.89999,284363,0.023535,0.004452,0.004384,0.000793,0.000752,0.005048
14593,2019-10-01,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,224.20000,228.22000,224.59000,36184163,0.002768,224.57001,224.59000,4443236,4,4,225.07001,420513,0.002768,-0.012535,-0.012610,-0.013112,-0.013223,-0.012258
14593,2019-10-02,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,217.92999,223.58000,218.96001,35762557,-0.025068,218.95000,218.96001,4443236,4,4,223.06000,452193,-0.025068,-0.016124,-0.016138,-0.011593,-0.011622,-0.017903
14593,2019-10-03,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,215.13200,220.96001,220.82001,30339486,0.008495,220.81000,220.82001,4443236,4,4,218.42999,365247,0.008495,0.007636,0.007462,0.004945,0.004908,0.007972
14593,2019-10-04,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,223.89000,227.49001,227.00999,34738253,0.028032,227.00999,227.02000,4443236,4,4,225.64000,315010,0.028032,0.012663,0.012646,0.006928,0.006903,0.014217
14593,2019-10-07,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,225.84000,229.92999,227.06000,30880517,0.000220,226.99001,227.06000,4443236,4,4,226.27000,325165,0.000220,-0.003916,-0.003922,-0.002572,-0.002580,-0.004478
14593,2019-10-08,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,224.33000,228.06000,224.39999,29293920,-0.011715,224.37000,224.38000,4443236,4,4,225.82001,352887,-0.011715,-0.015075,-0.015095,-0.012203,-0.012215,-0.015561
14593,2019-10-09,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,225.64000,227.78999,227.03000,19024974,0.011720,226.99001,227.03000,4443236,4,4,227.03000,208592,0.011720,0.008366,0.008121,0.002602,0.002579,0.009105
14593,2019-10-10,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,227.30000,230.44000,230.09000,28957404,0.013478,230.08000,230.09000,4443236,4,4,227.92999,310560,0.013478,0.005609,0.005581,0.001782,0.001699,0.006416
14593,2019-10-11,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,232.30750,237.64000,236.21001,41980095,0.026598,236.21001,236.23000,4443236,4,4,232.95000,404362,0.026598,0.011399,0.011317,0.012407,0.012265,0.010939
14593,2019-10-14,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,0,,,,,,,,,,,,,,1,6,64,1,234.67010,238.13420,235.87000,24418600,-0.001439,235.84000,235.89000,4443236,4,4,234.89999,221255,-0.001439,-0.001618,-0.001618,-0.001781,-0.001781,-0.001387
14593,2019-10-15,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,0,,,,,,,,,,,,,,1,6,65,1,234.88000,237.64999,235.32001,23030284,-0.002332,235.25000,235.32001,4443236,4,4,236.39000,206744,-0.002332,0.009102,0.009097,0.008558,0.008514,0.009956
14593,2019-10-16,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,233.20000,235.24001,234.37000,19272384,-0.004037,234.38000,234.39000,4443236,4,4,233.37000,206941,-0.004037,-0.001892,-0.001939,0.001273,0.001239,-0.002000
14593,2019-10-17,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,233.52000,236.14999,235.28000,17259800,0.003883,235.28999,235.30000,4443236,4,4,235.09000,184853,0.003883,0.003690,0.003633,0.005286,0.005226,0.002763
14593,2019-10-18,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,0,,,,,,,,,2019-12-26,,,,,1,6,65,1,234.28999,237.58000,236.41000,24371893,0.004803,236.28000,236.28999,4443265,4,4,234.59000,207696,0.004803,-0.003714,-0.003736,-0.002769,-0.002810,-0.003919
14593,2019-10-21,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,237.32001,240.99001,240.50999,22363146,0.017343,240.50999,240.53000,4443265,4,4,237.52000,199895,0.017343,0.006672,0.006646,0.005955,0.005906,0.006872
14593,2019-10-22,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,239.62180,242.20000,239.96001,22677125,-0.002287,239.97000,239.98000,4443265,4,4,241.16000,183318,-0.002287,-0.003284,-0.003313,-0.000518,-0.000549,-0.003569
14593,2019-10-23,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,241.22000,243.24001,243.17999,19927683,0.013419,243.14000,243.17999,4443265,4,4,242.10001,158616,0.013419,0.002377,0.002319,0.003058,0.003017,0.002847
14593,2019-10-24,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,241.80499,244.80000,243.58000,17980028,0.001645,243.57001,243.60001,4443265,4,4,244.50999,147170,0.001645,0.002351,0.002339,-0.001025,-0.001058,0.001920
14593,2019-10-25,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,242.88000,246.73000,246.58000,18359296,0.012316,246.58000,246.59000,4443265,4,4,243.16000,144485,0.012316,0.004071,0.004048,0.003953,0.003911,0.004073
14593,2019-10-28,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,246.72000,249.25000,249.05000,24408400,0.010017,249.05000,249.06000,4443265,4,4,247.42000,193935,0.010017,0.005234,0.005233,0.003627,0.003620,0.005581
14593,2019-10-29,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,242.57001,249.75000,243.28999,35691101,-0.023128,243.28000,243.30000,4443265,4,4,248.97000,283097,-0.023128,-0.000574,-0.000583,-0.000548,-0.000565,-0.000832
14593,2019-10-30,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,241.21001,245.30000,243.25999,31078874,-0.000123,243.28000,243.30000,4443265,4,4,244.75999,268461,-0.000123,0.002780,0.002661,-0.001200,-0.001286,0.003253
14593,2019-10-31,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,237.25999,249.17000,248.75999,34783102,0.022610,248.81000,248.83000,4443265,4,4,247.24001,274882,0.022610,-0.003480,-0.003593,-0.004344,-0.004432,-0.003023
14593,2019-11-01,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,249.16000,255.92999,255.82001,37774144,0.028381,255.83000,255.86000,4443265,4,4,249.53999,282489,0.028381,0.010212,0.010072,0.013004,0.012835,0.009662
14593,2019-11-04,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,255.38000,257.84500,257.50000,25816252,0.006567,257.48001,257.50000,4443265,4,4,257.32999,208962,0.006567,0.003762,0.003720,0.006466,0.006431,0.003704
14593,2019-11-05,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,256.32001,258.19000,257.13000,19971327,-0.001437,257.10999,257.14999,4443265,4,4,257.04999,164342,-0.001437,-0.001073,-0.001083,0.000941,0.000916,-0.001186
14593,2019-11-06,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,255.36501,257.48999,257.23999,18963537,0.000428,257.23001,257.23999,4443265,4,4,256.76999,156870,0.000428,-0.000325,-0.000401,-0.004803,-0.004881,0.000703
14593,2019-11-07,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,2019-10-30,,,,,2019-11-14,2019-11-11,0,,,1232,0.77000,0.00000,0.00000,,,,,,,,1,6,65,1,258.10999,260.35001,259.42999,23728280,0.011507,259.45001,259.50000,4443265,4,4,258.73999,189970,0.008513,0.002842,0.002488,0.000340,0.000181,0.002730
14593,2019-11-08,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,256.85001,260.44000,260.14001,17511913,0.002737,260.13000,260.14001,4443265,4,4,258.69000,141131,0.002737,0.002642,0.002507,0.000841,0.000753,0.002561
14593,2019-11-11,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,258.28000,262.47000,262.20001,21149174,0.007919,262.19000,262.20001,4443265,4,4,258.29999,156974,0.007919,-0.001637,-0.001637,-0.002542,-0.002542,-0.001962
14593,2019-11-12,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,260.92001,262.79001,261.95999,21827393,-0.000915,261.95001,261.98001,4443265,4,4,261.54999,171910,-0.000915,0.001141,0.001094,-0.001035,-0.001118,0.001565
14593,2019-11-13,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,261.07001,264.78000,264.47000,25881532,0.009582,264.47000,264.48001,4443265,4,4,261.13000,205363,0.009582,0.000337,0.000300,-0.004135,-0.004189,0.000712
14593,2019-11-14,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,262.10001,264.88000,262.64001,22377905,-0.006919,262.66000,262.70001,4443265,4,4,263.75000,202199,-0.006919,0.000987,0.000730,-0.001756,-0.002016,0.000837
14593,2019-11-15,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,263.01001,265.78000,265.76001,25083852,0.011879,265.73999,265.75000,4443265,4,4,263.67999,181781,0.011879,0.007074,0.006937,0.004136,0.004077,0.007695
14593,2019-11-18,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,264.23001,267.42999,267.10001,21690097,0.005042,267.10001,267.16000,4443265,4,4,265.79999,175608,0.005042,0.000148,0.000105,-0.003061,-0.003146,0.000503
14593,2019-11-19,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,265.39261,268.00000,266.29001,19061281,-0.003033,266.23999,266.29001,4443265,4,4,267.89999,138208,-0.003033,0.000027,-0.000034,0.001460,0.001403,-0.000593
14593,2019-11-20,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,260.39999,266.08301,263.19000,26606019,-0.011641,263.17001,263.23001,4443265,4,4,265.54001,208638,-0.011641,-0.002962,-0.003099,-0.002946,-0.002996,-0.003756
14593,2019-11-21,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,261.17999,264.00500,262.01001,30393258,-0.004483,262.01001,262.06000,4443265,4,4,263.69000,164295,-0.004483,-0.001708,-0.001770,-0.000985,-0.001103,-0.001583
14593,2019-11-22,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,260.84000,263.17999,261.78000,16325558,-0.000878,261.81000,261.87000,4443265,4,4,262.59000,135018,-0.000878,0.002020,0.002006,0.003557,0.003523,0.002175
14593,2019-11-25,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,262.51999,266.44000,266.37000,21026717,0.017534,266.42001,266.42999,4443265,4,4,262.70999,132404,0.017534,0.008560,0.008473,0.011192,0.011149,0.007507
14593,2019-11-26,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,262.50000,267.16000,264.29001,26328512,-0.007809,263.94000,264.10999,4443265,4,4,266.94000,137951,-0.007809,0.002218,0.002189,0.000465,0.000432,0.002196
14593,2019-11-27,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,265.31000,267.98001,267.84000,16383606,0.013432,267.89001,267.95001,4443265,4,4,265.57999,122268,0.013432,0.004320,0.004194,0.005769,0.005643,0.004174
14593,2019-11-29,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,265.89999,268.00000,267.25000,11654164,-0.002203,267.17999,267.19000,4443265,4,4,266.60001,77240,-0.002203,-0.004045,-0.004222,-0.000236,-0.000344,-0.004011
14593,2019-12-02,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,263.45001,268.25000,264.16000,23661572,-0.011562,264.09000,264.10001,4443265,4,4,267.26999,175520,-0.011562,-0.008547,-0.008633,-0.006343,-0.006470,-0.008631
14593,2019-12-03,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,256.29001,259.53000,259.45001,29322658,-0.017830,259.51001,259.54001,4443265,4,4,258.31000,248305,-0.017830,-0.005643,-0.005673,-0.002800,-0.002829,-0.006638
14593,2019-12-04,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,260.67999,263.31000,261.73999,16798262,0.008826,261.73999,261.75000,4443265,4,4,261.07001,143677,0.008826,0.006030,0.005955,0.005447,0.005424,0.006324
14593,2019-12-05,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,262.73001,265.89001,265.57999,18863738,0.014671,265.57999,265.60001,4443265,4,4,263.79001,144626,0.014671,0.001102,0.000882,-0.000491,-0.000581,0.001500
14593,2019-12-06,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,267.29999,271.00000,270.70999,26518485,0.019316,270.69000,270.70001,4443265,4,4,267.48001,194704,0.019316,0.008432,0.008390,0.008005,0.007948,0.009136
14593,2019-12-09,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,264.91000,270.79999,266.92001,32156321,-0.014000,266.91000,266.92001,4443265,4,4,270.00000,223282,-0.014000,-0.002700,-0.002763,0.000526,0.000453,-0.003163
14593,2019-12-10,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,265.85999,270.07001,268.48001,22590093,0.005844,268.62000,268.64001,4443265,4,4,268.60001,182288,0.005844,-0.000696,-0.000739,0.001636,0.001620,-0.001097
14593,2019-12-11,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,268.50000,271.10001,270.76999,19703741,0.008529,270.70999,270.75000,4443265,4,4,268.81000,141387,0.008529,0.002740,0.002715,0.002606,0.002459,0.002908
14593,2019-12-12,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,267.32101,272.55991,271.45999,34375256,0.002548,271.45001,271.45999,4443265,4,4,267.78000,262911,0.002548,0.007859,0.007671,0.007406,0.007134,0.008575
14593,2019-12-13,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,270.92999,275.29999,275.14999,33380811,0.013593,275.26001,275.26999,4443265,4,4,271.45999,254815,0.013593,0.000027,-0.000149,-0.000715,-0.001047,0.000073
14593,2019-12-16,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,276.98001,280.79001,279.85999,32053548,0.017118,279.85999,279.87000,4443265,4,4,277.00000,206465,0.017118,0.007073,0.006803,0.005041,0.004648,0.007148
14593,2019-12-17,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,278.79999,281.76999,280.41000,28559039,0.001965,280.41000,280.42001,4443265,4,4,279.57001,197735,0.001965,0.000547,0.000535,0.002179,0.002120,0.000335
14593,2019-12-18,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,279.12000,281.89999,279.73999,29006028,-0.002389,279.70001,279.73999,4443265,4,4,279.79999,183096,-0.002389,0.000228,0.000142,0.002202,0.002111,-0.000432
14593,2019-12-19,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,0,,,,,,,,,,,,,,1,6,64,1,278.95001,281.17999,280.01999,24604314,0.001001,280.03000,280.09000,4443265,4,4,279.50000,163367,0.001001,0.004192,0.004114,0.003721,0.003563,0.004459
14593,2019-12-20,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,278.56000,282.64999,279.44000,68999972,-0.002071,279.23999,279.29999,4443265,4,4,282.23001,217849,-0.002071,0.004534,0.004416,0.002899,0.002677,0.004945
14593,2019-12-23,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,280.37350,284.25000,284.00000,24645515,0.016318,283.97000,283.98001,4443265,4,4,280.53000,172622,0.016318,0.000956,0.000801,0.003865,0.003350,0.000866
14593,2019-12-24,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,282.91971,284.89001,284.26999,12105327,0.000951,284.26999,284.28000,4443265,4,4,284.69000,84112,0.000951,0.000380,0.000269,0.003556,0.003383,-0.000195
14593,2019-12-26,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,284.70001,289.98001,289.91000,23320594,0.019840,289.89999,289.91000,4443265,4,4,284.82001,171905,0.019840,0.004616,0.004528,0.003437,0.003367,0.005128
14593,2019-12-27,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,0,,,,,,,,,2020-01-01,,,,,1,6,64,1,288.12000,293.97000,289.79999,36547580,-0.000379,289.82001,289.82999,4384959,4,4,291.12000,265444,-0.000379,-0.000643,-0.000714,-0.002284,-0.002529,0.000034
14593,2019-12-30,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,285.22000,292.69000,291.51999,36075285,0.005935,291.64001,291.70999,4384959,4,4,289.45999,266347,0.005935,-0.005105,-0.005333,-0.001236,-0.001732,-0.005781
14593,2019-12-31,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,289.51999,293.67999,293.64999,25211173,0.007307,293.38000,293.39999,4384959,4,4,289.92999,187000,0.007307,0.002964,0.002908,0.005045,0.005000,0.002946
14593,2020-01-02,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,0,,,,,,,,,2020-01-16,,,,,1,6,64,1,295.19000,300.60001,300.35001,33884314,0.022816,300.57999,300.60001,4384027,4,4,296.23999,287497,0.022816,0.007412,0.007316,0.005470,0.005428,0.008379
14593,2020-01-03,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,296.50000,300.57999,297.42999,36604600,-0.009722,297.38000,297.41000,4384027,4,4,297.14999,284620,-0.009722,-0.005828,-0.005900,-0.003057,-0.003072,-0.007060
14593,2020-01-06,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,292.75000,299.95999,299.79999,29597401,0.007968,299.75000,299.78000,4384027,4,4,293.79001,247371,0.007968,0.003269,0.003245,0.004548,0.004519,0.003533
14593,2020-01-07,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,297.48001,300.89999,298.39001,27864170,-0.004703,298.26999,298.37000,4384027,4,4,299.84000,230086,-0.004703,-0.002147,-0.002216,-0.000041,-0.000057,-0.002803
14593,2020-01-08,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,297.15601,304.43991,303.19000,33060420,0.016086,303.17001,303.17999,4384027,4,4,297.16000,264600,0.016086,0.004028,0.003996,0.000914,0.000903,0.004902
14593,2020-01-09,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,306.20001,310.42999,309.63000,42591634,0.021241,309.70001,309.72000,4384027,4,4,307.23499,331950,0.021241,0.005831,0.005627,0.002941,0.002900,0.006655
14593,2020-01-10,,11,3,3571,03783310,AAPL,APPLE INC,,AAPL,334220,Q,A,R,7,8,3,3571,03783310,,,,,,,,,,,,,,,,,,,,,,,,,,308.25000,312.67001,310.32999,35186623,0.002261,310.37000,310.38000,4384027,4,4,310.60001,297235,0.002261,-0.002578,-0.002586,-0.001247,-0.001285,-0.002855
