,Date,Realized Volatility,Predicted Volatility
117,2023-09-20,0.0069099893194844,0.007102898447679122
118,2023-09-21,0.0096072164441142,0.007748329806981811
119,2023-09-22,0.0068215457446831,0.010064125996500263
120,2023-09-25,0.0077148814930792,0.008186526478781334
121,2023-09-26,0.0087139109163411,0.00861549510685328
122,2023-09-27,0.0085801603416051,0.010048105608248911
123,2023-09-28,0.0081946352568829,0.00848903242696932
124,2023-09-29,0.0103823030464747,0.0087421770649277
125,2023-10-02,0.0087368243481774,0.007836782614080608
126,2023-10-03,0.0091228605403742,0.00753407625903936
127,2023-10-04,0.0089971526990166,0.00928002065857633
128,2023-10-05,0.0071766421048033,0.008428813015892487
129,2023-10-06,0.0093756631005621,0.008038020816269488
130,2023-10-09,0.0071857964473267,0.009098131663062028
131,2023-10-10,0.0058254894893241,0.008297724385357298
132,2023-10-11,0.006696030717345,0.008223560360943039
133,2023-10-12,0.0063340057599881,0.007725856336006493
134,2023-10-13,0.0092215873169277,0.007861167573482505
135,2023-10-16,0.0091093746327506,0.007390165831877699
136,2023-10-17,0.0090715390160476,0.00824538531262378
137,2023-10-18,0.0090162476696261,0.007129399184681775
138,2023-10-19,0.0118091830517847,0.009313023872647135
139,2023-10-20,0.0085121055638688,0.008409659155372545
140,2023-10-23,0.0098243923590656,0.009833678690662644
141,2023-10-24,0.0096636286985278,0.008288744974096951
142,2023-10-25,0.0090429645121536,0.008807374903224923
143,2023-10-26,0.0095120912785233,0.009986444323761013
144,2023-10-27,0.0085421140442239,0.01013059198235591
145,2023-10-30,0.01094290961379,0.00944290192908987
146,2023-10-31,0.0066296623064943,0.010185329466965704
147,2023-11-01,0.0077851177545472,0.009240888798217004
148,2023-11-02,0.0123868080036529,0.009941277061182108
149,2023-11-03,0.0078879011464626,0.013190264168510497
150,2023-11-06,0.0046927326289392,0.010847827835587959
151,2023-11-07,0.0045310237259285,0.010271270395052365
152,2023-11-08,0.0053355382876049,0.00952263952909073
153,2023-11-09,0.0074261883369022,0.00901156720158366
154,2023-11-10,0.0058931988089008,0.009095049918209
155,2023-11-13,0.0056098331890236,0.010732648500409798
156,2023-11-14,0.015057550737392,0.009147295369416115
157,2023-11-15,0.0057327341596908,0.012315871497160008
158,2023-11-16,0.0046109149361444,0.00970263384799449
159,2023-11-17,0.0033479375737085,0.009967427131056455
160,2023-11-20,0.0038133849169,0.0088698183427485
161,2023-11-21,0.0041086495387846,0.009195027664894582
162,2023-11-22,0.0077395755944547,0.008199409403061329
163,2023-11-24,0.0015868535759783,0.008054418743697604
164,2023-11-27,0.0035583224805806,0.007389161510997076
165,2023-11-28,0.0044664322136639,0.007087240612905069
166,2023-11-29,0.0077224117590799,0.006848703821361779
167,2023-11-30,0.0065793689361047,0.006315953785576346
168,2023-12-01,0.0059397013042887,0.006243829003544246
169,2023-12-04,0.0069412303996036,0.006291193730050543
170,2023-12-05,0.0069003071930594,0.006266867271657598
171,2023-12-06,0.0064964311977282,0.005812463931657927
172,2023-12-07,0.0063324248480822,0.005872727843535547
173,2023-12-08,0.0056774322003987,0.006424229637900936
174,2023-12-11,0.0035669074633137,0.006116616893323307
175,2023-12-12,0.0039947099488818,0.006048517022315918
176,2023-12-13,0.007220973616336,0.0059339910059390405
177,2023-12-14,0.008264424026238,0.00818954858621349
178,2023-12-15,0.0053356218591363,0.006666645945373587
179,2023-12-18,0.0046070850199445,0.006831912909292489
180,2023-12-19,0.0031573712217091,0.006661241349175361
181,2023-12-20,0.0069798103115515,0.006738699460832334
182,2023-12-21,0.0106097123354867,0.009057269694796904
183,2023-12-22,0.0051640763797667,0.008796856590952367
184,2023-12-26,0.0031964295704063,0.008035169636261021
185,2023-12-27,0.0041192912404553,0.007789964300149101
186,2023-12-28,0.0031881532053261,0.007235753067142466
187,2023-12-29,0.0041046665399709,0.006864371438321128
