datetime,open,high,low,close,volume
2020-02-25 11:10:00,3189.14990,3194.36011,3188.02002,3190.67993,27546010
2020-02-25 11:15:00,3189.54004,3189.96997,3177.21997,3182.44995,39670069
2020-02-25 11:20:00,3182.36011,3184.20996,3178.02002,3183.31006,32195869
2020-02-25 11:25:00,3183.32007,3190.88989,3182.52002,3188.43994,29887692
2020-02-25 11:30:00,3189.05005,3193.31006,3185.12988,3191.80005,29804666
2020-02-25 11:35:00,3192.10010,3194.00000,3187.91992,3190.14990,24550222
2020-02-25 11:40:00,3190.98999,3191.26001,3184.97998,3185.04004,24674468
2020-02-25 11:45:00,3185.07007,3197.82007,3185.05005,3196.35010,25276962
2020-02-25 11:50:00,3196.33008,3198.56006,3194.29004,3198.46997,22290120
2020-02-25 11:55:00,3198.52002,3198.89990,3194.29004,3195.10010,22092125
2020-02-25 12:00:00,3195.82007,3198.30005,3193.78003,3193.88989,24038263
2020-02-25 12:05:00,3193.91992,3194.78003,3191.63989,3194.45996,18873240
2020-02-25 12:10:00,3194.43994,3197.28003,3192.81006,3193.05005,19981309
2020-02-25 12:15:00,3193.05005,3193.05005,3185.36011,3186.04004,23478535
2020-02-25 12:20:00,3186.05005,3186.96997,3183.10010,3184.26001,21714466
2020-02-25 12:25:00,3184.25000,3185.51001,3181.53003,3183.48999,18752741
2020-02-25 12:30:00,3183.47998,3188.78003,3183.30005,3188.75000,19171224
2020-02-25 12:35:00,3188.75000,3192.00000,3188.31006,3190.18994,18309130
2020-02-25 12:40:00,3190.19995,3190.36011,3178.36011,3180.22998,27692083
2020-02-25 12:45:00,3179.83008,3179.88989,3172.90991,3174.16992,27804452
2020-02-25 12:50:00,3174.12012,3176.91992,3172.53003,3176.52002,21214904
2020-02-25 12:55:00,3176.52002,3177.09009,3171.79004,3172.58008,20607676
2020-02-25 13:00:00,3172.59009,3175.25000,3167.75000,3171.12988,32955892
2020-02-25 13:05:00,3171.17993,3176.19995,3169.78003,3175.37988,20552971
2020-02-25 13:10:00,3175.35010,3178.50000,3172.89990,3173.58008,19321637
2020-02-25 13:15:00,3173.62012,3174.61011,3163.89990,3166.18994,26389201
2020-02-25 13:20:00,3165.43994,3168.18994,3165.19995,3167.01001,17979386
2020-02-25 13:25:00,3166.94995,3169.40991,3164.70996,3167.32007,21325417
2020-02-25 13:30:00,3167.48999,3167.48999,3161.12012,3164.87012,25289422
2020-02-25 13:35:00,3164.87988,3165.02002,3160.36011,3161.11011,23041429
2020-02-25 13:40:00,3161.07007,3166.08008,3158.47998,3165.37988,25177626
2020-02-25 13:45:00,3165.36011,3166.19995,3162.26001,3162.26001,19700519
2020-02-25 13:50:00,3162.26001,3167.56006,3157.90991,3160.33008,25472449
2020-02-25 13:55:00,3160.34009,3160.76001,3153.59009,3153.64990,24663913
2020-02-25 14:00:00,3152.59009,3153.23999,3144.73999,3149.65991,39854953
2020-02-25 14:05:00,3149.67993,3151.54004,3133.01001,3135.43994,42415620
2020-02-25 14:10:00,3139.38989,3147.17993,3133.88989,3146.77002,36284644
2020-02-25 14:15:00,3146.86011,3147.12012,3136.40991,3138.22998,27838568
2020-02-25 14:20:00,3136.92993,3142.01001,3134.29004,3134.48999,28706294
2020-02-25 14:25:00,3134.65991,3137.60010,3127.95996,3128.63989,36358055
2020-02-25 14:30:00,3128.23999,3133.43994,3123.04004,3128.45996,46154070
2020-02-25 14:35:00,3128.81006,3130.54004,3123.97998,3124.28003,31862350
2020-02-25 14:40:00,3124.37012,3137.53003,3123.05005,3137.53003,36546813
2020-02-25 14:45:00,3137.41992,3141.83008,3133.10010,3140.29004,34413853
2020-02-25 14:50:00,3140.38989,3145.68994,3137.00000,3145.65991,34102944
2020-02-25 14:55:00,3145.73999,3147.44995,3141.97998,3143.16992,32984224
2020-02-25 15:00:00,3144.08008,3154.88989,3144.08008,3149.09009,38898920
2020-02-25 15:05:00,3148.87012,3155.58008,3148.30005,3149.29004,37007839
2020-02-25 15:10:00,3149.12012,3150.29004,3140.43994,3141.55005,35383920
2020-02-25 15:15:00,3141.57007,3146.54004,3137.17993,3139.64990,40253838
2020-02-25 15:20:00,3139.65991,3141.47998,3127.22998,3131.50000,41681612
2020-02-25 15:25:00,3131.50000,3136.94995,3129.18994,3134.11011,37347638
2020-02-25 15:30:00,3133.56006,3133.56006,3119.10010,3124.77002,61849557
2020-02-25 15:35:00,3124.92993,3124.95996,3118.77002,3121.13989,49957258
2020-02-25 15:40:00,3120.86011,3133.43994,3120.78003,3129.67993,56892080
2020-02-25 15:45:00,3129.77002,3141.43994,3129.77002,3132.92993,64251287
2020-02-25 15:50:00,3131.83008,3132.76001,3125.17993,3126.67993,106873844
2020-02-25 15:55:00,3126.98999,3132.09009,3123.65991,3129.45996,190218565
2020-02-26 09:30:00,3140.81006,3152.15991,3140.81006,3148.02002,51362451
2020-02-26 09:35:00,3147.86011,3161.37988,3147.84009,3161.37988,50246254
2020-02-26 09:40:00,3161.38989,3175.67993,3160.85010,3171.70996,52400692
2020-02-26 09:45:00,3170.98999,3170.98999,3161.22998,3163.01001,47359446
2020-02-26 09:50:00,3163.20996,3163.88989,3156.65991,3162.15991,53453311
2020-02-26 09:55:00,3162.18994,3162.41992,3154.32007,3157.20996,33694705
2020-02-26 10:00:00,3156.81006,3158.47998,3150.91992,3152.90991,37681447
2020-02-26 10:05:00,3152.92993,3155.26001,3148.79004,3155.22998,35832358
2020-02-26 10:10:00,3155.52002,3162.50000,3149.69995,3162.50000,37220661
2020-02-26 10:15:00,3162.55005,3168.11011,3162.55005,3167.22998,34148529
2020-02-26 10:20:00,3167.27002,3169.97998,3162.44995,3165.96997,33367135
2020-02-26 10:25:00,3166.15991,3172.10010,3165.59009,3165.59009,32010675
2020-02-26 10:30:00,3165.64990,3172.95996,3165.64990,3172.31006,30296221
2020-02-26 10:35:00,3172.28003,3174.98999,3169.31006,3170.27002,32281354
2020-02-26 10:40:00,3170.06006,3179.08008,3169.71997,3179.01001,32014353
2020-02-26 10:45:00,3178.71997,3179.68994,3176.14990,3178.30005,31220431
2020-02-26 10:50:00,3178.29004,3182.51001,3176.53003,3176.61011,29523007
2020-02-26 10:55:00,3176.84009,3178.32007,3175.37988,3175.85010,7450391
2020-02-26 11:00:00,3169.31006,3172.80005,3168.92993,3172.07007,46248179
2020-02-26 11:05:00,3172.10010,3172.29004,3166.79004,3166.79004,21940243
2020-02-26 11:10:00,3166.79004,3166.91992,3162.80005,3165.37012,23132132
2020-02-26 11:15:00,3165.35010,3172.94995,3165.03003,3172.80005,24130157
2020-02-26 11:20:00,3172.81006,3177.22998,3172.62988,3177.12012,23470261
2020-02-26 11:25:00,3177.18994,3178.48999,3176.44995,3177.36011,26777602
2020-02-26 11:30:00,3176.72998,3176.72998,3170.23999,3173.39990,28383117
2020-02-26 11:35:00,3173.38989,3175.42993,3168.31006,3174.45996,23755734
2020-02-26 11:40:00,3174.50000,3175.71997,3168.82007,3168.82007,23329398
2020-02-26 11:45:00,3168.77002,3168.85010,3162.79004,3163.06006,23625196
2020-02-26 11:50:00,3163.09009,3163.47998,3155.37988,3156.07007,25193654
2020-02-26 11:55:00,3156.06006,3157.64990,3153.37012,3155.48999,25725743
2020-02-26 12:00:00,3155.55005,3157.23999,3145.44995,3145.44995,32951543
2020-02-26 12:05:00,3145.27002,3145.40991,3134.76001,3138.31006,35267598
2020-02-26 12:10:00,3138.10010,3139.84009,3134.28003,3135.56006,28268818
2020-02-26 12:15:00,3136.27002,3137.13989,3128.77002,3137.13989,33507100
2020-02-26 12:20:00,3137.06006,3142.63989,3136.51001,3142.11011,28787944
2020-02-26 12:25:00,3142.12988,3142.62012,3138.31006,3142.00000,22965588
2020-02-26 12:30:00,3142.02002,3151.50000,3142.02002,3150.83008,24271488
2020-02-26 12:35:00,3150.85010,3152.93994,3147.00000,3147.55005,22817553
2020-02-26 12:40:00,3147.53003,3147.90991,3142.63989,3142.63989,18233396
2020-02-26 12:45:00,3144.09009,3150.62012,3144.09009,3147.55005,20460426
2020-02-26 12:50:00,3147.30005,3150.46997,3142.87012,3143.11011,19575643
2020-02-26 12:55:00,3143.09009,3146.92993,3140.48999,3145.06006,19958350
2020-02-26 13:00:00,3145.13989,3148.69995,3144.64990,3146.53003,16194054
2020-02-26 13:05:00,3146.55005,3147.85010,3139.26001,3139.26001,19010656
2020-02-26 13:10:00,3139.31006,3141.03003,3137.67993,3139.10010,17263628
2020-02-26 13:15:00,3139.12988,3142.84009,3136.79004,3138.37988,20794559
2020-02-26 13:20:00,3138.39990,3141.31006,3136.96997,3138.60010,17993566
2020-02-26 13:25:00,3138.61011,3145.19995,3138.33008,3142.76001,20551949
2020-02-26 13:30:00,3142.69995,3142.69995,3127.59009,3127.59009,28085439
2020-02-26 13:35:00,3127.44995,3128.64990,3115.31006,3115.77002,42906237
2020-02-26 13:40:00,3114.82007,3117.31006,3110.11011,3110.15991,42875717
2020-02-26 13:45:00,3110.08008,3131.62988,3109.20996,3130.44995,41671602
2020-02-26 13:50:00,3127.12988,3127.55005,3122.61011,3122.62012,28841016
2020-02-26 13:55:00,3122.67993,3122.67993,3111.61011,3112.87988,29519731
2020-02-26 14:00:00,3112.90991,3123.61011,3109.63989,3116.76001,31475423
2020-02-26 14:05:00,3116.34009,3124.98999,3116.34009,3119.16992,23062046
2020-02-26 14:10:00,3119.27002,3128.86011,3116.46997,3128.86011,23481453
2020-02-26 14:15:00,3128.94995,3129.18994,3120.04004,3120.46997,21603643
2020-02-26 14:20:00,3120.61011,3126.33008,3119.09009,3126.29004,23732289
2020-02-26 14:25:00,3126.31006,3131.58008,3124.33008,3124.33008,26059514
2020-02-26 14:30:00,3124.16992,3128.32007,3118.69995,3122.14990,29568319
2020-02-26 14:35:00,3122.23999,3131.16992,3121.86011,3126.47998,23176395
2020-02-26 14:40:00,3126.50000,3126.93994,3116.87012,3119.12012,25363324
2020-02-26 14:45:00,3119.18994,3126.16992,3117.60010,3122.29004,23525150
2020-02-26 14:50:00,3122.48999,3122.48999,3115.98999,3120.77002,23382224
2020-02-26 14:55:00,3120.08008,3123.80005,3115.08008,3115.57007,26580342
2020-02-26 15:00:00,3116.08008,3125.19995,3115.95996,3120.86011,29633242
2020-02-26 15:05:00,3120.77002,3122.55005,3116.29004,3122.42993,25108992
2020-02-26 15:10:00,3122.60010,3129.72998,3121.48999,3126.62988,29831391
2020-02-26 15:15:00,3126.18994,3135.33008,3126.00000,3131.10010,33097078
2020-02-26 15:20:00,3131.91992,3132.81006,3123.50000,3124.64990,31155357
2020-02-26 15:25:00,3124.52002,3125.72998,3118.83008,3122.76001,32518482
2020-02-26 15:30:00,3122.77002,3126.14990,3118.52002,3119.19995,40956626
2020-02-26 15:35:00,3119.48999,3126.76001,3119.47998,3126.76001,42195014
2020-02-26 15:40:00,3126.66992,3126.91992,3121.04004,3125.42993,42222041
2020-02-26 15:45:00,3125.46997,3125.96997,3121.23999,3121.65991,55039216
2020-02-26 15:50:00,3121.90991,3126.62012,3120.91992,3121.97998,91609107
2020-02-26 15:55:00,3122.04004,3122.96997,3116.64990,3116.64990,167806342
2020-02-27 09:30:00,3054.27002,3058.21997,3047.31006,3049.20996,19427985
2020-02-27 09:35:00,3047.17993,3068.19995,3047.17993,3067.29004,65941670
2020-02-27 09:40:00,3067.26001,3067.26001,3051.09009,3051.09009,36819466
2020-02-27 09:45:00,3049.10010,3049.10010,3034.47998,3039.04004,48508129
2020-02-27 09:50:00,3042.15991,3056.34009,3041.75000,3055.91992,63704307
2020-02-27 09:55:00,3054.82007,3061.37012,3049.89990,3051.81006,58778667
2020-02-27 10:00:00,3051.97998,3058.16992,3041.21997,3041.65991,59164185
2020-02-27 10:05:00,3041.58008,3049.95996,3040.62988,3043.54004,40207911
2020-02-27 10:10:00,3043.63989,3048.70996,3040.43994,3047.04004,46794625
2020-02-27 10:15:00,3044.11011,3045.63989,3037.94995,3040.13989,38034356
2020-02-27 10:20:00,3040.11011,3040.75000,3030.34009,3032.33008,58977187
2020-02-27 10:25:00,3032.47998,3032.47998,3023.70996,3025.67993,51333582
2020-02-27 10:30:00,3025.69995,3026.02002,3008.82007,3008.82007,37050274
2020-02-27 10:35:00,3008.68994,3027.37988,3007.06006,3027.37988,43038232
2020-02-27 10:40:00,3026.75000,3029.69995,3021.28003,3021.63989,33217440
2020-02-27 10:45:00,3021.52002,3040.07007,3021.30005,3039.93994,49016608
2020-02-27 10:50:00,3039.89990,3047.37988,3038.00000,3040.09009,44440914
2020-02-27 10:55:00,3040.11011,3054.98999,3036.63989,3054.98999,36612618
2020-02-27 11:00:00,3055.10010,3063.15991,3053.68994,3057.37012,49276288
2020-02-27 11:05:00,3057.82007,3068.62012,3055.57007,3068.58008,35655011
2020-02-27 11:10:00,3068.32007,3068.45996,3056.54004,3061.96997,46832481
2020-02-27 11:15:00,3062.28003,3069.43994,3059.91992,3068.94995,25106385
2020-02-27 11:20:00,3069.71997,3069.75000,3057.86011,3058.18994,37796713
2020-02-27 11:25:00,3058.52002,3058.79004,3052.15991,3052.20996,37409708
2020-02-27 11:30:00,3052.20996,3058.34009,3050.20996,3050.20996,14409219
2020-02-27 11:35:00,3048.88989,3053.25000,3042.58008,3045.79004,27512884
2020-02-27 11:40:00,3045.84009,3051.06006,3044.44995,3045.29004,32715200
2020-02-27 11:45:00,3042.19995,3053.10010,3037.80005,3050.89990,33890650
2020-02-27 11:50:00,3050.81006,3056.96997,3048.43994,3056.92993,23771869
2020-02-27 11:55:00,3056.88989,3067.51001,3054.08008,3066.36011,24156856
2020-02-27 12:00:00,3066.06006,3070.10010,3062.31006,3065.95996,38019080
2020-02-27 12:05:00,3065.43994,3075.39990,3063.76001,3074.12012,32095392
2020-02-27 12:10:00,3074.12988,3084.02002,3074.12988,3084.02002,35572470
2020-02-27 12:15:00,3084.37012,3085.85010,3077.07007,3085.76001,33631516
2020-02-27 12:20:00,3084.94995,3084.94995,3065.16992,3068.87988,39584911
2020-02-27 12:25:00,3068.87988,3079.36011,3068.84009,3079.20996,17564538
2020-02-27 12:30:00,3079.04004,3088.64990,3077.46997,3085.78003,28199845
2020-02-27 12:35:00,3086.33008,3097.07007,3086.30005,3096.86011,20333506
2020-02-27 12:40:00,3096.79004,3096.79004,3088.83008,3088.84009,25969291
2020-02-27 12:45:00,3088.60010,3093.87012,3085.04004,3093.70996,23449456
2020-02-27 12:50:00,3093.62012,3095.45996,3088.38989,3093.53003,19791547
2020-02-27 12:55:00,3091.77002,3091.86011,3079.62988,3079.87012,28211860
2020-02-27 13:00:00,3079.16992,3088.27002,3075.17993,3087.44995,12569091
2020-02-27 13:05:00,3087.23999,3088.53003,3082.32007,3087.79004,17946758
2020-02-27 13:10:00,3087.86011,3093.05005,3087.73999,3092.10010,17500204
2020-02-27 13:15:00,3091.98999,3092.38989,3080.48999,3082.60010,14399460
2020-02-27 13:20:00,3082.68994,3084.13989,3076.80005,3078.55005,23535840
2020-02-27 13:25:00,3078.50000,3082.87012,3071.06006,3071.06006,12171856
2020-02-27 13:30:00,3071.14990,3075.47998,3068.40991,3068.91992,24878799
2020-02-27 13:35:00,3068.97998,3068.97998,3057.26001,3059.37988,31735913
2020-02-27 13:40:00,3059.98999,3063.04004,3039.83008,3046.01001,36412662
2020-02-27 13:45:00,3044.84009,3056.19995,3043.67993,3053.58008,31921491
2020-02-27 13:50:00,3054.02002,3063.86011,3046.87988,3063.53003,25386842
2020-02-27 13:55:00,3063.20996,3064.73999,3043.34009,3046.09009,19746559
2020-02-27 14:00:00,3045.03003,3048.78003,3040.20996,3044.22998,25862108
2020-02-27 14:05:00,3046.06006,3046.50000,3034.97998,3036.07007,23949325
2020-02-27 14:10:00,3034.89990,3043.17993,3033.83008,3042.76001,28812105
2020-02-27 14:15:00,3042.82007,3045.78003,3033.00000,3033.00000,29087838
2020-02-27 14:20:00,3032.94995,3044.46997,3032.94995,3044.46997,26459514
2020-02-27 14:25:00,3044.70996,3051.94995,3043.35010,3051.00000,26706151
2020-02-27 14:30:00,3051.12988,3051.12988,3039.96997,3044.37012,24430785
2020-02-27 14:35:00,3044.21997,3048.97998,3042.52002,3043.76001,18388187
2020-02-27 14:40:00,3043.88989,3047.67993,3040.88989,3047.19995,15446238
2020-02-27 14:45:00,3047.20996,3047.20996,3037.73999,3043.31006,21892434
2020-02-27 14:50:00,3043.09009,3044.83008,3039.65991,3040.33008,15621614
2020-02-27 14:55:00,3040.30005,3040.30005,3032.07007,3033.78003,21318000
2020-02-27 15:00:00,3033.21997,3033.73999,3023.05005,3027.85010,38647133
2020-02-27 15:05:00,3028.65991,3040.08008,3026.37012,3039.95996,26502681
2020-02-27 15:10:00,3040.88989,3043.48999,3037.46997,3037.55005,34099141
2020-02-27 15:15:00,3037.50000,3039.28003,3030.78003,3031.41992,30468559
2020-02-27 15:20:00,3031.31006,3034.01001,3028.37012,3029.35010,27101567
2020-02-27 15:25:00,3029.34009,3032.71997,3024.82007,3025.48999,28826200
2020-02-27 15:30:00,3023.42993,3026.45996,3017.81006,3024.69995,44433305
2020-02-27 15:35:00,3024.40991,3024.40991,3014.75000,3015.05005,27703893
2020-02-27 15:40:00,3014.92993,3016.54004,3009.41992,3009.65991,56796741
2020-02-27 15:45:00,3009.64990,3017.16992,3008.94995,3013.20996,48475150
2020-02-27 15:50:00,3013.70996,3013.70996,2993.90991,2995.18994,132974992
2020-02-27 15:55:00,2994.76001,2996.42993,2981.83008,2981.83008,213340630
2020-02-28 09:30:00,2894.03003,2917.62988,2885.00000,2915.65991,92190046
2020-02-28 09:35:00,2915.71997,2929.94995,2914.98999,2922.52002,88038850
2020-02-28 09:40:00,2922.97998,2928.67993,2907.73999,2907.76001,76322940
2020-02-28 09:45:00,2905.07007,2911.12012,2895.60010,2900.40991,61949710
2020-02-28 09:50:00,2894.43994,2901.50000,2883.35010,2886.96997,57043860
2020-02-28 09:55:00,2885.12988,2885.12988,2868.16992,2877.45996,79649080
2020-02-28 10:00:00,2876.01001,2876.01001,2856.15991,2856.35010,82437689
2020-02-28 10:05:00,2856.09009,2879.75000,2856.09009,2874.05005,73704665
2020-02-28 10:10:00,2873.37012,2876.31006,2863.14990,2868.42993,39393993
2020-02-28 10:15:00,2868.08008,2892.86011,2865.37988,2885.41992,61448568
2020-02-28 10:20:00,2886.58008,2890.10010,2876.63989,2879.50000,63182573
2020-02-28 10:25:00,2879.76001,2889.58008,2865.32007,2865.89990,51719550
2020-02-28 10:30:00,2864.15991,2880.90991,2863.68994,2880.90991,61900551
2020-02-28 10:35:00,2880.96997,2887.44995,2872.76001,2876.41992,59288004
2020-02-28 10:40:00,2876.65991,2880.78003,2870.80005,2872.78003,29287188
2020-02-28 10:45:00,2873.02002,2881.37988,2871.28003,2874.76001,50611340
2020-02-28 10:50:00,2874.63989,2903.55005,2873.35010,2903.39990,39363028
2020-02-28 10:55:00,2903.52002,2903.98999,2892.28003,2900.07007,53862931
2020-02-28 11:00:00,2899.33008,2901.18994,2883.37988,2890.33008,65890666
2020-02-28 11:05:00,2890.37988,2890.37988,2875.89990,2877.64990,43232998
2020-02-28 11:10:00,2879.01001,2894.40991,2879.01001,2890.82007,46584941
2020-02-28 11:15:00,2890.90991,2905.05005,2890.90991,2904.92993,36254519
2020-02-28 11:20:00,2908.66992,2909.10010,2899.50000,2908.48999,56507672
2020-02-28 11:25:00,2908.31006,2912.21997,2899.65991,2912.21997,43292700
2020-02-28 11:30:00,2912.09009,2923.79004,2910.97998,2919.43994,53319239
2020-02-28 11:35:00,2918.67993,2933.44995,2915.26001,2933.44995,43516878
2020-02-28 11:40:00,2933.34009,2959.66992,2932.02002,2951.43994,71244683
2020-02-28 11:45:00,2950.58008,2950.58008,2925.86011,2929.35010,49201037
