,Realized Volatility,Predicted Volatility
2023-04-05,0.0057898386938384,0.006664999766873837
2023-04-06,0.0054955567200239,0.006860552981015732
2023-04-10,0.0085634806194749,0.006809368288981927
2023-04-11,0.0038624291759898,0.0069039599013132535
2023-04-12,0.0090135300370304,0.006593682146811808
2023-04-13,0.0053144707672928,0.007023507371544483
2023-04-14,0.0072586361692688,0.007075476530508244
2023-04-17,0.004169948063025,0.00647461607384121
2023-04-18,0.0061186508927239,0.006163910060139384
2023-04-19,0.0054252579396249,0.005287568644870744
2023-04-20,0.0080587375850099,0.00544437584363109
2023-04-21,0.0057103490595324,0.006678616715617854
2023-04-24,0.0039337845538581,0.006311691650638597
2023-04-25,0.0065833381897638,0.005208125345788955
2023-04-26,0.0055484794447217,0.007165668172956182
2023-04-27,0.0079760836667907,0.007061834055418108
2023-04-28,0.0070792230434708,0.007481179254375539
2023-05-01,0.0045071005046427,0.006951889418145808
2023-05-02,0.0071068252074632,0.004545519774958728
2023-05-03,0.0070267697087788,0.006331234269900781
2023-05-04,0.0086304034503348,0.007265227716336065
2023-05-05,0.0118924652155763,0.008552425618850027
2023-05-08,0.0042208895194229,0.009334794264621304
2023-05-09,0.0060317980719206,0.0062721100170899805
2023-05-10,0.0113773871301693,0.005825625750902997
2023-05-11,0.0076147663148083,0.007439470144356124
2023-05-12,0.0066109976654099,0.007391529697330505
2023-05-15,0.0042333867964927,0.006242134142226776
2023-05-16,0.0059028406518993,0.005855762909435219
2023-05-17,0.0067887370530112,0.006397951593176614
2023-05-18,0.0066581862522701,0.007054090241206839
2023-05-19,0.00652425461996,0.0063451565640115625
2023-05-22,0.0058858146620133,0.006358993543359138
2023-05-23,0.0074365185362057,0.005005732415556375
2023-05-24,0.0074413905601216,0.007336465854788655
2023-05-25,0.0086756003275739,0.007582626669473065
2023-05-26,0.0059270139876367,0.007786328270334327
2023-05-30,0.0084185620213689,0.007301967317834483
2023-05-31,0.006689899053357,0.006712044738312236
2023-06-01,0.0053807876294168,0.00713403628621332
2023-06-02,0.0107641967119137,0.0062462872890642965
2023-06-05,0.0065640304311517,0.007279021756296303
2023-06-06,0.0048859755179119,0.006456501236466483
2023-06-07,0.0055097123444245,0.004926823099201711
2023-06-08,0.0036831386818406,0.0047742298127928275
2023-06-09,0.0055698651549678,0.0046709488103539
2023-06-12,0.0039582237161233,0.004532883785220728
2023-06-13,0.0066093654326361,0.005073595722463817
2023-06-14,0.0086331509099914,0.005386996193504791
2023-06-15,0.006047054659061,0.005466599627823319
2023-06-16,0.0068731197156476,0.0067103848494778915
2023-06-20,0.0054071984039473,0.006137205952628562
2023-06-21,0.0062414731392971,0.0049087335812173305
2023-06-22,0.0059824726758008,0.004999521879980496
2023-06-23,0.0084388773012128,0.00494493373574284
2023-06-26,0.0048166089401087,0.006379309639111944
2023-06-27,0.0050037951691703,0.005524507371605233
2023-06-28,0.0063467654384037,0.0051112337989672445
2023-06-29,0.0044219711429785,0.0044537816010037845
2023-06-30,0.0091621469365063,0.004603478595259503
2023-07-03,0.0017428391968392,0.006048262369345697
2023-07-05,0.0047481843406192,0.004596126175423636
2023-07-06,0.0108612005045433,0.0036562998531483133
2023-07-07,0.0046297119875068,0.0069746701951899255
2023-07-10,0.0043787833322243,0.006079138608400596
2023-07-11,0.0057128551646038,0.004951945452086757
2023-07-12,0.0096267375665493,0.005339556919232823
2023-07-13,0.0060827734223448,0.006171965963369364
2023-07-14,0.0046886747630703,0.006195896218194856
2023-07-17,0.0030976851707814,0.004135162003589215
2023-07-18,0.0037850676203347,0.0036888659397126423
2023-07-19,0.0051515142682314,0.0040289303244431815
2023-07-20,0.0045186156608063,0.004715723765949899
2023-07-21,0.0059553053963746,0.00434767850961522
2023-07-24,0.0060537445103625,0.0044463462003207395
2023-07-25,0.0029840240372187,0.005173177023736676
2023-07-26,0.0072603151493528,0.004663695833049299
2023-07-27,0.0102693277482008,0.003925227728381863
2023-07-28,0.0089506637896952,0.006606982817161882
2023-07-31,0.0044984282466561,0.007117489727005358
2023-08-01,0.0044462012065194,0.005334859709857782
2023-08-02,0.0098719178148208,0.004257424948086309
2023-08-03,0.0071926324254093,0.007126158999831648
2023-08-04,0.0089368825659004,0.0072168829682924
2023-08-07,0.0076456790742925,0.007503542918964879
2023-08-08,0.0083413094328805,0.007411455590031814
2023-08-09,0.0055592301573657,0.0069665510986010645
2023-08-10,0.0112115159252921,0.00651937046990539
2023-08-11,0.0071736381085083,0.00694478778835026
2023-08-14,0.0045995946442805,0.00642707410063523
2023-08-15,0.0069078020592565,0.005020957655162679
2023-08-16,0.0064665053492335,0.0066073743252734385
2023-08-17,0.0066709262158877,0.006824454017434006
2023-08-18,0.0079471257950126,0.007118621996576248
2023-08-21,0.0065886794998806,0.006841857827155812
2023-08-22,0.0067706052230866,0.006908553339073743
2023-08-23,0.0051333671194706,0.006623953328557072
2023-08-24,0.006712223447997,0.006313979047186968
2023-08-25,0.0112729786605388,0.007147538329097466
2023-08-28,0.0082802002172657,0.007324641593837751
2023-08-29,0.0053655820291772,0.007270235060937751
2023-08-30,0.0059949557017169,0.006556347922344037
2023-08-31,0.0047344610579238,0.00523108478291719
2023-09-01,0.0083234013091633,0.004266494002803062
2023-09-05,0.0042179968193125,0.004907193185495497
2023-09-06,0.0065376722907835,0.005322031604122491
2023-09-07,0.0084677383437904,0.005404396607625915
2023-09-08,0.0050626903215459,0.0058865429998215014
2023-09-11,0.0077947584415867,0.00544247506685997
2023-09-12,0.0051273938127564,0.005479485934038955
2023-09-13,0.0054025981376803,0.005612528538660043
2023-09-14,0.0058878924164999,0.004431319868723311
2023-09-15,0.0058834687998344,0.004830551241716011
2023-09-18,0.0035042420255822,0.0065531952050566205
2023-09-19,0.0048069571401461,0.004539113247874871
2023-09-20,0.0069099893194844,0.004107135734266633
2023-09-21,0.0096072164441142,0.005962977996851021
2023-09-22,0.0068215457446831,0.008405126846768723
2023-09-25,0.0077148814930792,0.0074579513797089474
2023-09-26,0.0087139109163411,0.007055395330705834
2023-09-27,0.0085801603416051,0.008556508639107448
2023-09-28,0.0081946352568829,0.007614049194260692
2023-09-29,0.0103823030464747,0.007511119047434031
2023-10-02,0.0087368243481774,0.007640415444393921
2023-10-03,0.0091228605403742,0.007886353865075267
2023-10-04,0.0089971526990166,0.009053028966720715
2023-10-05,0.0071766421048033,0.00814817951472264
2023-10-06,0.0093756631005621,0.007548824719426705
2023-10-09,0.0071857964473267,0.0078075489138731725
2023-10-10,0.0058254894893241,0.0069212802112363905
2023-10-11,0.006696030717345,0.0063112088117674645
2023-10-12,0.0063340057599881,0.005787290461750716
2023-10-13,0.0092215873169277,0.006176929077990062
2023-10-16,0.0091093746327506,0.008141175278444457
2023-10-17,0.0090715390160476,0.008054864829299851
2023-10-18,0.0090162476696261,0.0075268643633458155
2023-10-19,0.0118091830517847,0.008946856283415709
2023-10-20,0.0085121055638688,0.009416326278036428
2023-10-23,0.0098243923590656,0.009690182359990487
2023-10-24,0.0096636286985278,0.008430928744276764
2023-10-25,0.0090429645121536,0.008858154378316614
2023-10-26,0.0095120912785233,0.009446082809091774
2023-10-27,0.0085421140442239,0.009931365101429482
2023-10-30,0.01094290961379,0.009341193129913182
2023-10-31,0.0066296623064943,0.00912730984293828
2023-11-01,0.0077851177545472,0.008370402807659678
2023-11-02,0.0123868080036529,0.0072732202735540236
2023-11-03,0.0078879011464626,0.008908726774584859
2023-11-06,0.0046927326289392,0.008046884270908139
2023-11-07,0.0045310237259285,0.004443238987143359
2023-11-08,0.0053355382876049,0.00452682229298276
2023-11-09,0.0074261883369022,0.004606984026909466
2023-11-10,0.0058931988089008,0.005943643852964865
2023-11-13,0.0056098331890236,0.0062643111349891265
2023-11-14,0.015057550737392,0.005133563101354579
2023-11-15,0.0057327341596908,0.007904789609573424
2023-11-16,0.0046109149361444,0.007219633373112955
2023-11-17,0.0033479375737085,0.004476713584673198
2023-11-20,0.0038133849169,0.003740048778114485
2023-11-21,0.0041086495387846,0.004172163159701593
2023-11-22,0.0077395755944547,0.0030639008539824343
2023-11-24,0.0015868535759783,0.004695061642362395
2023-11-27,0.0035583224805806,0.003805089295296963
2023-11-28,0.0044664322136639,0.0029549680525360724
2023-11-29,0.0077224117590799,0.0035549318540616373
2023-11-30,0.0065793689361047,0.004626065374035014
2023-12-01,0.0059397013042887,0.005311719110384257
2023-12-04,0.0069412303996036,0.005172181408417298
2023-12-05,0.0069003071930594,0.005394581783178648
2023-12-06,0.0064964311977282,0.00408280002620307
2023-12-07,0.0063324248480822,0.005010870048659587
2023-12-08,0.0056774322003987,0.005495771493504208
2023-12-11,0.0035669074633137,0.0047686621560112455
2023-12-12,0.0039947099488818,0.004085718038777325
2023-12-13,0.007220973616336,0.003609586292759873
2023-12-14,0.008264424026238,0.0052633911791480185
2023-12-15,0.0053356218591363,0.0059048757603210765
2023-12-18,0.0046070850199445,0.005785199196411483
2023-12-19,0.0031573712217091,0.0037132496525472815
2023-12-20,0.0069798103115515,0.0018968728380159405
2023-12-21,0.0106097123354867,0.005350375737073406
2023-12-22,0.0051640763797667,0.006771612360772628
2023-12-26,0.0031964295704063,0.005582927288762773
2023-12-27,0.0041192912404553,0.0038447162354389992
2023-12-28,0.0031881532053261,0.003097919667486974
2023-12-29,0.0041046665399709,0.0028624208871180844
