DlyCalDt;AAPL;AMZN;AVGO;BRK.A;BRK.B;GOOG;GOOGL;JPM;LLY;META;MSFT;NVDA;TSLA;UNH;V;XOM;ABBV;BAC;COST;CRM;CVX;HD;JNJ;MA;MRK;PG;ABT;ACN;ADBE;AMAT;AMD;AMGN;CAT;CSCO;DHR;DIS;GE;INTU;KO;MCD;NEE;NFLX;ORCL;PEP;QCOM;TMO;TXN;VZ;WFC;WMT;PFE;SP500
05/01/21;2204015685.63;1618910530.00;174113835.30;221841180.00;311850451.44;572151617.08;523285236.50;383006706.95;159098718.24;651953820.00;1644273400.00;331901610.00;705598273.94;327153480.80;363739673.27;183928179.00;188022981.00;261772905.40;166435911.70;202690800.00;167479524.00;286429696.05;416836858.62;343414247.40;205185757.40;343921352.20;195775106.52;170519939.20;232645510.00;81958105.60;112344470.00;131713608.00;99763899.12;185838105.72;162512946.29;323062943.40;94343832.21;96919117.02;224240158.30;157576074.28;146479962.98;230659716.00;185356380.64;199686000.00;173160480.00;189337156.20;150231637.14;242409546.52;126225979.70;412368434.50;206716784.43;32889426900.00
06/01/21;2129825095.80;1578605140.00;173040112.98;224676661.00;315689117.04;570301323.21;518121702.40;400991104.65;157185554.24;633523860.00;1601638500.00;312335020.00;725630426.92;340882920.67;360534843.74;188621518.74;186398744.92;278122898.50;163902209.10;197777250.00;172869669.60;288066129.57;420759347.69;343542748.50;208424200.92;347541576.96;195367463.26;172384339.90;223362490.00;83083200.13;109389630.00;134888475.00;105315995.88;187612821.60;167897603.95;324294073.20;99512157.28;94851306.00;217106416.20;157218421.00;153650173.82;221664518.55;184208207.38;197243400.00;171751840.00;192305705.35;150976313.88;245347593.26;135156478.10;414943084.76;204938097.39;33074332800.00
07/01/21;2202501591.96;1590566480.00;180332477.07;227207761.00;319267301.76;587377925.25;533597268.20;414159341.61;158629993.06;646588440.00;1647216340.00;330397440.00;783279258.16;346348129.63;362552699.37;190101400.64;188393730.54;284264959.40;162972003.60;199451700.00;173678191.44;286655782.26;422180920.91;345826114.20;212573456.68;344293293.10;197263890.60;174010732.00;228837460.00;86495072.16;115238760.00;135333766.00;105517001.34;189979109.44;170284470.67;323316411.30;98723768.71;96856057.98;214699852.60;157948629.78;155334977.46;225384836.55;185680224.38;196608600.00;176875200.00;198298290.55;154396310.76;242202641.82;138216000.70;414914791.90;205994192.82;33579668900.00
08/01/21;2221511879.15;1600898100.00;181247581.32;228473311.00;320843896.56;593937759.29;540661415.90;414616572.06;159184810.62;643773420.00;1657252520.00;328732330.00;844690717.08;344792063.19;365333609.65;192215517.64;189382395.98;281410198.70;163866772.70;203166600.00;175333736.16;289702563.09;421312181.72;349770109.50;210068723.02;344144516.74;197813322.82;174645421.60;232217370.00;87409783.16;114536380.00;137918767.00;105533299.08;190401660.84;172969695.73;323515564.65;99336959.82;98387867.16;219512979.80;160847111.57;158939673.62;226053608.00;186592874.92;198968400.00;177943040.00;203042420.50;157356630.64;239181833.20;137223723.10;414858206.18;206383280.61;33774436400.00
11/01/21;2169864461.74;1566447630.00;181296386.88;227182450.00;320021325.36;580630761.28;528169091.70;420804424.15;177866857.08;617957040.00;1641179540.00;337268340.00;778623966.26;342287175.75;360992676.53;198050480.56;192471975.48;286081625.30;161240049.55;199698750.00;176334763.20;292006489.23;419548377.91;344185254.00;215052890.00;341813687.10;196448604.08;172126497.25;227018688.00;89605089.56;117769750.00;137386731.00;105315995.88;191669315.04;173417233.24;324239758.65;100300545.85;97830845.64;215731237.00;159625129.53;156118607.06;221048894.50;185562463.02;196084200.00;177340960.00;203458572.25;157494533.74;237774881.24;137430447.60;416725534.94;209940654.69;33540508100.00
12/01/21;2166836274.40;1569777490.00;182772755.07;227448540.00;319472944.56;574001910.95;522497323.90;427419024.66;171036861.60;604122540.00;1621861780.00;333882410.00;815338381.76;339080160.77;354159098.22;202447843.92;193813735.72;291185591.40;161324211.00;197200800.00;179684353.68;297497154.33;416284024.59;338966132.40;210220525.06;339830002.30;192903880.08;170837284.00;225778855.00;91480247.11;115474905.00;136819997.00;107315185.32;193486286.06;170980640.13;318627255.15;103191303.94;96078329.82;215344467.85;157665487.60;156236151.50;218900853.75;183766602.28;195173400.00;175455200.00;197680007.95;158404694.20;236947262.44;140324590.60;421478735.42;206661200.46;33560909300.00
13/01/21;2201996894.07;1592442670.00;183512972.73;229222906.00;321501953.52;576581805.60;525450492.50;427815291.05;177445961.00;605445840.00;1632501640.00;335046130.00;820108856.14;336869407.84;354989979.95;204731090.28;198527551.30;289455433.40;162542337.25;199634700.00;179511099.00;295042504.05;415652214.27;342336815.10;208322999.56;340350719.56;198770398.30;169964585.80;225970335.00;89687413.55;111145580.00;137485042.00;106418809.62;191669315.04;170376819.68;318862618.20;101351730.61;95891780.16;215559339.60;158030591.99;160330616.16;224897652.05;182706750.04;196774200.00;178829120.00;198845232.85;157586469.14;236119643.64;139745762.00;417178220.70;204882513.42;33634200600.00
14/01/21;2168686833.33;1573117410.00;183862745.91;228967849.00;322201139.04;571908416.82;520539571.60;430314817.51;178584293.58;591009840.00;1607448920.00;326838190.00;811076630.00;332590225.13;342289359.22;212722452.54;197079862.62;294040352.10;160504744.25;197274000.00;183823215.48;288895112.34;422918032.95;323160497.10;207892893.78;336730494.80;195030714.48;168589425.00;221767349.00;96776423.80;109946690.00;139751978.00;107239129.20;190781957.10;168146235.90;313992413.55;102140119.18;96036290.46;211562725.05;155355643.50;161682377.22;221828389.70;181352494.40;195628800.00;182725600.00;196942824.85;157862275.34;236036881.76;143673527.50;415820163.42;204271089.75;33501424200.00
15/01/21;2134438525.44;1561437750.00;181332991.05;227357680.00;320103582.48;570597107.31;519547162.60;422602863.92;182487148.14;604772160.00;1604656900.00;318401220.00;792992980.64;333320817.30;341831526.43;202490126.26;195120186.48;285562577.90;160420582.80;195023100.00;177278038.68;296700469.59;421996642.90;319532812.20;210954234.92;334201296.68;197263890.60;167696892.75;219282896.00;94343292.54;106822310.00;141966867.00;105728871.96;191965101.02;168181754.75;310389548.40;99249361.09;97481393.46;209285084.50;156406250.01;160722430.96;220552852.10;181882420.52;195118200.00;178454240.00;199411991.90;155545503.26;237443833.72;132469059.60;409227927.04;203993169.90;33254102400.00
19/01/21;2146022311.68;1569742280.00;186791079.51;228755626.00;321556791.60;588564348.14;536643663.10;420773942.12;189862395.36;628206600.00;1633256240.00;322505190.00;810644695.70;334165267.99;341950223.82;206506948.56;198050873.32;283486388.30;157014258.85;198335400.00;181936664.52;294116627.19;428525349.54;322181911.80;210473528.46;331275361.60;199514790.34;169144778.40;218526550.00;99904735.42;108323950.00;143574541.00;105424647.48;190950977.66;167727113.47;311874146.10;100125348.39;101144072.70;208468571.85;155795258.99;162230917.94;222231424.15;180439843.86;196042800.00;186042720.00;201092452.30;160142273.26;236078262.70;134908408.70;405691319.54;204159921.81;33509796600.00
20/01/21;2216532314.88;1643323949.70;187852600.44;228967849.00;321844691.52;620127798.10;565393451.10;414464161.91;192521693.32;643556880.00;1692869640.00;330935970.00;816307834.30;332884359.64;349326418.77;209424430.02;198827681.88;279766548.60;160039641.50;204447600.00;183611459.76;295311654.30;427472332.34;331048487.70;208626603.64;327134419.58;200081946.18;172999195.45;224859751.00;98642434.24;107501100.00;145939788.00;104490243.72;191584804.76;168394867.85;314372615.40;99774953.47;102329057.16;209199135.80;159178062.93;164660169.70;259687054.30;181234733.04;195035400.00;186985600.00;204445446.40;159351628.82;236947262.44;134205545.40;411689405.86;202881490.50;33986107000.00
21/01/21;2297786699.52;1665284419.35;189861762.66;229746000.00;321022120.32;621557421.25;566620429.50;410989210.49;193564367.70;656525220.00;1696772333.52;343359300.00;811067031.46;336831455.00;347851179.78;203420337.74;196426637.24;274835598.30;160704074.00;203285550.00;177124034.52;300425509.05;425761179.39;330583906.80;205388160.12;324853182.06;200188287.90;170533161.90;225955974.00;98761346.67;110868458.40;145748949.00;104408755.02;190612936.54;165588878.70;310099870.80;96971794.11;100303285.50;210359443.25;159103551.83;163994084.54;256808236.80;180204321.14;192661800.00;187156000.00;203066200.60;160978885.40;236988643.38;132303680.00;409822077.10;202770322.56;34015657900.00
22/01/21;2334720510.72;1657851799.95;189129679.26;227552380.00;319322139.84;624778181.45;569149568.80;407819079.37;197189813.48;660295476.00;1704163705.20;339521500.00;812650790.56;329762738.55;342560667.54;200545138.62;195720447.64;272932424.50;160482596.50;206579550.00;176585019.96;305754684.00;430552407.65;325196745.30;204882153.32;322348780.00;199993328.08;168437363.95;226157028.00;97261220.63;112394671.20;146599050.00;104272940.52;188974170.00;169098141.08;312815598.30;97322189.03;98490338.10;208382623.15;158991785.18;164973621.54;250310967.15;177701892.24;191254200.00;184509120.00;203953991.00;158873564.74;237816262.18;131890231.00;414009420.38;203159410.35;33918271400.00
25/01/21;2399354680.32;1658743110.00;189036135.27;228383100.00;319445525.52;624235910.60;569666824.40;402728580.36;203130187.70;668738598.48;1731164838.48;338054470.00;845439403.20;330009432.01;340797163.46;198304174.60;195084877.00;269558616.40;160296555.40;206716800.00;174987226.80;306917413.08;436949487.14;325394439.30;205312259.10;327903097.44;203325368.64;166632465.40;226635728.00;98898553.32;114017786.40;148680930.00;101773953.72;190071630.00;169176282.55;311204266.65;96271004.27;98379984.78;209628879.30;158961980.74;170184758.38;246595078.10;179291670.60;193448400.00;186758400.00;205630488.05;158974693.68;241747451.48;133295957.60;413641613.20;207217040.16;34044895500.00
26/01/21;2403383823.36;1674922653.45;188661959.31;226630800.00;317471354.64;628003465.44;573791159.15;401082550.74;203484123.04;678456608.40;1752283043.28;332656790.00;847637468.86;325549973.31;342543710.77;193949093.58;192083571.20;267655442.60;161669715.90;207027900.00;172022646.72;304247442.60;448795930.64;323921619.00;203035228.50;330010762.54;203343092.26;167260543.65;227995236.00;96529451.83;114720328.80;149548380.00;101703330.18;191042460.00;166214010.46;306985836.60;98898966.17;98477200.80;211820571.15;160482007.18;166971877.02;248875987.35;181941301.20;195684000.00;184656800.00;201270803.05;157641630.38;234091977.58;129740296.20;417347977.86;207383792.07;33999252300.00
27/01/21;2384916917.76;1627814147.70;180865271.10;222899050.00;311699646.72;599686249.24;547022558.78;389743235.58;198557725.74;654618618.72;1756582106.40;319843490.00;829467432.64;315947904.79;330606144.69;191750411.90;181473072.46;258053065.70;157864732.45;205673700.00;169789586.40;295042504.05;441951318.84;311852400.30;194989720.38;318331818.28;202563252.98;162705323.50;220202000.00;90172210.38;107610115.20;145187998.00;98128692.54;192899700.00;157845769.40;295163369.55;99687354.74;95405700.06;208554520.55;154237977.00;157098144.06;231758095.60;184149326.70;190495200.00;174569120.00;191223710.80;149934540.27;228133122.22;124737563.30;406964498.24;201436307.28;33124639900.00
28/01/21;2301480080.64;1630352115.30;183728530.62;225994780.00;316621364.40;610272859.16;557325808.40;396601692.33;200997009.84;637443720.00;1802061668.88;323142760.00;801890827.22;320843821.15;336117094.94;194752458.04;183980045.54;262291952.80;158161512.30;207247500.00;171368129.04;299348908.05;445320973.88;320541051.60;197140249.28;323241438.16;213374661.18;164847400.90;222916229.00;92523017.65;106011225.60;143273825.00;100144179.72;191380140.00;162370870.89;311186161.80;97146991.57;97202882.70;211218930.25;154103857.02;161545242.04;238543247.00;180233761.48;192082200.00;176704800.00;196772400.80;155732045.97;229126264.78;127383636.90;406709862.50;199324116.42;33433233200.00
29/01/21;2215357148.16;1614530103.00;183804000.00;223320900.00;312398832.24;601307651.44;549554764.32;392212280.01;198940358.54;621399381.84;1749492423.36;322145800.00;761672944.62;316507709.18;327774030.50;189594012.56;180925775.52;256496635.10;156110630.65;207004081.04;164014430.40;291565082.82;429446739.59;312178230.00;194989720.38;315714047.96;219046219.58;159941779.20;219613199.00;88719465.48;103737873.00;139618969.00;99329292.72;188172180.00;169104240.00;305104776.88;93555443.64;98919223.20;206921495.25;154863870.24;158430314.38;235792869.05;177907974.62;188466600.00;177534080.00;202011949.50;152474399.91;226555500.00;123538561.20;397486390.14;199546452.30;32812790600.00
01/02/21;2251955197.44;1683357367.20;190429920.00;224667575.00;314386712.64;622798600.60;569316192.59;395108072.86;194320067.48;630251430.48;1807492064.40;328277600.00;806094987.74;316906214.00;336441173.04;189932271.28;180607990.20;259178387.44;155264586.60;209665509.64;166343743.32;290757632.07;428341071.53;317379720.00;195723430.24;317585529.72;217185239.48;163677191.95;224989000.00;92876469.81;106184749.50;139040669.00;100350617.76;191633400.00;171884250.00;310184716.08;94081036.02;102301147.20;208339648.80;154930930.23;160056345.80;238738120.80;181087531.34;189032400.00;183554880.00;204298802.45;158704417.94;224610640.00;123993355.10;394034661.22;198990612.60;33346916700.00
02/02/21;2266225079.04;1702049700.00;194567040.00;227280449.00;318389892.48;631367465.56;577150391.44;407270402.83;188982339.92;642447051.84;1806436154.16;336207400.00;837750972.66;321384649.12;343649657.54;192934317.42;182673594.78;268434758.42;157505938.90;214933302.80;167595027.12;293007728.16;424497558.75;330023190.00;196760744.18;317142284.04;213108806.88;164457331.25;232135991.00;95060502.99;107638339.50;139075367.00;104577165.00;193448430.00;174258990.00;321052157.44;98460972.52;105184682.40;210402417.60;156294483.36;162466006.82;242777323.20;183619400.58;190964400.00;187190080.00;205511587.55;160811765.25;225521000.00;127135567.50;398278590.22;194488311.03;33816880100.00
03/02/21;2248597578.24;1668074169.45;189797520.00;227604949.00;318993111.36;678063848.92;619181394.56;411934153.42;188408390.72;641412709.20;1832758488.00;335556400.00;820377615.26;320597127.69;341529515.04;200502856.28;188817444.30;273192706.12;157342045.55;215502297.88;171252625.92;295171696.17;422523151.50;328493340.00;195622228.88;317536280.20;213073359.64;164206099.95;230695104.00;91646804.07;106463354.25;136929347.28;104006744.10;193195170.00;169381530.00;320090597.52;98110577.60;104100276.00;209585904.95;155512116.81;162701095.70;238919707.75;183030593.78;190467600.00;184372800.00;198254693.70;155133890.62;226721020.00;131063333.00;399495183.20;193654551.48;33842994400.00
04/02/21;2306516509.44;1677375015.00;192017040.00;230239240.00;323229353.04;675541667.72;617602525.31;421414064.75;192866062.84;641027837.52;1825291694.16;338873400.00;815866301.46;312465731.72;354911854.50;204350549.22;191606893.22;281151455.00;157625536.75;218402337.32;171329628.00;300177890.82;426445640.57;336399210.00;192358485.02;317733278.28;212222625.88;167273766.35;234266206.00;94739321.64;106402788.00;137010206.52;104115395.70;199442250.00;167461830.00;326984800.72;100300545.85;107545183.20;210617289.35;157240774.33;162603142.00;244548903.20;186504553.90;192703785.12;168093920.00;193791961.60;158281108.00;228169320.00;135032443.40;403258133.58;193932471.33;34211092900.00
05/02/21;2295940008.96;1688025414.75;190132080.00;230006249.00;322393072.32;687212488.00;628188467.71;420591049.94;193009550.14;644900608.80;1826724715.20;337056800.00;818016374.42;307901902.71;354097719.78;211200288.30;191959988.02;280026849.18;157324327.35;219237475.26;171830141.52;300220954.86;432921696.35;334346250.00;191776577.20;319063015.32;219826058.86;167624167.90;235577844.00;92417639.31;106475467.50;136490397.12;104848794.00;202945680.00;167504490.00;328672066.24;99862552.20;106627819.20;213367647.75;158395696.38;163778586.40;243942137.05;187240562.40;194469684.64;165674240.00;195218767.60;156376213.27;228914160.00;134618994.40;408435726.96;194099223.24;34345795200.00
08/02/21;2298458223.36;1673316281.10;192968430.20;231757900.00;325491423.84;685545227.96;626892291.24;427175168.42;196835878.14;641244327.84;1828761113.52;358081000.00;828757140.68;307740603.14;350909025.46;220290991.40;188623242.16;286255435.26;159388497.65;219274184.62;176103756.96;301480578.03;434158991.56;332648610.00;189853751.36;318078024.92;220659069.00;170116646.85;236362912.00;97446421.59;110799897.75;137212354.62;107266292.10;206575740.00;167547150.00;344710160.00;101702125.53;106726401.60;214527955.20;157650585.38;163386771.60;242671028.40;185797985.74;193697103.60;167423680.00;196487039.60;161152253.68;227796900.00;138091966.00;410331348.58;193543383.54;34595245100.00
09/02/21;2283348936.96;1664282325.00;193756306.38;235067800.00;328905094.32;682466201.56;624146562.43;425468174.74;192952155.22;648147963.60;1838565994.32;353728600.00;815357578.84;312759866.23;350281463.28;214075487.42;186080959.60;285044321.30;159268899.80;217227637.80;175102729.92;297970858.77;437712924.61;329105280.00;189853751.36;316846786.92;221811104.30;170361266.80;237459135.00;96703116.18;110121555.75;136680993.90;107173938.24;204718500.00;168507000.00;341462627.44;101088934.42;107222052.00;213582519.50;160929073.78;164229173.42;247609307.65;187446644.78;192593416.40;165980960.00;193926715.50;159836311.91;227590000.00;137513137.40;412594777.38;194377143.09;34549820300.00
10/02/21;2272940317.44;1655006657.70;191886631.30;234477210.00;328918803.84;686354291.28;627481735.76;425712030.98;195515794.98;653969147.76;1831400889.12;366153400.00;772509696.28;316336921.40;350145774.16;216147322.08;183697569.70;285303845.72;157745134.60;217245992.48;178105811.04;300037932.69;439134497.83;329865270.00;189474246.26;315738672.72;222059234.98;169872026.90;235841129.00;97161946.68;111865863.75;137726388.36;107412971.76;199400040.00;168855390.00;344038882.32;99862552.20;108793893.60;213152776.00;159751798.40;164385899.34;249611193.05;186269031.18;189972159.30;165288000.00;192174914.80;160452872.04;227424480.00;137265068.00;407784991.18;193098711.78;34525162300.00
11/02/21;2268575412.48;1642694493.45;195291236.14;234710850.00;328699451.52;686521344.84;628164408.75;424523231.81;193784381.56;650409084.72;1843996389.84;378218600.00;779075097.64;316023810.47;357303375.24;210735182.56;183167927.50;284438764.32;156008751.00;221394150.16;177143285.04;298283073.06;437160090.58;338412690.00;189094741.16;316009545.08;224806396.08;171214130.95;237731994.00;103695693.00;112241374.50;135751112.64;107755224.30;200872577.88;171109260.00;346361140.24;100388144.58;111951268.80;216160980.50;159654933.97;164464262.30;246953823.05;184590931.80;186205826.73;165356160.00;195809306.75;164925233.58;225934800.00;135280512.80;407473769.72;191375608.71;34579686200.00
12/02/21;2272604555.52;1650540036.15;198528468.32;236885000.00;332401021.92;689213855.16;630053037.11;430558673.75;198289882.78;650673684.00;1847767497.84;371039000.00;783356046.48;311441005.04;356116095.44;213610381.68;184386104.56;288677663.18;156146198.50;220595721.58;178163562.60;298767543.51;438529012.94;336567000.00;189752550.00;314261187.12;227269979.26;170222428.45;238794708.00;107091038.70;113585945.25;137004430.86;107559651.42;199648259.94;174834900.00;340482924.88;102753310.29;113367021.60;217836980.15;159379242.90;162857821.62;246479925.40;185709664.72;184688256.83;168105280.00;201270803.05;165311733.96;224279600.00;138629449.70;408746948.42;192987543.84;34755879800.00
16/02/21;2236006506.24;1646236682.10;199675583.38;239697117.00;336267106.56;695041076.40;634765585.90;440922563.95;196826312.32;659020588.56;1838038039.20;380190200.00;764254951.88;308006273.02;352622100.60;220037297.36;183962390.80;296463395.78;156699516.00;228139495.06;179280092.76;296485149.39;434553873.01;336774270.00;187855024.50;314999929.92;226897783.24;169944751.75;240135068.00;108605179.35;110787784.50;134480467.44;109944554.04;196355266.86;172253970.00;338088096.40;104855679.81;115631678.40;216032057.45;160221218.33;159057218.06;246816525.60;182942272.76;185391857.42;167173760.00;198199206.80;166342401.64;224072700.00;143838907.10;412113798.76;192820791.93;34731064600.00
17/02/21;2196554480.64;1666224486.72;196960880.48;240454500.00;336225978.00;697140710.36;637147422.94;442294255.30;197495919.72;658058409.36;1841809147.20;369668800.00;766107470.10;310131632.06;351960616.14;223462166.90;187652231.46;297674509.74;158487838.16;227286002.44;184650987.84;302438752.92;436107073.38;332944710.00;191118768.36;316329666.96;225515340.88;171088515.30;235151801.00;106182554.31;108946570.50;136080325.26;109901093.40;195257602.50;170576010.00;338251380.16;103892093.78;113865410.40;215430416.55;159043942.95;158058090.32;244185729.30;182795071.06;185502226.14;164436000.00;197557144.10;164290268.67;235824620.00;151280989.10;416470899.20;193932471.33;34723966900.00
18/02/21;2177583932.16;1676089971.54;197279296.76;238442600.00;333826812.00;693501563.20;633294981.97;443787874.77;192387771.84;648003636.72;1838716838.64;367759200.00;755769842.52;311602304.61;355081465.90;219952732.68;187246172.44;295771330.66;157992065.68;226689475.34;182879940.00;304731913.05;436317676.82;334060020.00;190789863.94;318964516.28;222271918.42;170328210.05;233782719.00;104090287.23;107371848.00;134301421.98;108608139.36;195637563.24;168791400.00;332010312.00;101877322.99;113750397.60;218180774.95;160519262.73;158156044.02;242803896.90;182736190.38;186757670.33;163481760.00;193728548.00;162431385.89;235783240.00;152810750.40;389479510.76;192098200.32;34562076000.00
19/02/21;2180270027.52;1636643140.20;200014410.96;236495600.00;331564741.20;688241013.84;628182452.97;451195008.06;192196455.44;629168978.88;1817447789.52;370177200.00;749933930.20;307968320.18;347245419.22;221432614.58;185392424.74;298799115.56;157040359.58;226276495.04;184419981.60;301060703.64;429051858.14;328838790.00;188006826.54;313029949.12;218071420.48;168120019.15;229354744.00;109623783.06;108510493.50;133816266.54;114035286.78;192851184.48;164411640.00;333189583.60;105293673.46;112644084.00;215344467.85;158142358.64;153003679.40;239260736.90;179968798.42;182811988.59;164651840.00;189788978.10;164124625.65;233590100.00;156407756.70;391403425.24;191431192.68;34493420500.00
22/02/21;2115300096.00;1601814302.52;194462537.36;239643250.00;335842111.44;676363833.28;617791989.62;455432010.23;191966875.76;626210277.84;1768725074.16;356022600.00;685815683.00;310871712.44;353334468.48;229593106.20;189011646.44;304076112.10;155021857.34;221128007.30;189405866.28;296980385.85;426129735.41;336231420.00;189575447.62;311700212.08;217202963.10;167022535.05;224003419.58;105742077.03;103410815.25;133689202.02;118462839.48;191795737.98;160330500.00;347903264.64;109498412.50;109960452.00;217579134.05;158008238.66;147126457.40;236408493.10;189742991.30;182094591.91;158426560.00;183614078.80;159763454.72;233590100.00;154051097.40;389564389.34;190430681.22;34217497500.00
23/02/21;2112949762.56;1608743811.00;192641849.40;240814695.00;336609844.56;678322618.16;619554308.44;459089853.83;193688723.36;639500378.04;1759372726.32;350721600.00;670784369.36;312646007.71;359762740.54;232764281.70;187616921.98;307276913.28;151454066.10;216254839.76;191792930.76;287710851.24;422365198.92;345864540.00;188588734.36;314014939.52;214101329.60;169376175.65;224228702.80;106577148.54;102647680.50;134260992.36;119614546.44;192133480.86;159157350.00;357573291.76;110286801.07;109286805.60;217192364.90;157456856.52;146362418.54;241887104.25;189890193.00;183184483.02;155768320.00;181842461.35;159541932.80;235990140.00;153554958.60;383283374.42;188485242.27;34258515800.00
24/02/21;2104387833.60;1591132988.94;196307718.88;243375000.00;340613024.40;686285504.52;626678767.97;467167591.78;195640150.64;635783960.88;1769026762.80;359575200.00;712230865.08;315207824.41;372178295.02;239740867.80;191889369.06;314716613.32;150812217.80;220687494.98;198877122.12;279883961.97;428025166.37;362544840.00;188664635.38;314359686.16;216901661.56;171412471.45;228456358.12;112697947.41;105312595.50;132834404.34;120858607.26;193104491.64;158553000.00;358335282.64;114929533.76;113145211.20;217922928.85;158909822.97;144501298.24;245102521.95;190478999.80;182232552.81;160289600.00;180990341.10;165578405.12;236362560.00;158309622.10;376889188.06;187595898.75;34645715700.00
25/02/21;2031191735.04;1539579661.68;186624598.16;238702200.00;334087292.88;665384156.16;606270755.15;460827329.54;194970543.24;612643551.12;1727092041.84;330026000.00;654831595.88;312038762.27;362544367.50;235766327.84;189488324.42;310823747.02;147802170.60;212069972.72;197029072.20;274802405.25;428472698.68;349960590.00;188791137.08;311700212.08;215483771.96;167782840.30;220087326.16;104549117.73;99837406.50;131407816.32;120505489.56;192175698.72;155893860.00;346488138.72;111775979.48;106244443.20;215602313.95;157181165.45;145089020.44;242130696.50;192245420.20;179349170.00;153962080.00;178933362.45;157400554.24;233797000.00;155291444.40;373324287.70;187984986.54;33795223800.00
26/02/21;2035724520.96;1557593362.14;191848860.74;236612420.00;329727665.52;667185714.16;608063147.67;449090138.02;196371903.14;619691513.76;1752660154.08;340119600.00;648381377.00;315217312.62;360237652.46;230174470.71;190256126.68;299657886.06;146518474.00;198689411.00;192637700.00;278129102.34;416540632.80;348594265.95;183751547.92;304189660.28;212193743.62;165878771.50;220331782.42;108458353.59;102369075.75;129906144.72;117720227.52;189431537.82;156449852.68;343157506.56;109949992.68;106835937.60;211113194.88;153692212.08;144011615.00;238653970.75;189919633.34;178231686.71;154711840.00;177238353.44;159006588.16;228839639.70;149530650.19;367580837.12;186794795.21;33646155700.00
01/03/21;2145350787.84;1584389811.72;199896493.16;245162995.00;341654947.92;681811089.56;622423339.42;459251653.00;197886216.22;637227229.68;1787052659.04;343275400.00;689587909.22;317522947.65;367429175.82;238768441.20;191439267.62;308981726.94;146859317.58;199643854.36;196586772.85;281660353.62;418801297.60;357509846.30;183144272.08;306061142.04;216498559.09;170678611.60;225077109.82;112184057.25;104646366.75;131130584.64;119836007.04;193864413.12;160723076.68;353940174.72;114947719.62;111291314.40;215034668.80;155265369.00;148774111.25;243875702.80;194806729.78;180261869.76;158460640.00;180971511.08;163990831.36;229087928.64;153334028.63;371683301.82;187910321.01;34448826900.00
02/03/21;2100526571.52;1558399118.94;196193194.02;245214915.00;341668657.44;679953847.04;620865521.76;457756415.06;195653083.64;623011032.00;1763898055.92;332475000.00;658882179.76;317513459.44;365970517.78;237371391.81;190450373.70;306737098.58;145394132.84;195908676.98;197338059.88;280228474.29;418012693.60;357431034.54;184333520.60;305100776.40;217065448.37;171386026.05;223648718.34;107825167.50;101908772.25;130350870.54;117687509.28;192154589.79;159597794.36;352052300.16;113807887.16;110015220.00;215896531.20;155578509.24;148048957.50;242626738.90;196249306.44;180882891.36;155677440.00;181975683.23;161424869.12;227515432.02;153540733.98;368118401.46;186906347.79;34168229100.00
03/03/21;2049154997.76;1513311990.00;189068324.12;247710320.00;344862975.60;663861020.76;604905409.17;466605782.46;193602052.00;614375473.68;1716306672.96;317557800.00;626976632.80;315834046.27;364410092.90;239276459.16;188437268.22;314420634.12;143345613.28;189053204.00;199553393.43;277074033.36;410652389.60;354899206.75;185472162.80;303278544.16;211130826.22;168047294.30;214953744.70;105934785.84;97947739.50;129340130.04;117191282.64;190529202.18;156456974.72;349002656.64;117841140.48;106444346.40;215379413.76;153453629.04;142130135.00;230615426.50;196985314.94;178219398.72;149565760.00;177584891.28;157455934.72;229170691.62;155814492.83;360988600.74;191814661.31;33714486800.00
04/03/21;2016753972.48;1499498296.86;181118684.18;240285760.00;336541296.96;671191724.04;611678006.41;459434743.36;192202750.04;619739622.72;1710046633.68;306782200.00;596491669.76;316725938.01;358728111.00;248547786.93;186565433.30;315111289.00;141186047.36;188438322.22;201306396.50;270151488.93;402372047.60;344308876.50;182612905.72;300791443.40;205515079.29;163300345.00;210452873.56;99327626.64;94180518.75;128167671.06;116024332.08;188122784.16;152703659.64;341324089.92;118980972.94;103054207.20;215207041.28;152722968.48;139719488.75;226447784.55;193158070.74;177791583.84;145180800.00;173843857.78;150681056.00;226770565.20;153623416.12;360818843.58;190754911.80;33264796000.00
05/03/21;2038410616.32;1511025655.08;183793062.28;247658400.00;347056498.80;690664928.24;630666540.59;460502770.46;198317507.92;635711797.44;1746777225.60;309045200.00;573944699.30;329335769.10;365359916.74;257946119.19;188419609.40;318823558.98;140424888.88;193421617.84;209975093.00;272939885.52;410336948.00;355519849.36;185042009.08;310222726.48;207711775.25;164959793.85;211157570.00;104108640.45;95113239.00;131529105.18;120054128.64;195257602.50;155509743.40;344882007.36;119244011.20;104664386.40;218869956.48;154609265.64;138563162.50;228706549.05;205994058.98;183587785.44;147396000.00;175974277.91;155009963.52;231736344.00;154739625.01;365317408.32;191814661.31;33906507400.00
