DlyCalDt;AAPL;AMZN;AVGO;BRK.A;BRK.B;GOOG;GOOGL;JPM;LLY;META;MSFT;NVDA;TSLA;UNH;V;XOM;ABBV;BAC;COST;CRM;CVX;HD;JNJ;MA;MRK;PG;ABT;ACN;ADBE;AMAT;AMD;AMGN;CAT;CSCO;DHR;DIS;GE;INTU;KO;MCD;NEE;NFLX;ORCL;PEP;QCOM;TMO;TXN;VZ;WFC;WMT;PFE;SP500
04/01/16;584111705.45;300022290.00;39338997.20;159195245.00;163222939.25;255753791.04;222197714.64;234193490.60;91826340.99;234588766.80;434290000.00;17415060.00;29361659.25;110998957.68;146530294.70;322461254.94;94177774.67;171077046.40;70162022.58;50935440.00;167218987.45;166181162.67;278022533.12;104313185.54;146605136.64;213211306.01;64039539.60;63940482.62;45783493.73;21071850.43;2193840.00;119388360.00;39586089.66;134059246.39;62826928.80;170244270.44;310454729.69;24916697.52;184396964.00;107965483.40;47697713.52;47056282.40;150193615.00;143893173.27;74929400.00;55374847.50;54952303.12;186639204.51;270254385.83;196788343.78;197243420.85;18330362600.00
05/01/16;569474259.77;298515090.00;38022904.80;159767000.00;163847118.75;256008910.48;222809208.93;234598414.90;93200356.47;235759186.20;436271250.00;17694820.00;29364287.75;111208641.44;147633627.17;325208794.68;93785435.39;171077046.40;70333535.61;51161200.00;168649335.57;165369718.83;279184649.60;104511227.66;148476810.45;213891449.26;64024622.40;64273277.04;45967683.06;21094667.81;2178000.00;119260180.00;39172703.52;133450116.91;62943427.25;166805660.20;310758006.86;25331183.80;185049311.75;109453016.00;48162854.88;46072020.40;149731480.80;144883831.95;73464300.00;55279063.98;54375880.36;189202594.50;270152229.57;201463107.56;198663326.54;18385082700.00
06/01/16;558329840.90;297978150.00;36853352.10;160103565.00;163946987.47;256367456.72;222165530.73;231211775.30;92613075.66;236309971.80;428346250.00;16963140.00;28787332.00;110074442.92;145697956.17;322502884.33;93801782.86;167432678.40;69682665.65;50656560.00;161986924.59;163658079.48;277773508.16;102706843.90;146437524.06;211823813.78;63487603.20;64147694.24;45310575.18;20227607.37;1983960.00;118166880.00;38555535.48;132028814.79;62210172.30;165912944.08;305804479.75;25420945.16;184049045.20;108718432.00;48006272.64;50359979.20;150487700.40;144927537.48;72716800.00;54856020.10;54021936.56;185215098.96;264993338.44;203480300.15;195144429.83;18147688600.00
07/01/16;534765771.15;286339740.00;35681034.50;158615380.00;161637523.32;250427310.84;216802521.00;221861705.10;90208548.57;224720524.80;413447250.00;16290640.00;28341801.25;106833875.72;142833163.09;317340839.97;93523875.87;161393440.00;68086275.14;49335200.00;156246711.74;158992277.40;274536183.68;100825443.76;145152494.28;209973824.14;61966048.80;62263952.24;44359759.99;19634355.49;1801800.00;115346920.00;37228041.96;128983167.39;60613458.25;164491211.00;292864653.83;24932537.76;181004755.70;106202481.80;48218119.20;49024806.40;147210748.80;142144952.07;68979300.00;53602852.38;52282555.60;184197880.71;257433775.20;208219101.79;193847994.20;17721250100.00
08/01/16;537602767.68;285920550.00;35446018.00;157252900.00;160201910.47;246317819.32;213850378.71;216892179.60;90031256.25;223366510.20;414715250.00;15940940.00;27730675.00;104994377.28;141071702.48;310929913.91;90973670.55;158269696.00;66894479.47;48624720.00;154571698.81;157090455.90;271603223.04;98900034.26;142694176.44;206681930.81;60668252.40;61661154.80;43732520.65;19155190.51;1694880.00;113631570.00;36849589.86;125785237.62;60647722.50;164077916.50;287607849.55;24589332.56;180526367.35;106037200.40;48434571.12;47668236.60;145572273.00;141620485.71;68583125.00;53542987.68;50927456.48;182407576.59;253143212.28;203448281.22;191378593.00;17528085500.00
11/01/16;546307762.99;290955540.00;35401779.60;156571660.00;160239361.24;246855638.68;214482353.67;216560877.90;88945340.79;223779599.40;414477500.00;15967840.00;27316686.25;104441574.64;143084800.32;306766974.91;88080168.36;159415068.80;68042297.44;48591520.00;152012128.49;159474072.18;269970726.08;99659195.72;143169078.75;208586331.91;60757755.60;62307906.22;44494168.42;19029694.92;1853280.00;111358260.00;35789923.98;128272516.33;60613458.25;165185545.76;288922050.62;24816376.00;180830796.30;107148258.70;48623390.88;49200261.80;146790626.80;141955561.44;68874650.00;53830338.24;51787034.28;183465483.57;255850353.17;205625568.46;191810738.21;17546162200.00
12/01/16;554236516.68;291026190.00;35921580.80;157334000.00;160788639.20;250316988.92;218072322.54;217039424.80;89089390.80;228048187.80;418281500.00;16236840.00;27595307.25;106995904.08;144710763.96;313053012.80;89649525.48;159415068.80;68629399.74;49441440.00;154609339.55;161642148.69;271824578.56;100605396.96;144593785.68;208151040.23;61846711.20;63425593.14;44713204.38;19109555.75;1892880.00;113695660.00;35865614.40;128678602.65;60681986.75;167731439.88;289528604.96;25040779.40;183179248.20;107836931.20;48531283.68;49889245.20;148597151.40;142217794.62;69547400.00;54664453.06;52110640.04;182814463.89;262337275.68;203704432.66;191378593.00;17681740400.00
13/01/16;539986938.37;274032510.00;34093981.90;154495094.50;157605323.75;241522263.36;210532510.17;211075994.20;87870506.10;219029073.60;409247000.00;15741880.00;26325741.75;104107986.84;141497550.10;314926335.35;83666351.46;155145952.00;66898877.24;48040400.00;153066069.21;153920753.40;268448906.88;98129870.46;141520888.38;206355462.05;60086481.60;62326743.64;43956534.70;18482077.80;1782000.00;109676840.00;35452228.26;124871543.40;59290858.20;162804969.44;285484909.36;24209166.80;182005022.25;105706637.60;48181276.32;45601286.40;143177577.60;140586121.50;68919500.00;53387339.46;50381371.76;179640742.95;254011540.49;198261214.56;187489286.11;17236875200.00
14/01/16;551796900.16;279303000.00;34613783.10;155914750.00;159877337.13;246404008.32;213990817.59;214241766.00;91460675.58;225753247.80;420896750.00;15424460.00;27097206.50;105566242.08;142852519.80;329371733.68;89191796.32;156083075.20;67365040.86;48518480.00;160857702.39;151663925.22;273623092.16;99802226.14;144705527.40;207171633.95;61309692.00;63971878.32;44703248.20;19178007.89;1750320.00;115482640.00;36255711.18;125176108.14;59832233.35;163846471.58;293774485.34;24900857.28;182135491.80;107083982.60;48674049.84;45815256.40;146160443.80;139580894.31;71356350.00;54193517.42;50593738.04;182570331.51;258659650.32;201911372.58;192057678.33;17523378100.00
15/01/16;538545346.79;268554780.00;33170505.30;154090000.00;157468004.26;239415804.20;207875874.69;209971655.20;90020175.48;217950451.80;404095750.00;14585180.00;26940810.75;104146111.16;139039247.93;322960807.62;93736392.98;150564460.80;66138063.03;47051040.00;157470035.79;151169451.63;268393568.00;97601758.14;142861789.02;203988563.54;60474328.80;62333022.78;44389628.53;18345173.52;1607760.00;114080200.00;34858349.58;119896985.98;58379429.15;155233414.20;288012219.11;24153725.96;180482877.50;105761731.40;48476019.36;44522877.60;143345626.40;136842014.43;68500900.00;52984250.48;48571202.04;180780027.39;249363430.66;198293233.49;190205627.43;17114674600.00
19/01/16;535939392.78;270580080.00;33198154.30;155468700.00;159490345.84;241946313.24;210389145.48;209861221.30;92225248.71;218615984.40;400688000.00;14703540.00;26905326.00;107300898.64;138187552.69;318048539.60;89894737.53;148273715.20;66173245.19;47011200.00;153404835.87;151841428.56;269777040.00;94862175.48;143420497.62;208749566.29;60310239.60;63657921.32;44394606.62;18767295.05;1544400.00;114080200.00;34369273.02;121064484.15;58667248.85;155349136.66;288012219.11;23992683.52;182309451.20;107892025.00;49650386.16;46170446.60;145152151.00;139522620.27;68904550.00;53842311.18;48763342.96;182570331.51;246247664.73;200310426.08;189464807.07;17135258000.00
20/01/16;536660188.57;269213330.34;34237756.70;152849170.00;155832653.97;240794828.20;210237003.36;204339526.30;91549321.74;216527589.00;402510750.00;14784240.00;26114147.50;109407267.32;136813226.28;304643876.02;93425791.05;142546851.20;65447613.14;46699120.00;148643282.26;147657421.26;264934888.00;93662920.42;141213598.65;206301050.59;59609131.20;62201160.84;43777323.46;18676025.53;1425600.00;116885080.00;34241181.54;116242209.10;58249225.00;152985092.12;283058692.00;24285727.96;179960999.30;106312669.40;48499046.16;46106255.60;142589406.80;136608918.27;68665350.00;53099988.90;49562244.68;180739338.66;244511008.31;194803170.12;189279601.98;16933898300.00
21/01/16;533943342.90;270743566.84;34431299.70;153648005.00;156818857.58;243601142.04;212609835.27;203382432.50;90197467.80;216091550.40;400054000.00;14956400.00;26281057.25;108177758.00;138516616.76;308473779.90;95403834.92;139110732.80;66133665.26;46154640.00;152539098.85;152424653.82;265460607.36;94752152.08;142247209.56;208722360.56;58893105.60;61717667.06;43807192.00;19178007.89;1655280.00;115196120.00;34753547.46;116242209.10;57858612.55;155431795.56;289023143.01;24275167.80;180004489.15;108204223.20;48374701.44;43799659.00;143345626.40;137628713.97;70339750.00;52553224.64;50391484.44;186639204.51;245226102.13;198133138.84;188785721.74;17024825400.00
22/01/16;562331607.86;280800751.96;34425769.90;155222156.00;158591527.36;250034289.00;218107432.26;209640353.50;91394190.96;224766423.60;413577453.87;15306100.00;26620133.75;108968837.64;140723281.70;318756239.23;96172166.01;141193228.80;67589327.13;47509200.00;157225370.98;155645071.56;267701832.00;96820592.00;143448433.05;210463527.28;59713551.60;64197927.36;44618620.67;19451816.45;1599840.00;117684320.00;35504629.32;118065240.00;58489074.75;160192948.20;285484909.36;24713414.44;182918309.10;108718432.00;49093137.60;43102116.80;146202456.00;139639168.35;71864650.00;54001950.38;50866780.40;191399785.92;250384993.26;200726672.17;189588277.13;17369116800.00
25/01/16;551353333.52;280871378.26;34420240.10;151657811.00;154958802.67;245352502.52;214643273.22;204891695.80;90540971.67;222632129.40;409622802.37;15289960.00;25809241.50;108063385.04;138865037.54;307974227.22;95877911.55;134945740.80;66309576.06;46426880.00;152237972.93;154313796.51;266733401.60;95467304.18;142247209.56;209076035.05;59161615.20;63890249.50;43194886.93;19292094.79;1679040.00;115686220.00;33717170.94;117054840.00;57824348.30;157531331.62;283463061.56;24217086.92;183353207.60;109453016.00;49010241.12;42417412.80;144269894.80;139770284.94;71126723.46;53770473.54;50644301.44;191359097.19;243438367.58;203160110.85;188291841.50;17102432000.00
26/01/16;554402854.17;283093752.50;34392591.10;153798040.00;157155914.51;245824818.24;214693011.99;210118900.40;90817990.92;223389459.60;412628337.51;15440600.00;25438623.00;108616187.68;139136031.48;319297421.30;95240360.22;138590108.80;65306884.50;46393680.00;158316952.44;154935058.20;279959393.92;95720358.00;143727787.35;214408358.13;59907475.20;64380022.42;43254624.01;19794077.15;1639440.00;115950120.00;34444963.44;119833440.00;58029933.80;159151446.06;286192556.09;24457330.56;183005288.80;110582438.90;49074716.16;41865370.20;148008980.60;140323888.32;72531917.24;53519041.80;51271287.60;196323122.25;246503055.38;204921152.00;189341337.01;17343627100.00
27/01/16;517974943.86;274665680.70;33828551.50;153352801.00;156282063.21;241325752.44;209950273.98;209971655.20;90596375.52;216757083.00;405114499.66;15257680.00;24717099.75;107062621.64;137258430.61;313427677.31;93360401.17;139110732.80;64968256.21;44773520.00;156754861.73;154136293.17;282670999.04;93310845.54;140710760.91;214381152.40;60369908.40;64022111.44;42239093.65;19497451.21;1686960.00;113454380.00;33955886.88;118368360.00;57735261.25;155927748.96;283058692.00;23963643.08;183048778.65;110986460.10;49153007.28;39019583.15;146664590.20;139770284.94;71051979.11;54209481.34;51240949.56;199496843.19;248086477.41;204761057.35;188415311.56;17154601900.00
28/01/16;521689814.47;299149464.70;34940041.30;152711300.00;157305717.59;252002845.76;218938362.30;210855126.40;85111394.37;250400903.40;411718767.67;15090900.00;24931322.50;106157169.04;134200070.43;320504673.61;91300619.95;140880854.40;65786241.43;43618160.00;161704619.04;155036488.68;282975362.88;91792522.62;137442315.60;217156136.86;54761041.20;64725375.12;42074816.68;19029694.92;1647360.00;111855900.00;35562852.72;116726460.00;57886023.95;154621738.34;285181632.19;24294968.10;185136291.45;112372987.40;49876048.80;40415127.21;148429102.60;141970129.95;65162124.33;51152390.66;51706132.84;199415465.73;249874211.96;205625568.46;186439790.60;17252350200.00
29/01/16;539709709.22;276384254.00;37186221.81;157626041.10;161999547.43;256136470.20;222756544.35;219027235.00;87648890.70;257515217.40;435723502.27;15773045.77;25249107.20;109759917.28;142956068.19;324084801.15;89747610.30;146776947.10;66459100.24;45191840.00;162739739.39;159448714.56;288979631.36;97953833.02;141548823.81;220935996.54;56461602.00;66270043.56;44369716.17;19957296.25;1742400.00;115158420.00;36238244.16;120187080.00;59511220.00;157301657.34;294178854.90;24528973.71;186658436.20;113658509.40;51446476.56;39314959.04;152546298.20;144665304.30;67778176.58;52704881.88;53526415.24;203527810.00;255776183.00;212477619.48;188230106.47;17677853600.00
01/02/16;534664138.69;270644690.02;38290322.48;157949549.00;160613868.94;259845328.00;225512657.37;216671311.80;86873236.80;264124644.60;432717967.13;15778430.90;26007108.64;110455686.12;142744963.78;317590616.31;88913889.33;144908499.40;66516271.25;45444160.00;160518935.73;160399625.31;288785945.28;97513739.42;141772307.25;219394393.92;57356634.00;66734699.92;44608664.49;19957296.25;1694880.00;115173500.00;36506071.80;118620960.00;59037328.00;156201760.55;289528604.96;24749839.77;187006355.00;114420640.30;52031357.28;40278141.29;152588310.40;144271954.53;68929239.57;52158117.62;53425288.44;206745480.00;254299474.00;216127777.50;186254585.51;17630374500.00
02/02/16;523852201.84;259951868.20;37055509.64;154010522.00;156918726.30;264216396.35;228479428.71;209934843.90;84546275.10;263023073.40;419193059.00;15110674.78;24137195.68;108539939.04;140864215.40;310513620.01;88194600.65;137330905.95;65306884.50;42841280.00;152896685.88;158827452.87;286129679.04;94543107.62;140822502.63;216960284.52;56506353.60;65190031.48;43782301.55;19278861.25;1576080.00;113182940.00;35324136.78;115337160.00;57945316.00;152869237.44;285484909.36;24179697.15;184570923.40;113814608.50;52459655.76;39165130.69;148513127.00;143077336.71;64504374.05;50641545.22;51210611.52;203283430.00;248647243.00;214078565.98;186069380.42;17300783000.00
03/02/16;534220572.05;250050060.94;36532660.96;153977271.00;157592840.16;251189576.05;219254349.78;211333673.30;84313578.93;258616788.60;412549244.48;15186066.60;22909074.88;107462927.00;142744963.78;326707452.72;92919019.48;135254852.95;64515285.90;43385760.00;159257970.94;156950988.99;288149548.16;95137233.98;139816827.15;219340302.60;56715194.40;64110019.40;43802213.91;19550235.25;1639440.00;113620260.00;36837945.18;116701200.00;58405472.00;156185344.18;289831882.13;24626565.69;185788639.20;111537398.10;52846506.00;38844069.94;149941541.80;143820330.72;66866295.51;50306302.90;50816217.00;206175260.00;242383960.00;212189449.11;183167834.01;17379180600.00
04/02/16;535606717.80;252493730.92;37856469.32;155874200.00;159090870.96;244645067.39;213592907.43;214977992.00;82307959.56;253567920.60;411283756.00;15191451.73;23153378.48;108844933.60;141401572.08;332327420.37;92788239.72;137538511.25;63011248.56;44620800.00;159577917.23;153553067.91;287485481.60;94983201.22;135738254.37;218258476.20;56700277.20;64505605.22;42990785.24;19878145.50;1655280.00;113032140.00;38404154.64;118924080.00;59373860.00;156661418.91;294987594.02;24847431.75;184962332.05;110793631.80;52280046.72;38403146.51;153134469.00;140768772.07;68256540.42;51004724.40;51837597.68;205401390.00;245693825.00;212669733.06;179031587.00;17403794700.00
05/02/16;521301693.66;236423893.46;35698327.96;154755020.00;157992315.04;236203512.08;205910323.36;212585257.50;82352282.64;238834405.80;396730638.48;14232898.59;21472305.60;106481225.76;137294631.74;333368155.12;86837760.64;134424431.75;63323490.23;38850640.00;155983226.56;147619384.83;278188549.76;91055365.84;137945153.34;219610759.20;55805245.20;62144648.58;39426472.80;19007487.25;1568160.00;109360160.00;38497312.08;115640280.00;58405472.00;154149714.30;288517681.06;23573599.59;184570923.40;105963742.00;52321494.96;35440825.99;149983554.00;140667593.16;65804925.74;49160891.64;50442047.84;207600810.00;243707906.00;214526831.00;179216792.09;17081702200.00
08/02/16;526790830.83;229817980.20;33890606.46;155107886.10;158266954.02;235916710.56;206027357.76;208131090.20;82208232.63;228920265.00;390798661.23;13581297.86;19542967.44;104860942.16;130059507.87;337864129.24;86461768.83;127365851.55;64656014.54;35889200.00;161836361.63;141812489.85;282228288.00;88733872.10;136408704.69;223451242.92;55879831.20;59695783.98;37305806.46;18306437.75;1528560.00;107822000.00;37600671.72;115842360.00;57787352.00;151227600.44;284777262.63;23350165.32;185484210.25;106560591.50;52579395.12;35667708.92;149605444.20;140956675.76;65610590.43;48666010.12;51473541.20;206664020.00;236782650.00;214206641.70;176315245.68;16835819700.00
09/02/16;526679939.17;226978802.94;33292667.81;156226985.00;159440411.48;234316841.84;205108637.72;206879506.00;81709597.98;228438327.60;389770451.84;13726696.37;19577302.00;105947485.28;131134221.23;333368155.12;87426269.56;126639233.00;65060609.38;38067120.00;156058508.04;144360930.66;282145279.68;90186180.98;137330573.88;223505334.24;55193640.00;58596934.48;36763194.65;18204672.50;1504800.00;107669347.56;37222219.62;114427800.00;58508492.00;151555927.84;285889278.92;23147276.73;188311050.50;107442092.30;53122827.60;36870616.53;147378797.60;142055189.64;65192022.07;49667746.10;51251062.24;204260950.00;236528045.00;210716578.33;179648937.30;16822686400.00
10/02/16;522687839.41;230938584.16;33150831.20;154511720.00;158017282.22;236393561.28;206814414.10;204376337.60;80967186.39;231788940.00;393171452.13;13694385.59;18972485.52;107453395.92;134627039.65;330329209.65;86183861.84;124355574.70;65108984.85;39016640.00;156284352.48;144956834.73;281481213.12;91660494.54;138364184.79;220746676.92;55506901.20;59155777.94;37599513.77;18080292.75;1457280.00;108910297.71;36180020.76;113720520.00;58522228.00;145859447.45;286091463.70;23180663.46;185049311.75;107928754.20;52381364.64;37863764.45;147882944.00;141101217.06;64220345.52;50070835.08;51321851.00;203568540.00;235102257.00;210652540.47;182056603.47;16821648700.00
11/02/16;519527427.10;237219616.44;32347090.41;154090000.00;156157227.31;236044561.84;206671046.96;195357569.10;79138859.34;233877335.40;393013266.07;13624378.90;19870466.32;105432806.96;131402899.57;331369944.40;85301098.46;115843757.40;64493297.05;39335360.00;156190250.63;143612880.87;281398204.80;90340213.74;136464575.55;216094823.40;54209104.80;58666005.02;37305806.46;17684539.00;1473120.00;106390792.86;35754989.94;124683360.00;57409612.00;148256237.47;277498610.55;23476007.61;184440453.85;107184987.90;51533978.40;36964794.35;146370504.80;140060519.70;64280141.00;49208783.40;50947681.84;201165470.00;229959236.00;209147650.76;179834142.39;16617755000.00
12/02/16;521135356.17;238754561.36;47485844.56;157333189.00;159877337.13;235799225.60;206826117.54;211628163.70;78972647.79;234106829.40;399419801.50;13855939.49;19945738.24;106576536.56;135145205.02;337322947.17;85954997.26;124044166.75;65295404.40;39627520.00;160782420.91;147479917.92;281730238.08;93398864.26;136967413.29;219042800.34;55387563.60;59463455.80;38167016.03;18159443.50;1451643.84;108842609.52;36768077.10;126356558.31;58323056.00;149635212.55;285687094.14;24284993.76;187484743.35;108286863.90;51428055.12;37414279.40;149311358.80;142358726.37;66612164.72;50477915.04;51716245.52;204098030.00;240907251.00;211901278.74;181254048.08;16945746000.00
16/02/16;535828501.12;245355766.20;49273491.84;156900115.00;160489033.04;238770904.00;209971417.04;214793935.50;81255286.41;233188853.40;404086290.27;14534465.87;20491129.52;109750386.20;136450214.10;338113905.58;87475311.97;127158246.25;65497462.16;39654080.00;159615557.97;151423027.83;283113710.08;94818166.12;139062570.54;220340992.02;56670442.80;60851145.74;39267173.92;18905722.00;1451643.84;110670190.65;37967479.14;130030006.64;59401332.00;152524493.67;291752637.54;24490450.56;188571989.60;109434651.40;51741219.60;38120613.05;149983554.00;142517721.80;69856069.51;50853067.16;53132020.72;204627520.00;245642904.00;211004748.70;184032124.43;17225466000.00
17/02/16;544034483.96;251507155.90;51006494.88;158877333.00;162611243.34;244783369.60;214164174.42;216340010.10;82751190.36;241427688.00;414605663.26;14895269.58;22275206.08;112752676.40;138235005.93;341360998.00;89927432.47;130376128.40;66288122.96;42157360.00;166202687.47;153679856.01;283611760.00;95951407.14;141353275.80;222991466.70;57356634.00;62169765.14;41024365.90;19380626.50;1507171.20;113618387.37;39161058.84;133149921.66;59799676.00;156776333.50;296605072.26;25260913.56;189137357.65;108938807.20;51317526.48;40564955.56;153890688.60;143890864.15;72367479.67;52162108.60;54294978.92;204953360.00;245082773.00;211677146.23;182920893.89;17510068200.00
18/02/16;533721559.58;247221975.00;49597454.12;158976275.00;163360258.74;240965108.40;209933380.86;212806125.30;81410417.19;237457441.80;412786523.57;16176930.52;22022979.12;111942534.60;136718892.44;343234320.55;89175448.85;127054443.60;65295404.40;40968800.00;163229069.01;152107683.57;288426242.56;94664133.36;140571083.76;221720320.68;57147793.20;61862087.28;40362763.42;19414548.25;1515103.68;112287186.30;38497312.08;132998958.03;59524956.00;156234593.29;293976670.12;24775521.87;189659235.85;107589009.10;52653080.88;38737049.69;153890688.60;143992043.06;73369053.96;51759019.62;53657880.08;207478620.00;243045933.00;205305379.16;182427013.65;17424984400.00
19/02/16;532501751.32;251883875.10;50221959.72;160018572.20;163597446.95;242195245.04;211279276.46;212842936.60;80457470.97;239981875.80;409860081.46;16392335.72;21997888.48;112161749.44;137275440.43;343442467.50;88750414.63;125912614.45;65317367.20;41260960.00;162796200.50;154288438.89;288204887.04;95489308.86;140012375.16;221206453.14;57475971.60;62132090.30;40533176.18;20782725.50;1515103.68;112903900.92;38089748.28;133602812.55;59511220.00;155971931.37;293370115.78;24960432.99;190355073.45;107001341.90;52846506.00;38197667.63;154520871.60;143934226.54;73877315.54;51946595.68;53354499.68;207152780.00;244879089.00;207034401.38;182056603.47;17426059100.00
22/02/16;537159201.04;263467990.50;50990882.24;161105150.00;164770904.41;244113014.24;213309823.30;215603784.10;80900701.77;245925770.40;416424802.95;16973929.76;23471633.44;115583407.16;140211710.86;342984544.21;90368814.16;130168523.10;65914755.36;42482720.00;167162526.34;155759180.85;289837384.00;96622549.88;141828178.11;222126005.58;58415755.20;63011169.90;42001733.20;21020177.75;1594428.48;111730638.96;39190170.54;134005382.23;60266700.00;158204557.69;297312718.99;25232663.25;191094400.90;108048124.10;53284015.20;39353486.33;155907274.20;144353396.31;76657805.36;52457441.12;53580251.40;208008110.00;250480399.00;210140237.59;185513765.15;17684190500.00
23/02/16;525016564.27;260378893.06;50022898.56;159363122.00;163210455.66;240446792.40;209869011.94;206585015.60;81410417.19;242024372.40;404798127.54;17017010.80;23401643.76;115469034.20;138465301.65;338155534.97;90025517.29;126224022.40;66046532.16;41765600.00;159803761.67;157889220.93;287983531.52;94851173.14;141185663.22;221260544.46;57267130.80;62571630.10;41635846.98;20929719.75;1562698.56;110752920.66;38299352.52;131439000.52;59971376.00;156579337.06;295391963.58;25004092.56;190007154.65;107341087.00;53477440.32;38150578.72;153554591.00;143876410.02;75372202.54;51778974.52;52514677.92;206215990.00;244930010.00;212861846.64;184958149.88;17468288300.00
24/02/16;532834426.30;260896881.96;50873787.44;159370421.00;163572479.77;241728760.64;210925247.40;206658638.20;82108505.70;245283187.20;406221802.08;17135483.66;23638024.00;114563581.60;137889562.35;339362787.28;89731262.83;125912614.45;67588320.72;41513280.00;160481294.99;159258532.41;290418442.24;95082222.28;141241534.08;220584402.96;58475424.00;62508838.70;41811271.88;21133250.25;1602857.88;110640107.01;38357575.92;132445424.72;59888960.00;156661418.91;292763561.44;25381619.43;190963931.35;107488003.80;53422176.00;39216500.41;153890688.60;144078767.84;77016578.24;51790947.46;52735834.68;206989860.00;242434881.00;214911058.16;185328560.06;17545989400.00
25/02/16;536493851.08;261419579.85;51705160.52;161307089.00;165170379.29;243867678.00;213330304.32;209861221.30;82906321.14;248014165.80;412074686.30;17173179.57;24751256.08;115516689.60;140614728.37;341402627.39;91872781.40;127884864.80;67961688.32;46094880.00;160537756.10;160843383.66;294347502.72;96182456.28;142470693.00;222693964.44;59116863.60;63362801.74;43445229.52;21359395.25;1610792.82;110369354.25;38701093.98;133854418.60;60616968.00;157022579.05;295493055.97;25700077.47;192051177.60;108690885.10;53348490.24;40466496.93;156663493.80;145509726.71;77195964.68;52110225.86;53389252.38;208171030.00;243147775.00;217856799.72;188847456.77;17746481000.00
26/02/16;537325538.53;261457251.77;51972533.28;160732495.50;164683519.28;243632708.08;212083887.96;211812220.20;81554467.20;247669924.80;405747243.90;17060091.84;25135539.04;115640593.64;139578397.63;340320263.25;91545832.00;131829365.50;65747838.08;46294080.00;158749820.95;160082655.06;292687336.32;96347491.38;141465017.52;219340302.60;58952774.40;63494663.68;43405132.40;21483775.00;1642532.58;111008631.60;38933987.58;132898315.61;61173276.00;156464422.47;297211626.60;24590610.75;187615212.90;107488003.80;51819510.72;40577797.99;155277091.20;143732189.32;77166066.94;52166099.58;53580251.40;207804460.00;244777247.00;212957903.43;186624995.69;17714313000.00
29/02/16;536105730.27;260181115.48;52308318.56;163664440.00;168179277.43;241110236.88;209848530.92;206635919.50;79638696.00;245374984.80;402425336.64;16887767.68;25345508.08;113225273.40;138925893.09;332843473.55;87989707.18;129276900.12;65901577.68;44986000.00;157130536.64;157369389.72;290312160.39;94697775.44;139345754.39;217149604.14;57789232.80;62954657.64;42678372.10;21336780.75;1698077.16;107007507.48;39423199.40;131740927.78;61342326.85;155847566.40;271893887.98;24819181.44;186731248.74;105659441.52;51964892.00;39987046.21;154520871.60;141390299.66;75925310.73;51193087.78;53298779.16;206665953.93;238199327.04;212413581.62;183167834.01;17507959900.00
01/03/16;557396928.99;272669356.96;54049716.64;166044000.00;171651414.26;248380482.64;217148551.62;217279688.00;80457204.82;252030310.80;415871151.74;17636300.75;24608635.60;115668505.58;143243937.84;337536088.96;90777148.92;136195072.89;66116813.12;46493280.00;162196226.28;159372641.70;295858471.98;98162328.20;143619653.25;219691896.18;58669347.60;64957703.30;44292281.18;21902143.25;1729816.92;111602783.49;40232626.98;135011806.43;62256243.00;159322810.50;278798537.16;25389324.06;189155767.62;107156110.80;51863560.00;42080362.30;159604347.80;143225974.17;77898561.57;53606323.36;54505088.76;209639857.86;247337408.64;212797808.78;185452030.12;17920719500.00
02/03/16;558616737.25;273220308.79;53479662.56;166044000.00;171388183.67;248394304.40;216361495.28;219335036.40;81873003.86;252328653.00;418797593.85;17738618.22;24871427.04;115288235.98;142591433.30;343433003.90;89745956.60;138466711.71;67080157.65;46765520.00;164098213.84;159233174.79;295361787.36;97933536.98;145062787.93;223261923.30;58684264.80;64461651.24;44302305.46;22037830.25;1840906.08;110925901.59;40401500.36;135364054.90;62180655.95;158262290.00;281597719.26;25330255.23;189502127.46;106822515.84;51753016.00;41784986.41;158638067.20;142127460.29;79004777.95;54731707.44;54706140.36;212328592.92;251652613.84;211997335.53;185081619.94;17992052600.00
03/03/16;562775174.50;271939463.51;53620223.84;166448000.00;171526066.36;246172456.48;214052991.74;220069089.40;81021312.25;251479525.20;414052012.05;17582449.45;25848641.44;115811106.68;141842972.21;342187176.80;90116541.34;139396018.50;66557706.00;47011200.00;164832644.68;160767310.80;294285637.35;97770114.68;144590993.90;224046247.44;57908570.40;64549559.20;43710872.94;21992601.25;1951995.24;109684951.44;41781603.50;135213091.27;62414288.65;161231747.40;281970943.54;25093979.91;190324732.08;105208637.52;51412172.00;41921972.33;159184225.80;143327153.08;78302181.06;54949651.54;55158506.46;211391609.49;252667956.24;211773203.02;184526004.67;18041140400.00
04/03/16;571147494.83;270832850.86;57028834.88;168019560.00;172942497.63;245643774.16;213652148.92;220399413.25;81408444.80;248748546.60;411521035.09;17528598.15;26548538.24;115792093.20;141823780.90;341730373.53;90471013.70;139809043.74;66250381.50;47183840.00;165585907.08;159195138.36;293871733.50;98107854.10;144535488.72;225804215.34;58445589.60;64788166.52;43149722.74;21924757.75;1880580.78;109790244.18;42416334.48;134860842.80;62331830.05;160677013.60;284210289.22;25471506.78;190974156.78;105650425.44;52641974.00;43484467.98;159184225.80;144541300.00;78720749.42;55595558.60;55178611.62;211065702.21;254394038.32;213822414.54;183414774.13;18106924700.00
