,Realized Volatility,Return,ADS,US EPU Index,VIX Index,Volume,Sentiment Score,US Dollar Index_ret,Term Spread_ret,13w TB_ret
2016-02-24,0.0136549463454456,0.0043107544603067,-0.394164,62.26,20.719999313354492,4317250000,0.0228537501582568,-0.00020523517267491818,-3.3113689672322864e-08,-0.009478716285420893
2016-02-25,0.0082407450067201,0.0114292258520756,-0.403604,57.5,19.110000610351562,4118210000,0.0,-0.0017458096238535813,-0.06780311870729532,-0.01600032608667548
2016-02-26,0.0074436164622035,-0.0019796705647917,-0.413124,41.87,19.809999465942383,4348510000,0.0015798835584804,0.008800717871238836,0.10809160475509673,-0.022839489431564726
2016-02-29,0.006923912566626,-0.0082841717053886,-0.442799,65.74,20.549999237060547,4588180000,-0.0326812159867474,0.0006110975786756625,-0.02704326583337764,0.016366961816421253
2016-03-01,0.0080320927313196,0.0236085025022328,-0.453869,49.35,17.700000762939453,4819750000,-0.0211937418942116,0.0014244954727418043,0.09011321911301495,0.03822119588705989
2016-03-02,0.0065265657274382,0.0041270252214229,-0.464821,41.64,17.09000015258789,4666610000,0.0719004548848589,-0.0014244954727419257,0.04506152582603524,-0.05458815770348114
2016-03-03,0.005303793070526,0.0036235656596298,-0.475658,48.6,16.700000762939453,5081700000,0.0050800861239333,-0.006537967855446876,0.022728212908926074,-0.14157874004712842
2016-03-04,0.0063773079604519,0.0031305044136048,-0.486383,46.74,16.860000610351562,6049930000,-0.0460183964294996,-0.0023600992086232394,0.046647689689526504,0.007575696313235082
2016-03-07,0.0070921281750415,0.0009797110636226,-0.51697,59.99,17.350000381469727,4968180000,0.0134942814090755,-0.002777602203211351,0.029064230875655375,0.0
2016-03-08,0.0084569877520645,-0.011117896188442,-0.525356,77.42,18.670000076293945,4641650000,-0.0131678940202829,0.0014412128346793487,-0.09748272131878805,0.14058202805376344
2016-03-09,0.0075573766572838,0.0047979126411144,-0.532682,46.99,18.34000015258789,4038120000,0.0144967569453004,-0.00041157440742060344,0.05582845084339282,-0.05735136297027312
2016-03-10,0.0105289726960895,0.0003468548095529,-0.53895,30.22,18.049999237060547,4376790000,-0.0131541402872192,-0.01138491376247122,0.030305357143659076,0.050772378650403016
2016-03-11,0.0078028538389556,0.0160888111574122,-0.544164,29.26,16.5,4078620000,-0.007553458923961,0.0010403504395711499,0.0302660077667286,0.016366961816421253
2016-03-14,0.0044185163973626,-0.0012174060859538,-0.553802,54.04,16.920000076293945,3487850000,0.0042942307190078,0.004668347868280734,-0.0034129285950832977,0.0
2016-03-15,0.0057276038373043,-0.0017941669620973,-0.555431,45.63,16.84000015258789,3560280000,-0.0469899321955221,0.00010343603461687892,-0.006000874418957956,0.053725368094985085
2016-03-16,0.0085918027608381,0.0058217775629511,-0.55632,48.66,14.989999771118164,4057020000,0.0,-0.007687528787050091,-0.04844634344674027,-0.08004263125732523
2016-03-17,0.0048305992886518,0.0063861227159338,-0.556471,40.06,14.4399995803833,4530480000,0.0295269396156913,-0.011854292966294479,-0.0036166748715781858,-0.08701139505164282
2016-03-18,0.0051022929012829,0.0041763106762683,-0.555883,58.48,14.020000457763672,6503140000,0.0058192937023385,0.002424198578913868,-0.04539909385246616,0.018018488085736917
2016-03-21,0.0041795919755403,0.001146165470801,-0.54941,89.85,13.789999961853027,3376600000,0.0395918278632822,0.0031532825548106934,0.033553869055308806,0.028170829661421794
2016-03-22,0.0051671952890823,-0.0007070532510586,-0.545314,55.17,14.170000076293945,3418460000,0.0119803056145595,0.0037708288710970456,0.020862517363870008,0.024014874800751256
2016-03-23,0.0046824251816252,-0.0065186344031685,-0.540201,87.98,14.9399995803833,3639510000,-0.002560213996951,0.004173209148166096,-0.0506321354895311,-0.0068026597449207206
2016-03-24,0.0059875772534539,-0.0003633952945925,-0.534069,50.15,14.739999771118164,3407720000,-0.0155402544459011,0.0009365351300833265,0.0416148429228185,-0.0634015328029893
2016-03-28,0.0055666631721276,0.008870440616322,-0.499508,105.86,15.239999771118164,2809090000,0.0,-0.0020824345961069956,-0.00453924121370605,-0.07550759288205781
2016-03-29,0.0055259667414402,0.0042823498892069,-0.488657,69.82,13.819999694824219,3822330000,0.0034398509775431,-0.008163297602675932,-0.04275741849983373,-0.125163150745463
2016-03-30,0.0037332040483728,-0.0020854761472381,-0.476978,124.96,13.5600004196167,3590310000,-0.0072531124914178,-0.003368501334810414,0.029014713990050085,-0.19574453774765102
2016-03-31,0.0071743311600683,0.006368862602133,-0.464465,36.42,13.949999809265137,3715280000,0.0,-0.0026394990741806625,-0.050128770834861766,0.042334370086676024
2016-04-04,0.0079614499330924,-0.0100650034491161,-0.416838,38.89,14.119999885559082,3485710000,-0.0264368623992084,-0.0008460518992842304,0.0096525899988367,-0.05320406433090691
2016-04-05,0.0055406325356228,0.010447311773334,-0.408032,25.71,15.420000076293945,4154920000,-0.0076941000755878,0.0012688498855225841,-0.0747731927932514,0.17500889500691355
2016-04-06,0.0077300534247638,-0.012037576752977,-0.400618,36.17,14.09000015258789,3750800000,0.0272537528220744,-0.002115698988963529,0.01438876609970212,0.009132502205259374
2016-04-07,0.0068102028370031,0.0027092733326034,-0.394594,28.9,16.15999984741211,3801250000,0.0,0.0005293849129877515,-0.06317896574808923,0.0
2016-04-11,0.0061396298553092,0.0095861003234666,-0.384176,101.11,16.260000228881836,3567840000,0.0273187796595349,-0.005625514043045733,0.029980845333486834,-0.046520041437769874
2016-04-12,0.005803050278741,0.0099753977955914,-0.384731,34.46,14.850000381469727,4239740000,0.0,0.0001064566702260485,0.036254674929759485,0.09097182756775173
2016-04-13,0.0040409817904635,3.84155506198241e-05,-0.386498,37.74,13.84000015258789,4191830000,0.0088002810808085,0.008267124900344648,0.005073481998608722,-0.030907533686217795
2016-04-14,0.0024712654543302,-0.0009992842497853,-0.389478,21.42,13.720000267028809,3765870000,-0.004917076746762,0.0016874467474326303,0.03578910773375591,-0.03653374861600453
2016-04-18,0.0044714029921456,0.003065447021063,-0.413211,63.08,13.350000381469727,3316880000,0.0152991226095365,-0.004329735508161882,0.004870969237689816,-0.08237101948558585
2016-04-19,0.0039241911626192,0.0007708413019682,-0.421586,20.66,13.239999771118164,3896830000,-0.0275945755437481,-0.005411956792200072,0.005813967221025762,0.08237101948558592
2016-04-20,0.0048860756257298,-0.0051502014163529,-0.430838,41.3,13.279999732971191,4184880000,-0.0178696987952492,0.0054119567921999895,0.0645385535313995,0.013856993966981089
2016-04-21,0.0047178744302502,2.868562467914478e-05,-0.440971,34.27,13.949999809265137,4175290000,0.026130435751101,0.0011634737415057305,0.009017158077073763,0.03160533698496828
2016-04-25,0.004146104536793,0.0017035942293132,-0.489643,59.83,14.079999923706055,3319740000,0.0,0.0025337626556166354,0.016028844278675968,0.056170320998458714
2016-04-26,0.0055345906010329,0.0019250111629055,-0.50273,49.42,13.960000038146973,3557190000,0.0087126553016682,-0.0028509247832131128,0.01577594249396827,0.028987533295542538
2016-04-27,0.0060426001814778,-0.0092552524824171,-0.515966,42.37,13.770000457763672,4100110000,0.0068797997305304,-0.0019051689298583425,-0.05266725063144817,0.0
2016-04-28,0.0072286959299883,-0.0051645387342293,-0.529356,20.3,15.220000267028809,4309840000,-0.0274221763633199,-0.00669678025784921,-0.000917012501989075,-0.1541507305114803
2016-05-02,0.00720486351538,-0.0086856365374834,-0.58236,72.72,14.680000305175781,3841110000,0.0,-0.012125314997901442,0.0404550365363827,-0.12675166153017212
2016-05-03,0.0059599941890207,-0.0059447456319029,-0.592182,45.4,15.600000381469727,4173390000,0.018725527096845,0.0033411163106307727,-0.07404026833895451,0.09285011230131528
2016-05-04,0.0058393370070153,-0.0003266962022586,-0.599979,44.1,16.049999237060547,4058560000,0.0230733724498416,0.002578959738312209,-0.010491195712752697,-0.02493892499119962
2016-05-05,0.0065555328047301,0.0032621690686471,-0.605753,34.04,15.90999984741211,4008530000,0.0056770376832567,0.006418490981000346,-0.017408670739762093,-0.07878088155434657
2016-05-09,0.0045424719853735,0.0123092438714457,-0.609592,59.73,14.569999694824219,3788620000,0.0383951158017081,0.003937670665281406,-0.026694581917519257,0.10371980654554634
2016-05-10,0.0047307027823981,-0.0095300563888623,-0.607143,62.97,13.630000114440918,3600200000,0.0477865366165904,0.0014858778772294016,-0.035699876963610454,0.17985549601685685
2016-05-11,0.0068811450167119,-7.749910395538374e-05,-0.603609,54.4,14.6899995803833,3821980000,0.0009301924323927,-0.004997099539750637,-0.0114882912188165,0.020367283537785327
2016-05-12,0.0057983836033136,-0.0087132423960739,-0.59899,50.82,14.40999984741211,3782390000,-0.0469617641802173,0.003404979842018371,0.031026242768201755,0.039530802425970915
2016-05-16,0.0059690279777909,-0.0095684739426909,-0.569712,82.79,14.680000305175781,3501360000,0.0256738424939132,0.004557268310887146,0.022155946737045223,0.0
2016-05-17,0.0095732082815999,0.0002393542331942,-0.559821,51.62,15.569999694824219,4108960000,0.0709781239376207,-0.00021147041931596778,0.011881381410702515,0.03802747317251614
2016-05-18,0.008042436650468,-0.0036600682837986,-0.548923,32.08,15.949999809265137,4101320000,0.0469667419799408,0.005589834368913741,0.11339893850153868,0.007434993314543753
2016-05-19,0.0051217458944295,0.0059676283932109,-0.537014,58.53,16.329999923706055,3846770000,0.002805324869209,0.0022062212178620283,-0.04953732007233424,0.07145889547105935
2016-05-23,0.0052813167987022,0.0133548682561267,-0.478806,141.68,15.819999694824219,3055480000,0.0,-0.0006298295111445558,-0.021466061011186307,0.07632227576783082
2016-05-24,0.0047353131061212,0.0068216723379648,-0.461044,66.06,14.420000076293945,3627340000,0.0433814840344606,0.0035639066281177747,-0.006625674091028005,0.09152726190009186
2016-05-25,0.0034174768126664,-4.784391402399037e-05,-0.441876,51.51,13.899999618530273,3859160000,-0.0257115271705386,-0.0023046440413680433,0.03453440778288386,-0.0851578006169968
2016-05-26,0.0029841070524922,0.0041205275082043,-0.421296,23.07,13.430000305175781,3230990000,0.0,-0.0018895691990817509,-0.02038988632507036,-0.13580151191580195
2016-05-31,0.0054373787609247,0.0012011669922155,-0.296046,48.19,14.1899995803833,4514410000,0.0,0.007536947956046568,0.0074626528400263,0.028675751343258647
2016-06-01,0.0042439843952456,0.0027068637146193,-0.265942,48.39,14.199999809265137,3525170000,0.0,-0.004494392813408037,0.012927260826624511,0.04152844120465128
2016-06-02,0.005940880684846,-0.002778321379556,-0.236923,44.41,13.630000114440918,3632720000,-0.0556267695205914,0.0010469949221367314,0.0,-0.08855331315409354
2016-06-06,0.0025987092510926,0.0014543665529549,-0.131179,136.57,13.649999618530273,3442020000,0.0432605494219865,-0.017523894444937807,-0.09926295066552206,-0.07696108087255733
2016-06-07,0.0031989069530535,0.0031808551787732,-0.106833,127.93,14.050000190734863,3534730000,0.0,-0.0007457486477030241,-0.023578747078153377,0.05826885414240924
2016-06-08,0.0044587991907619,-0.0016907851536165,-0.0832143,46.41,14.079999923706055,3562060000,0.009856839674497,-0.0025611527766719023,0.035663466027308306,-0.12014426039686461
2016-06-09,0.0061920796035554,-0.0091885569520344,-0.0603151,49.67,14.640000343322754,3290320000,0.0077021178857334,0.005434529335946221,-0.026370598319973876,0.02105338938245812
2016-06-13,0.0062336655489829,-0.0018196877854926,0.0233904,60.21,20.969999313354492,3392030000,0.0039309004257641,0.002865224761809114,-0.09366715588386594,0.02061932901721869
2016-06-14,0.0049303311559956,-0.0016154585989602,0.0410689,83.69,20.5,3759770000,0.077112672698051,0.005916525970813431,-0.020525242765122406,0.0708958456839526
2016-06-15,0.0074221117916195,0.0029155733847868,0.0571999,79.47,20.139999389648438,3544720000,-0.0085792998169586,-0.0033765959408623117,-0.028039276691864425,-0.030890549232491016
2016-06-16,0.0054406721534191,-0.0033113969684896,0.0717896,109.07,19.3700008392334,3628280000,0.0,-0.00042288736715235625,-0.01311889736243815,-0.040005296451461676
2016-06-20,0.0048561001368951,0.002574139720211,0.115422,94.78,18.3700008392334,3467440000,0.0150043548845677,-0.010203075896631126,0.09389048039113772,0.01217049981430496
2016-06-21,0.0050789127533868,-0.0016002686499642,0.123541,137.6,18.479999542236328,3232880000,0.0,0.0043702679877142,0.015184704215915145,0.06630104218288274
2016-06-22,0.0058452423558189,0.0130860307331055,0.130727,146.78,21.170000076293945,3168160000,-0.0383951158017081,-0.003195863226924869,0.006437707718733343,0.011257233415604454
2016-06-23,0.0250682748725555,-0.0364694904726229,0.136982,125.3,17.25,3297940000,0.0119803056145595,-0.0020293992695974007,0.04598511574877846,0.025784113920727214
2016-06-27,0.0091423753439129,0.0174957578200929,0.152376,254.28,23.850000381469727,5431220000,0.0066883624790229,0.03167521232074717,-0.24534935231511776,-0.1571856077331962
2016-06-28,0.0079560542967782,0.0168472306144488,0.153289,238.67,18.75,4385810000,0.001297268187119,-0.003008466547852222,-0.03318153029432744,0.10109608272795459
2016-06-29,0.0058641937205937,0.0136375670650022,0.152923,146.63,16.639999389648438,4241740000,0.0556715560766773,-0.004999524686403345,0.03709033772429985,-0.0194180678768161
2016-06-30,0.0038909928259064,0.0017564950785885,0.151276,96.08,15.630000114440918,4622820000,0.0051910615841365,0.0038560076357538795,-0.007832953611300769,-0.027834796637156572
2016-07-05,0.0069093991295027,0.0054347959859569,0.131739,89.02,15.579999923706055,3658380000,0.0,0.00031198356737600517,-0.08617772475441335,-0.041158033109847635
2016-07-06,0.0054316025393705,-0.0009101067740229,0.126607,185.04,14.960000038146973,3909380000,-0.0110399431226345,-0.0011444688633726558,-0.0014296169901008688,0.09988337897949533
2016-07-07,0.0039168542233899,0.0149893511145693,0.121096,117.71,14.760000228881836,3604550000,0.0175520055012448,0.0028068449564303006,-0.014409500613382564,0.02626792304338321
2016-07-11,0.0055996909249576,0.0070459770306181,0.0957062,93.07,13.539999961853027,3253340000,0.0064377551807469,0.0024883150409976186,0.0848319238091569,0.01834912060618362
2016-07-12,0.0036263392323357,7.434495131501112e-05,0.0892422,113.92,13.550000190734863,4097820000,0.004301964704281,-0.0013470521904187652,0.04942486951054042,0.07020419254790988
2016-07-13,0.005216362320476,0.0052320595011157,0.0828729,58.42,13.039999961853027,3502320000,0.0,-0.0022838296703649747,-0.04013486254984793,0.010118201018564263
2016-07-14,0.0033394295296565,-0.0009757474374645,0.0765958,53.11,12.819999694824219,3465610000,0.0683750974331467,-0.0014560521285587975,0.04013486254984791,0.016639302831087614
2016-07-18,0.0026363385901317,-0.0013762656424896,0.0521847,112.79,12.4399995803833,3009310000,-0.0145743816019082,0.004983354676116774,0.06628198699889934,-0.050772378650402995
2016-07-19,0.0022623705561027,0.004298007492567,0.0459799,39.89,11.970000267028809,2968340000,0.005735682149304,0.005061789554780938,-0.04867143267909238,0.07361186808196772
2016-07-20,0.0033703704744665,-0.0037435787478679,0.0396767,45.87,11.770000457763672,3211860000,0.0229504494869527,0.0015443390094770288,0.025847626855078035,0.01600032608667546
2016-07-21,0.0026453957149265,0.0044979728993717,0.0332725,37.63,12.739999771118164,3438900000,0.0351603813586719,-0.002059701566324724,-0.029595277979397,-0.03883981551824024
2016-07-25,0.0045046077699961,0.0002812556932474,0.0065048,78.34,12.869999885559082,3057240000,0.0023375044956803,0.0029852398942456816,0.04765719597674082,-0.016639302831087565
2016-07-26,0.0047929594493747,-0.0010008925844734,-0.000624695,56.4,13.050000190734863,3442350000,0.0504301157443088,-0.0013370765721242867,-0.009592418887229838,0.03300626464750881
2016-07-27,0.0048954244823814,0.0013650242382205,-0.00796203,122.84,12.829999923706055,3995500000,0.0237202694626543,-0.0011328007652736804,-0.014563430118743146,-0.08465290687072435
2016-07-28,0.0040074202473398,0.0015380296915226,-0.0155101,76.37,12.720000267028809,3664240000,0.0587207197943329,-0.0031993957475776554,0.0662180698167138,-0.25181932975048854
2016-08-01,0.0049872776991328,-0.0062803913653107,-0.0480087,74.99,12.4399995803833,3505990000,0.0153962604223193,-0.010704168670477318,-0.0698922825392217,0.078643155778168
2016-08-02,0.0034358324670022,0.0029302117246289,-0.0561169,55.54,13.369999885559082,3848750000,0.0,-0.006814531139105087,-0.024845900613854853,0.16251891071479893
2016-08-03,0.0033532027730647,0.0004390231574352,-0.0637758,38.55,12.859999656677246,3786530000,0.002594536374238,0.0052460514061259105,0.008766491809918477,-0.04380260200646404
2016-08-04,0.0031091904606573,0.0082775340171297,-0.0709886,42.64,12.420000076293945,3709200000,-0.0317688887254766,0.0020907866486920583,-0.027814743732315784,-0.07755827559848716
2016-08-08,0.0022695161082218,0.0004126131306191,-0.0954369,108.83,11.5,3327550000,-0.0087568534293863,0.006661133887230553,0.12967783466769903,0.0080321880404734
2016-08-09,0.0032503176209527,-0.0028229221512283,-0.100469,61.67,11.65999984741211,3334300000,0.0,-0.0022847784226374644,-0.08701141360181963,0.15871173428173016
2016-08-10,0.0034140063631721,0.0046913026536244,-0.105076,81.76,12.050000190734863,3254950000,0.0,-0.005525727183486929,-0.02110560006888434,-0.0707008499723919
2016-08-11,0.0022944412624682,-0.0009016988708063,-0.109258,43.24,11.680000305175781,3423160000,0.0,0.0021930882596047224,0.09451136805131481,0.007299317169402583
2016-08-15,0.0033974996227775,-0.0054482075604417,-0.121735,91.36,11.8100004196167,3078530000,0.0,-0.0024022504580731435,-0.024264653871857635,0.0
2016-08-16,0.0040539416530333,0.0016834132763455,-0.123735,105.49,12.640000343322754,3196400000,0.0129896610871362,-0.00882262151709567,0.017391760741102495,0.04618931774715869
2016-08-17,0.0024817523877315,0.0022386275443398,-0.125276,83.6,12.1899995803833,3388910000,-0.0218530692272395,-0.0007387441002441978,-0.011560811248108578,0.0
2016-08-18,0.0037554857837901,-0.0014506451507067,-0.12636,59.73,11.430000305175781,3300570000,0.0198802229803919,-0.005929682178755231,-0.03671229129740373,-0.010471269367841866
2016-08-22,0.0025744828872711,0.0019269460215837,-0.126257,39.89,12.270000457763672,2777550000,-0.0081760532903092,0.0038159149586852194,0.028539450516550297,-0.0176995602935799
2016-08-23,0.0032731950045672,-0.0051115597912728,-0.125325,40.46,12.380000114440918,3041490000,0.0119803056145595,0.00021161824599503278,-0.017741465187489126,0.08552219263169492
2016-08-24,0.0039211442406994,-0.0013935874247735,-0.12407,43.23,13.449999809265137,3148280000,0.0,0.002640893074319124,0.0,0.0
2016-08-25,0.0061306008233548,-0.0015522481923039,-0.122492,83.01,13.630000114440918,2969310000,0.0341915646217411,-0.00021106006322891812,0.01656835471907286,0.0
2016-08-29,0.0037492515012596,-0.0019648536354211,-0.112984,87.44,12.9399995803833,2654780000,-0.0064360592229159,0.008510744247109991,0.0232030135702008,0.0
2016-08-30,0.0035626492783229,-0.0024753285086154,-0.109873,46.48,13.119999885559082,3006800000,0.0370950138350017,0.004905308679849279,-0.01735148784385517,0.06351334559153633
2016-08-31,0.0049375283717273,-6.910261049386299e-05,-0.10648,45.98,13.420000076293945,3766390000,0.0075858343861764,-0.00031245284514184476,0.003494356215196499,-0.015504172207925167
2016-09-01,0.0038300156438954,0.0042845321534488,-0.102804,38.52,13.479999542236328,3392120000,-0.0300662302772227,-0.0038607563030241643,0.00810669025551282,-0.01574834218524093
2016-09-06,0.0026698565779457,-0.0001646602513874,-0.0911685,30.28,12.020000457763672,3447650000,0.0,-0.00871535758349722,-0.05695497237817075,-0.03883981551824024
2016-09-07,0.0029523598580455,-0.0022897557219025,-0.0902707,22.17,11.9399995803833,3319420000,0.0134433187018657,0.0014753864047256345,-0.03226081688151501,0.08535987845840602
2016-09-08,0.006640977704826,-0.0245758226895966,-0.0898575,27.04,12.510000228881836,3727840000,0.0247406027252405,0.000736877717550456,0.07761474278897629,0.009049808670979587
2016-09-12,0.0096970187033116,-0.0149510027015374,-0.0929233,39.54,15.15999984741211,4010480000,0.0021558425237246,0.0007363351285771784,-0.0046784851344190215,0.04979063458562624
2016-09-13,0.0068431460037844,-0.0005502166910896,-0.0946776,67.65,17.850000381469727,4141670000,0.0506309915067427,0.005557596134175342,0.0635855436109265,-0.014388723877542694
2016-09-14,0.0061033235118179,0.0100255454622557,-0.0967896,28.87,18.139999389648438,3664100000,0.0124262916297103,-0.0031419739275006416,-0.02901988737280035,-0.09097178231922881
2016-09-15,0.006537878900517,-0.0038915638678851,-0.0992601,30.61,16.299999237060547,3373720000,-0.0090303767308067,-0.0004196927451278349,0.031217760453574866,-0.12495152785760166
2016-09-19,0.0044174667437923,0.0002009942209242,-0.112799,74.44,15.529999732971191,3141820000,0.0609759545302694,0.0057552131885836985,0.061721712031255004,-0.15535040668726213
2016-09-20,0.0057851619799958,0.0109050915442853,-0.11718,58.92,15.920000076293945,3117380000,0.0306577452866797,0.0018763719855374522,-0.06062456799387333,0.19068974037622066
2016-09-21,0.0048172567290885,0.0063918004685165,-0.121978,31.41,13.300000190734863,3685450000,0.0402057009359913,-0.003756191607312113,0.06884663989325288,-0.25578864371062454
2016-09-22,0.0034199423231571,-0.0055230308318999,-0.127194,64.81,12.020000457763672,3523860000,0.0002039131269829,-0.002197758335269344,0.037171516284817824,-0.3319980004954366
2016-09-26,0.0049639293159519,0.006214027054955,-0.152255,30.74,14.5,3199910000,-0.0019480932676294,-0.0014678068653293144,-0.0609945603012317,0.07811776096050205
2016-09-27,0.0047974140162106,0.0051858689624711,-0.159527,56.95,13.100000381469727,3414090000,-0.0077498446578149,0.001363092036087075,-0.10722574102184478,0.3879719726163427
2016-09-28,0.0068043513482534,-0.0092545267007711,-0.167196,38.39,12.390000343322754,3860390000,0.0398337674692736,-0.0001048057431308869,0.011601047272904067,0.03089054923249114
2016-09-29,0.0055524242693204,0.0078164468423208,-0.175264,51.81,14.020000457763672,4215620000,0.1119011889497008,0.001152019917411439,0.014882960905740454,-0.11256856408362956
2016-10-03,0.0065809407996311,-0.0048382215723875,-0.210303,78.99,13.569999694824219,3113850000,-0.0312988978074113,0.002195610516279576,0.016901777976911402,0.2033749254803549
2016-10-04,0.0035043132380422,0.0042156221186332,-0.218813,48.13,13.630000114440918,3716100000,0.0459885507474505,0.003856811382023722,0.01881629363348187,0.08961219416864322
2016-10-05,0.0042119183949207,0.0005439279834598,-0.227105,65.03,12.989999771118164,3883710000,0.1296339890053316,0.00010397406340634744,0.033426343360743106,-0.006369461283095112
2016-10-06,0.0052360093737815,-0.0032726577114682,-0.235181,58.51,12.84000015258789,3438040000,0.0485060605311774,0.005498290797254784,0.03131773793663326,-0.009630864803580318
