,Realized Volatility,Realized Volatility_lag_1,Volume_lag_1,Volume_lag_2,Sentiment Score_lag_1,Sentiment Score_lag_2,Dollar_index_ret_lag_1,Dollar_index_ret_lag_2,term_spread_ret_lag_1,term_spread_ret_lag_2,13w TB_ret_lag_1,13w TB_ret_lag_2,Abs Return_lag_1,Abs Return_lag_2,Realized Volatility_lag_1_power_2,ADS_lag_1_power_2,US Policy Index_lag_1_power_2,VIX_lag_1_power_2,Volume_lag_1_power_2,Sentiment Score_lag_1_power_2,Dollar_index_ret_lag_1_power_2,term_spread_ret_lag_1_power_2,13w TB_ret_lag_1_power_2,Abs Return_lag_1_power_2
2016-01-27,0.0141836997360702,0.0113290756176309,4357940000.0,4401380000.0,0.0066387138124489,0.0,0.0,-0.0021112870070575,-0.0501835366507477,-0.0016863444092591,0.0870113950516427,-0.0461893177471587,0.0138748956222518,0.0155597452373119,0.00012834795434999897,0.0173343556,6098.048100000001,506.25,1.89916410436e+19,4.407252108359981e-05,0.0,0.002518387350776938,0.007570982868833031,0.00019251272852838217
2016-01-28,0.0160496049066635,0.0141836997360702,4754040000.0,4357940000.0,0.0052463835171769,0.0066387138124489,-0.0046403702708294,0.0,-0.0062306287519129,-0.0501835366507477,0.0,0.0870113950516427,0.0108221077175404,0.0138748956222518,0.0002011773382029979,0.018465820321,1521.7801,534.0721282104495,2.26008963216e+19,2.7524540009305456e-05,2.153303625039732e-05,3.8820734644163703e-05,0.0,0.00011711801545004748
2016-01-29,0.0086251949305007,0.0160496049066635,4693010000.0,4754040000.0,0.0636162068171317,0.0052463835171769,-0.0039511665041639,-0.0046403702708294,-0.0335936368462518,-0.0062306287519129,0.05826883314958,0.0,0.0052645917080301,0.0108221077175404,0.00025758981765999707,0.019705982884000002,3554.5443999999998,502.6564034210205,2.20243428601e+19,0.004047021769800074,1.561171674362677e-05,0.0011285324365578467,0.0033952569166135933,2.771592585225928e-05
2016-02-01,0.0110871984515025,0.0086251949305007,5497570000.0,4693010000.0,0.0025745679639905,0.0636162068171317,0.0111044797314818,-0.0039511665041639,-0.0453335474432871,-0.0335936368462518,-0.0582688331495799,0.05826883314958,0.0235909366709665,0.0052645917080301,7.439398758913497e-05,0.021061846129,1723.0801,408.0400308227545,3.02232759049e+19,6.628400201206189e-06,0.0001233094701068901,0.0020551305237927627,0.0033952569166135816,0.000556532293013552
2016-02-02,0.010957471898344,0.0110871984515025,4322530000.0,5497570000.0,0.0,0.0025745679639905,-0.0061427171498968,0.0111044797314818,0.0499397233308166,-0.0453335474432871,-0.0168072025037327,-0.0582688331495799,0.0003095096875446,0.0235909366709665,0.00012292596950299944,0.026328632120999996,33562.24,399.2003817077639,1.86842656009e+19,0.0,3.773297398363626e-05,0.002493975966358508,0.0002824820560014788,9.579624668395592e-08
2016-02-03,0.01661210963433,0.010957471898344,4463190000.0,4322530000.0,0.0457347762462527,0.0,-0.0013139664458174,-0.0061427171498968,-0.1345823865593046,0.0499397233308166,0.1121173823080576,-0.0168072025037327,0.0186581706435241,0.0003095096875446,0.00012006619040299846,0.028807593983999995,13902.7681,483.1203798767092,1.99200649761e+19,0.0020916697582947998,1.7265078207340107e-06,0.018112418771998092,0.012570307415611146,0.0003481273317628645
2016-02-04,0.0135683519840841,0.01661210963433,5172950000.0,4463190000.0,0.0524618803900849,0.0457347762462527,-0.0161096652911438,-0.0013139664458174,-0.0116341950824721,-0.1345823865593046,0.0090498086709795,0.1121173823080576,0.0050162727481085,0.0186581706435241,0.00027596218650299966,0.031620663684,5403.7201000000005,468.72248348236116,2.67594117025e+19,0.002752248894063574,0.0002595213157926832,0.000135354495217018,8.189903698133576e-05,2.5162992283416002e-05
2016-02-05,0.0119183752933023,0.0135683519840841,5193320000.0,5172950000.0,0.0767624150300805,0.0524618803900849,-0.0084641265614593,-0.0161096652911438,0.0283186306153689,-0.0116341950824721,-0.1626956321836885,0.0090498086709795,0.0014629204586074,0.0050162727481085,0.00018410017556399894,0.034799410116,1658.9328999999998,476.9856066650391,2.69705726224e+19,0.005892468361250328,7.164143844840084e-05,0.0008019448399297088,0.026469868731650054,2.1401362682120855e-06
2016-02-08,0.0171314951744148,0.0119183752933023,4929940000.0,5193320000.0,0.0213141427978508,0.0767624150300805,0.0057881046203615,-0.0084641265614593,0.0051573040608274,0.0283186306153689,-0.0178257672850584,-0.1626956321836885,0.0186921330121525,0.0014629204586074,0.00014204766963199866,0.038378377216,1714.7880999999998,546.624360757447,2.43043084036e+19,0.00045429268320717515,3.350215509625014e-05,2.659778517582679e-05,0.0003177579793010583,0.00034939583654400135
2016-02-09,0.0172389248664758,0.0171314951744148,5636460000.0,4929940000.0,0.010989326827217,0.0213141427978508,-0.0047520656378552,0.0057881046203615,-0.0881343607508555,0.0051573040608274,-0.0669395090634419,-0.0178257672850584,0.0140834194632803,0.0186921330121525,0.0002934881269109975,0.051664380804,7789.8276000000005,676.0,3.17696813316e+19,0.00012076530411539126,2.2582127826484147e-05,0.007767665544961938,0.00448089787365462,0.00019834270377870237
2016-02-10,0.0128462412730728,0.0172389248664758,5183220000.0,5636460000.0,0.0532821759407239,0.010989326827217,-0.0051910415736265,-0.0047520656378552,-0.0401200251211273,-0.0881343607508555,0.1431009200568845,-0.0669395090634419,0.0005936095410862,0.0140834194632803,0.0002971805305519977,0.056738287203999996,1474.56,704.3716485961922,2.68657695684e+19,0.002838990272978257,2.694691261911869e-05,0.0016096164157198855,0.020477873321126844,3.5237228726856896e-07
2016-02-11,0.0174656396696771,0.0128462412730728,4471170000.0,5183220000.0,0.0417759540041455,0.0532821759407239,-0.0018753944445813,-0.0051910415736265,-0.0082207624042119,-0.0401200251211273,-0.0066890014851686,0.1431009200568845,0.000453539233518,0.0005936095410862,0.00016502591484599907,0.062119082168999994,6059.065600000001,691.1641481384286,1.99913611689e+19,0.0017452303329564805,3.5171043227664026e-06,6.758093450650381e-05,4.474274086858773e-05,2.0569783634009493e-07
2016-02-12,0.0098478187101703,0.0174656396696771,5500800000.0,4471170000.0,0.0,0.0417759540041455,-0.0034473978912711,-0.0018753944445813,-0.0154488885918319,-0.0082207624042119,-0.0876217107358767,-0.0066890014851686,0.0125208139504798,0.000453539233518,0.0003050485690709984,0.06781805556100001,11289.0625,791.8595656494147,3.025880064e+19,0.0,1.1884552220740427e-05,0.00023866815872283383,0.00767756419228165,0.00015677078198252957
2016-02-16,0.0096193155266744,0.0098478187101703,4696920000.0,5500800000.0,0.016569288368435,0.0,0.004385574496247,-0.0034473978912711,0.1066769577557459,-0.0154488885918319,-0.0110498034367808,-0.0876217107358767,0.0193721279907815,0.0125208139504798,9.697953334838024e-05,0.07384697550399999,5569.6368999999995,645.1599806213383,2.20610574864e+19,0.00027454131703635534,1.9233263662132126e-05,0.011379973316021195,0.00012209815599149276,0.00037527934289122015
2016-02-17,0.0085703078170457,0.0096193155266744,4570670000.0,4696920000.0,0.0219023116882262,0.016569288368435,0.0092300303861273,0.004385574496247,0.0181338195899202,0.1066769577557459,0.0110498034367808,-0.0110498034367808,0.0163164048442108,0.0193721279907815,9.253123120171919e-05,0.10051753202500001,2359.0449,581.2921294311525,2.08910242489e+19,0.00047971125728820996,8.519346092883328e-05,0.00032883541291977355,0.00012209815599149276,0.0002662250670401857
2016-02-18,0.0065922886950528,0.0085703078170457,5011540000.0,4570670000.0,0.0004536119591119,0.0219023116882262,-0.0008262091716695,0.0092300303861273,0.0260839673077962,0.0181338195899202,0.0707008499723918,0.0110498034367808,0.0164645939081685,0.0163164048442108,7.345017607891462e-05,0.107317828836,11802.6496,497.7360761703494,2.51155331716e+19,2.0576380944933606e-07,6.826215953508013e-07,0.000680373350514181,0.004998610186818654,0.00027108285256089923
2016-02-19,0.0083701425553857,0.0065922886950528,4436490000.0,5011540000.0,0.0157040706506545,0.0004536119591119,0.0016516575911125,-0.0008262091716695,-0.0485327003519473,0.0260839673077962,-0.0172122150558305,0.0707008499723918,0.0046460289339734,0.0164645939081685,4.345827023892095e-05,0.11410208409999999,13766.3289,468.2895735839849,1.96824435201e+19,0.00024661783500074804,2.7279727982795465e-06,0.002355423003451906,0.0002962603471281581,2.1585584855318012e-05
2016-02-22,0.0082086724093481,0.0083701425553857,4142850000.0,4436490000.0,0.0028246817949968,0.0157040706506545,-0.0036166247883896,0.0016516575911125,0.0192724243093499,-0.0485327003519473,-0.0175135664039,-0.0172122150558305,2.085951637287834e-05,0.0046460289339734,7.005928639747865e-05,0.12085009322500002,7370.222499999999,421.480928193665,1.71632061225e+19,7.978827242986344e-06,1.3079974859994117e-05,0.00037142633875962095,0.00030672500818381483,4.3511942331037955e-10
2016-02-23,0.0070509262619921,0.0082086724093481,4054710000.0,4142850000.0,0.0045700544279524,0.0028246817949968,0.0080420971271445,-0.0036166247883896,0.0063425290642136,0.0192724243093499,0.0347257814597305,-0.0175135664039,0.0143214625472564,2.085951637287834e-05,6.738230272399275e-05,0.14100776010000002,3122.5744000000004,375.5843674713142,1.64406731841e+19,2.0885397474447335e-05,6.467532620242582e-05,4.022767493039425e-05,0.0012058798979889627,0.00020510428949246776
2016-02-24,0.0136549463454456,0.0070509262619921,3890650000.0,4054710000.0,0.0375642991708936,0.0045700544279524,0.0010264406443883,0.0080420971271445,-0.053013932036501,0.0063425290642136,0.0818786953982334,0.0347257814597305,0.012393796301341,0.0143214625472564,4.9715561152049884e-05,0.148071809601,3286.7288999999996,440.16038079223654,1.51371574225e+19,0.0014110765722003976,1.0535803964522688e-06,0.0028104769899707474,0.006704120760116688,0.00015360618675913383
2016-02-25,0.0082407450067201,0.0136549463454456,4317250000.0,3890650000.0,0.0228537501582568,0.0375642991708936,-0.0002052351726749,0.0010264406443883,-3.3113689672322864e-08,-0.053013932036501,-0.0094787162854208,0.0818786953982334,0.0043107544603067,0.012393796301341,0.00018645755969699815,0.155365258896,3876.3075999999996,429.31837154541046,1.86386475625e+19,0.0005222938962960227,4.212147610289602e-08,1.096516443714902e-15,8.984606241950149e-05,1.858260401705411e-05
2016-02-26,0.0074436164622035,0.0082407450067201,4118210000.0,4317250000.0,0.0,0.0228537501582568,-0.0017458096238535,-0.0002052351726749,-0.0678031187072953,-3.3113689672322864e-08,-0.0160003260866754,-0.0094787162854208,0.0114292258520756,0.0043107544603067,6.790987826578225e-05,0.16289618881600001,3306.25,365.192123327637,1.69596536041e+19,0.0,3.047851242739499e-06,0.004597262906435578,0.00025601043487994535,0.00013062720357775323
2016-02-29,0.006923912566626,0.0074436164622035,4348510000.0,4118210000.0,0.0015798835584804,0.0,0.0088007178712388,-0.0017458096238535,0.1080916047550967,-0.0678031187072953,-0.0228394894315647,-0.0160003260866754,0.0019796705647917,0.0114292258520756,5.5407426036386955e-05,0.170671439376,1753.0968999999998,392.4360788406375,1.89095392201e+19,2.4960320583566914e-06,7.745263504914198e-05,0.011683795018532044,0.0005216422774945557,3.919095545102689e-06
2016-03-01,0.0080320927313196,0.006923912566626,4588180000.0,4348510000.0,0.0326812159867474,0.0015798835584804,0.0006110975786756,0.0088007178712388,-0.0270432658333776,0.1080916047550967,0.0163669618164212,-0.0228394894315647,0.0082841717053886,0.0019796705647917,4.794056523028145e-05,0.196070954401,4321.7476,422.30246864318906,2.10513957124e+19,0.0010680618783724337,3.734402506631811e-07,0.0007313382269347283,0.00026787743910018956,6.862750084436107e-05
2016-03-02,0.0065265657274382,0.0080320927313196,4819750000.0,4588180000.0,0.0211937418942116,0.0326812159867474,0.0014244954727418,0.0006110975786756,0.0901132191130149,-0.0270432658333776,0.0382211958870598,0.0163669618164212,0.0236085025022328,0.0082841717053886,6.451451364451715e-05,0.20599706916100002,2435.4225,313.2900270080572,2.32299900625e+19,0.00044917469547845986,2.029187351861884e-06,0.008120392258910234,0.001460859815036997,0.0005573613903979324
2016-03-03,0.005303793070526,0.0065265657274382,4666610000.0,4819750000.0,0.0719004548848589,0.0211937418942116,-0.0014244954727419,0.0014244954727418,0.0450615258260352,0.0901132191130149,-0.0545881577034811,0.0382211958870598,0.0041270252214229,0.0236085025022328,4.2596060194570916e-05,0.216058562041,1733.8896,292.0681052154541,2.17772488921e+19,0.00516967541264963,2.029187351862169e-06,0.002030541109770437,0.0029798669614601227,1.703233717826074e-05
2016-03-04,0.0063773079604519,0.005303793070526,5081700000.0,4666610000.0,0.0050800861239333,0.0719004548848589,-0.0065379678554468,-0.0014244954727419,0.022728212908926,0.0450615258260352,-0.1415787400471284,-0.0545881577034811,0.0036235656596298,0.0041270252214229,2.8130220934959618e-05,0.22625053296400002,2361.96,278.8900254821783,2.582367489e+19,2.5807275026579665e-05,4.274502367885563e-05,0.0005165716620334705,0.020044539633332355,1.3130228089648348e-05
2016-03-07,0.0070921281750415,0.0063773079604519,6049930000.0,5081700000.0,0.0460183964294996,0.0050800861239333,-0.0023600992086232,-0.0065379678554468,0.0466476896895265,0.022728212908926,0.007575696313235,-0.1415787400471284,0.0031305044136048,0.0036235656596298,4.067005682244317e-05,0.236568422689,2184.6276000000003,284.25962058105506,3.66016530049e+19,0.0021176928099425813,5.570068274543855e-06,0.002176006953370357,5.7391174630362376e-05,9.800057883599131e-06
2016-03-08,0.0084569877520645,0.0070921281750415,4968180000.0,6049930000.0,0.0134942814090755,0.0460183964294996,-0.0027776022032113,-0.0023600992086232,0.0290642308756553,0.0466476896895265,0.0,0.007575696313235,0.0009797110636226,0.0031305044136048,5.029828205121748e-05,0.2672579809,3598.8001000000004,301.02251323699966,2.46828125124e+19,0.00018209563074732065,7.715073999284268e-06,0.000844729516393395,0.0,9.598337681845263e-07
2016-03-09,0.0075573766572838,0.0084569877520645,4641650000.0,4968180000.0,0.0131678940202829,0.0134942814090755,0.0014412128346793,-0.0027776022032113,-0.097482721318788,0.0290642308756553,0.1405820280537634,0.0,0.011117896188442,0.0009797110636226,7.152064183856897e-05,0.27599892673600007,5993.856400000001,348.5689028488159,2.15449147225e+19,0.00017339343292940214,2.077094434844343e-06,0.009502880955716485,0.019763306611709122,0.00012360761565697315
2016-03-10,0.0105289726960895,0.0075573766572838,4038120000.0,4641650000.0,0.0144967569453004,0.0131678940202829,-0.0004115744074206,0.0014412128346793,0.0558284508433928,-0.097482721318788,-0.0573513629702731,0.1405820280537634,0.0047979126411144,0.011117896188442,5.711394194005806e-05,0.283750113124,2208.0601,336.35560559692385,1.63064131344e+19,0.0002101559619311154,1.6939349284361805e-07,0.0031168159235731266,0.0032891788345480125,2.3019965711765357e-05
2016-03-11,0.0078028538389556,0.0105289726960895,4376790000.0,4038120000.0,0.0131541402872192,0.0144967569453004,-0.0113849137624712,-0.0004115744074206,0.030305357143659,0.0558284508433928,0.050772378650403,-0.0573513629702731,0.0003468548095529,0.0047979126411144,0.00011085926603499818,0.2904671025,913.2484,325.8024724578863,1.91562907041e+19,0.0001730314066958432,0.00012961626137890616,0.0009184146716047235,0.0025778344338198986,1.203082589099785e-07
2016-03-14,0.0044185163973626,0.0078028538389556,4078620000.0,4376790000.0,0.007553458923961,0.0131541402872192,0.0010403504395711,-0.0113849137624712,0.0302660077667286,0.030305357143659,0.0163669618164212,0.050772378650403,0.0160888111574122,0.0003468548095529,6.088452803210414e-05,0.29611445889599997,856.1476000000001,272.25,1.66351411044e+19,5.7054741715966064e-05,1.082329037115781e-06,0.0009160312261356758,0.00026787743910018956,0.0002588498444588713
2016-03-15,0.0057276038373043,0.0044185163973626,3487850000.0,4078620000.0,0.0042942307190078,0.007553458923961,0.0046683478682807,0.0010403504395711,-0.0034129285950832,0.0302660077667286,0.0,0.0163669618164212,0.0012174060859538,0.0160888111574122,1.9523287153762173e-05,0.306696655204,2920.3215999999998,286.2864025817871,1.21650976225e+19,1.8440417468070248e-05,2.1793471819280954e-05,1.1648081595136586e-05,0.0,1.4820775781173509e-06
2016-03-16,0.0085918027608381,0.0057276038373043,3560280000.0,3487850000.0,0.0469899321955221,0.0042942307190078,0.0001034360346168,0.0046683478682807,-0.0060008744189579,-0.0034129285950832,0.053725368094985,0.0,0.0017941669620973,0.0012174060859538,3.2805445717102944e-05,0.308503595761,2082.0969000000005,283.5856051391602,1.26755936784e+19,0.002208053727739764,1.0699013257247848e-08,3.601049379210332e-05,0.002886415176941632,3.2190350878814546e-06
2016-03-17,0.0048305992886518,0.0085918027608381,4057020000.0,3560280000.0,0.0,0.0469899321955221,-0.00768752878705,0.0001034360346168,-0.0484463434467402,-0.0060008744189579,-0.0800426312573252,0.053725368094985,0.0058217775629511,0.0017941669620973,7.38190746811452e-05,0.30949194240000005,2367.7955999999995,224.7000931381226,1.64594112804e+19,0.0,5.909809885172244e-05,0.0023470481933595072,0.006406822818596134,3.389309399248085e-05
2016-03-18,0.0051022929012829,0.0048305992886518,4530480000.0,4057020000.0,0.0295269396156913,0.0,-0.0118542929662944,-0.00768752878705,-0.0036166748715781,-0.0484463434467402,-0.0870113950516428,-0.0800426312573252,0.0063861227159338,0.0058217775629511,2.3334689487523276e-05,0.3096599738410001,1604.8036000000002,208.5135878814699,2.05252490304e+19,0.0008718401630686802,0.00014052426173073688,1.3080337126704466e-05,0.00757098286883305,4.07825633429657e-05
2016-03-21,0.0041795919755403,0.0051022929012829,6503140000.0,4530480000.0,0.0058192937023385,0.0295269396156913,0.0024241985789138,-0.0118542929662944,-0.0453990938524661,-0.0036166748715781,0.0180184880857369,-0.0870113950516428,0.0041763106762683,0.0063861227159338,2.6033392850481878e-05,0.309005909689,3419.9103999999998,196.56041283569357,4.22908298596e+19,3.386417919407653e-05,5.876738750007687e-06,0.002061077722625025,0.0003246659128958426,1.7441570864712585e-05
2016-03-22,0.0051671952890823,0.0041795919755403,3376600000.0,6503140000.0,0.0395918278632822,0.0058192937023385,0.0031532825548106,0.0024241985789138,0.0335538690553088,-0.0453990938524661,0.0281708296614217,0.0180184880857369,0.001146165470801,0.0041763106762683,1.746898908200087e-05,0.30185134809999997,8073.022499999999,190.1640989479065,1.140142756e+19,0.0015675128335557688,9.943190870472866e-06,0.0011258621285808095,0.0007935956438128366,1.3136952864564778e-06
2016-03-23,0.0046824251816252,0.0051671952890823,3418460000.0,3376600000.0,0.0119803056145595,0.0395918278632822,0.003770828871097,0.0031532825548106,0.02086251736387,0.0335538690553088,0.0240148748007512,0.0281708296614217,0.0007070532510586,0.001146165470801,2.6699907155514315e-05,0.29736735859599994,3043.7289,200.78890216217036,1.16858687716e+19,0.0001435277226182459,1.4219150375098675e-05,0.0004352446307577773,0.000576714211695755,4.999242998325357e-07
2016-03-24,0.0059875772534539,0.0046824251816252,3639510000.0,3418460000.0,0.002560213996951,0.0119803056145595,0.004173209148166,0.003770828871097,-0.0506321354895311,0.02086251736387,-0.0068026597449207,0.0240148748007512,0.0065186344031685,0.0007070532510586,2.1925105581517786e-05,0.29181712040100005,7740.4804,223.2035874618532,1.32460330401e+19,6.5546957101838155e-06,1.741567459433639e-05,0.0025636131442302347,4.627617960516456e-05,4.2492594482171944e-05
2016-03-28,0.0055666631721276,0.0059875772534539,3407720000.0,3639510000.0,0.0155402544459011,0.002560213996951,0.0009365351300833,0.004173209148166,0.0416148429228185,-0.0506321354895311,-0.0634015328029893,-0.0068026597449207,0.0003633952945925,0.0065186344031685,3.5851081366078554e-05,0.285229696761,2515.0225,217.26759325256353,1.16125555984e+19,0.00024149950824334894,8.770980498801436e-07,0.0017317951514908571,0.004019754361768528,1.3205614013196986e-07
2016-03-29,0.0055259667414402,0.0055666631721276,2809090000.0,3407720000.0,0.0,0.0155402544459011,-0.0020824345961069,0.0009365351300833,-0.004539241213706,0.0416148429228185,-0.0755075928820578,-0.0634015328029893,0.008870440616322,0.0003633952945925,3.0987738871921715e-05,0.24950824206400002,11206.3396,232.2575930236817,7.8909866281e+18,0.0,4.336533847062909e-06,2.060471079620712e-05,0.005701396582842586,7.868471672769504e-05
2016-03-30,0.0037332040483728,0.0055259667414402,3822330000.0,2809090000.0,0.0034398509775431,0.0,-0.0081632976026759,-0.0020824345961069,-0.0427574184998337,-0.004539241213706,-0.125163150745463,-0.0755075928820578,0.0042823498892069,0.008870440616322,3.0536308427503223e-05,0.238785663649,4874.832399999999,190.99239156494156,1.46102066289e+19,1.1832574747704219e-05,6.66394277498541e-05,0.0018281968367699212,0.015665814304531494,1.833852057359035e-05
2016-03-31,0.0071743311600683,0.0037332040483728,3590310000.0,3822330000.0,0.0072531124914178,0.0034398509775431,-0.0033685013348104,-0.0081632976026759,0.02901471399005,-0.0427574184998337,-0.195744537747651,-0.125163150745463,0.0020854761472381,0.0042823498892069,1.3936812466787063e-05,0.22750801248400002,15615.001599999998,183.87361138000506,1.28903258961e+19,5.260764081316092e-05,1.1346801242619447e-05,0.0008418536279244033,0.038315924058041566,4.349210760699069e-06
2016-04-04,0.0079614499330924,0.0071743311600683,3715280000.0,3590310000.0,0.0,0.0072531124914178,-0.0026394990741806,-0.0033685013348104,-0.0501287708348617,0.02901471399005,0.042334370086676,-0.195744537747651,0.006368862602133,0.0020854761472381,5.147102759432695e-05,0.21572773622500002,1326.4164,194.60249467849735,1.38033054784e+19,0.0,6.966955362600245e-06,0.0025128936654140806,0.001792198890635648,4.056241084484833e-05
2016-04-05,0.0055406325356228,0.0079614499330924,3485710000.0,3715280000.0,0.0264368623992084,0.0,-0.0008460518992842,-0.0026394990741806,0.0096525899988367,-0.0501287708348617,-0.0532040643309069,0.042334370086676,0.0100650034491161,0.006368862602133,6.338468503713696e-05,0.173753918244,1512.4321,199.3743967681885,1.21501742041e+19,0.000698907693514679,7.15803816282402e-07,9.317249368564229e-05,0.00283067246132728,0.00010130429443071899
2016-04-06,0.0077300534247638,0.0055406325356228,4154920000.0,3485710000.0,0.0076941000755878,0.0264368623992084,0.0012688498855225,-0.0008460518992842,-0.0747731927932514,0.0096525899988367,0.1750088950069135,-0.0532040643309069,0.010447311773334,0.0100650034491161,3.069860889480193e-05,0.166490113024,661.0041,237.77640235290522,1.72633602064e+19,5.9199175973160184e-05,1.6099800319904614e-06,0.005591030360496743,0.03062811333154087,0.00010914632328924321
