,Realized Volatility,Predicted Volatility
2023-10-02,0.0087368243481774,0.0076936577
2023-10-03,0.0091228605403742,0.0076546175
2023-10-04,0.0089971526990166,0.008993592
2023-10-05,0.0071766421048033,0.0075132325
2023-10-06,0.0093756631005621,0.0072710817
2023-10-09,0.0071857964473267,0.007737532
2023-10-10,0.0058254894893241,0.006607208
2023-10-11,0.006696030717345,0.0063089193
2023-10-12,0.0063340057599881,0.0059345793
2023-10-13,0.0092215873169277,0.0062343827
2023-10-16,0.0091093746327506,0.008039612
2023-10-17,0.0090715390160476,0.007772936
2023-10-18,0.0090162476696261,0.007167958
2023-10-19,0.0118091830517847,0.008813055
2023-10-20,0.0085121055638688,0.008666972
2023-10-23,0.0098243923590656,0.009322595
2023-10-24,0.0096636286985278,0.00814122
2023-10-25,0.0090429645121536,0.008685768
2023-10-26,0.0095120912785233,0.009155047
2023-10-27,0.0085421140442239,0.00995483
2023-10-30,0.01094290961379,0.0088259755
2023-10-31,0.0066296623064943,0.008791591
2023-11-01,0.0077851177545472,0.0076998114
2023-11-02,0.0123868080036529,0.006813938
2023-11-03,0.0078879011464626,0.009186199
2023-11-06,0.0046927326289392,0.0071274373
2023-11-07,0.0045310237259285,0.004674746
2023-11-08,0.0053355382876049,0.004714772
2023-11-09,0.0074261883369022,0.0048660245
2023-11-10,0.0058931988089008,0.0058461647
2023-11-13,0.0056098331890236,0.0057426654
2023-11-14,0.015057550737392,0.0050372854
2023-11-15,0.0057327341596908,0.007768212
2023-11-16,0.0046109149361444,0.005962024
2023-11-17,0.0033479375737085,0.004409419
2023-11-20,0.0038133849169,0.0043971417
2023-11-21,0.0041086495387846,0.004125059
2023-11-22,0.0077395755944547,0.0046273563
2023-11-24,0.0015868535759783,0.004789388
2023-11-27,0.0035583224805806,0.0037713633
2023-11-28,0.0044664322136639,0.004127823
2023-11-29,0.0077224117590799,0.0042355247
2023-11-30,0.0065793689361047,0.005019085
2023-12-01,0.0059397013042887,0.0047996584
2023-12-04,0.0069412303996036,0.0047513973
2023-12-05,0.0069003071930594,0.005096803
2023-12-06,0.0064964311977282,0.0046660393
2023-12-07,0.0063324248480822,0.004902956
2023-12-08,0.0056774322003987,0.0048690587
2023-12-11,0.0035669074633137,0.004451965
2023-12-12,0.0039947099488818,0.004036599
2023-12-13,0.007220973616336,0.0041111857
2023-12-14,0.008264424026238,0.00487249
2023-12-15,0.0053356218591363,0.004801273
2023-12-18,0.0046070850199445,0.0036993155
2023-12-19,0.0031573712217091,0.0018257663
2023-12-20,0.0069798103115515,0.004736843
2023-12-21,0.0106097123354867,0.0051557636
2023-12-22,0.0051640763797667,0.006576944
2023-12-26,0.0031964295704063,0.0052079847
2023-12-27,0.0041192912404553,0.004239787
2023-12-28,0.0031881532053261,0.0043025115
2023-12-29,0.0041046665399709,0.004262596
